state_id,state,name,full_url,stop_type,Chain,Latitude,Longitude,Highway,Exit,Street Address,City,State,Postal Code,Phone,Phone 2,Fax,Phone 3,Mile Marker,Phone 4,Mailing Address,Phone 5,Road Name,https,htp,http
3,Arizona,FLYING J TRAVEL CENTER #1372,https://www.truckstopsandservices.com/location_details.php?id=59044,Trucker,flying j,34.9145323,-114.1553834,I-40,28,10835 SOUTH DOUBLE R DRIVE,YUCCA,AZ,86438,928-754-0852 (TRAVEL CENTER),CINNABON (928-754-0852),928-754-0962,,,,,,,,,
3,Arizona,FLYING J TRAVEL CENTER #608,https://www.truckstopsandservices.com/location_details.php?id=1105,Trucker,flying j,33.602133,-114.523475,I-10,1,I-10 S FRONTAGE RD,EHRENBERG,AZ,85334,928-923-9600 (TRAVEL CENTER),928-923-9600 (WENDY'S),928-923-7735,928-923-9600 (CINNABON),,,,,,,,
3,Arizona,FLYING J TRAVEL CENTER #609,https://www.truckstopsandservices.com/location_details.php?id=16806,Trucker,flying j,32.731788,-111.549774,I-10,208-A,16189 S SUNSHINE BLVD,ELOY,AZ,85231,520-466-9204 (TRAVEL CENTER),520-466-9204 (DENNY'S),520-466-9588,520-466-9204 (DUNKIN' DONUTS EXPRESS),,,,,,,,
3,Arizona,FLYING J TRAVEL CENTER #610,https://www.truckstopsandservices.com/location_details.php?id=10286,Trucker,flying j,35.220003,-114.006945,I-40,53,3300 E ANDY DEVINE AVE,KINGMAN,AZ,86401,928-757-7300 (TRAVEL CENTER),928-757-7300 (DENNY'S),928-757-1085,,,,,,,,,
3,Arizona,FLYING J TRAVEL CENTER #611,https://www.truckstopsandservices.com/location_details.php?id=16809,Trucker,flying j,33.460873,-112.2054,I-10,137,6700 W LATHAM,PHOENIX,AZ,85043,623-936-1118 (TRAVEL CENTER),623-936-1118 (DENNY'S),623-936-3611,,,,,,,,,
3,Arizona,FLYING J TRAVEL CENTER #612,https://www.truckstopsandservices.com/location_details.php?id=16814,Trucker,flying j,35.016021,-110.674059,I-40,255,400 TRANSCON LANE,WINSLOW,AZ,86047,928-289-2081 (TRAVEL CENTER),928-289-2081 (DENNY'S),928-289-3798,,,,,,,,,
3,Arizona,FREEWAY CHEVRON,https://www.truckstopsandservices.com/location_details.php?id=1145,Trucker,chevron,32.222582,-109.873092,I-10,336,2905 S HASKELL AVE,WILLCOX,AZ,85643,520-384-4375 (TRAVEL CENTER),,,,,,,,,,,
3,Arizona,GILA BEND FOOD MART,https://www.truckstopsandservices.com/location_details.php?id=364,Trucker,chevron,32.944712,-112.728116,I-8,115,623 W PIMA ST,GILA BEND,AZ,85337,928-683-6324 (TRAVEL CENTER),,,,,,,,,,,
3,Arizona,HALLUM STORES,https://www.truckstopsandservices.com/location_details.php?id=1286,Trucker,texaco,35.191292,-114.069578,I-40,48,932 W BEALE ST,KINGMAN,AZ,86401,928-753-6538 (TRAVEL CENTER),,,,,,,,,,,
3,Arizona,HOPI TRAVEL PLAZA,https://www.truckstopsandservices.com/location_details.php?id=1348,Trucker,conoco,34.974679,-110.09014,I-40,292,1851 STATE HWY 77,HOLBROOK,AZ,86025,928-524-1400 (TRAVEL CENTER),,928-528-1405,,,,,,,,,
3,Arizona,JOHNSON'S TRAVEL CENTER,https://www.truckstopsandservices.com/location_details.php?id=1488,Trucker,chevron,35.30951,-112.856982,I-40,123,21355 I-40 BUSINESS LOOP,SELIGMAN,AZ,86337,928-422-3540 (TRAVEL CENTER),928-422-3540 (SUBWAY),928-422-0045,928-422-3540 (JUANHIJOS BURRITO),,,,,,,,
3,Arizona,LAKE POWELL CONVENIENCE,https://www.truckstopsandservices.com/location_details.php?id=10285,Trucker,shell,36.90423,-111.483499,US 89,,901 US 89 S,PAGE,AZ,86040,928-645-5998 (TRAVEL CENTER),,928-645-5345,,,,,,,,,
3,Arizona,LAST STOP TRAVEL CENTER,https://www.truckstopsandservices.com/location_details.php?id=55839,Trucker,ind dealer,35.716149,-114.4855,US 93,,20331 N US 93,WHITE HILLS,AZ,86445,928-277-7379 (TRAVEL CENTER),928-277-7379 (LAST STOP KITCHEN),,928-277-7379 (STEEL'S ALL AMERICAN HOT DOGS),,928-277-7379 (ARIZONA HOT WINGS),,928-277-7379 (BROOKLYN'S BEST NEW YORK PIZZA),,,,
3,Arizona,LITTLE AMERICA TRAVEL CENTER - FLAGSTAFF,https://www.truckstopsandservices.com/location_details.php?id=1705,Trucker,sinclair oil .svg,35.191796,-111.617997,I-40,198,2515 E BUTLER AVE,FLAGSTAFF,AZ,86004,928-779-7942 (TRAVEL CENTER),928-779-7942 (THE GRILL AND DELI),928-779-7978,,,,,,,,,
3,Arizona,Love's Country Stores,https://www.truckstopsandservices.com/location_details.php?id=64168,Trucker,,32.26636887,-109.8472061,I-10,,,Willcox,AZ,85644,,,,,,,,,,,,
3,Arizona,Love's Country Stores,https://www.truckstopsandservices.com/location_details.php?id=64173,Trucker,,31.96286,-110.34487,I-10,,,Benson,AZ,85602,520-586-8702,,,,,,,,,,,
3,Arizona,LOVE'S TRAVEL STOP #265,https://www.truckstopsandservices.com/location_details.php?id=14756,Trucker,loves travel stops country stores 416x416,32.806523,-111.672303,I-10,200,5000 N SUNLAND GIN RD,CASA GRANDE,AZ,85131,520-423-2015 (TRAVEL CENTER),520-423-2015 (ARBY'S),520-423-2019,520-423-2015 (GODFATHER'S PIZZA),,,,,,,,
3,Arizona,LOVE'S TRAVEL STOP #272,https://www.truckstopsandservices.com/location_details.php?id=1912,Trucker,loves travel stops country stores 416x416,35.199538,-113.903998,I-40,59,6035 E MINERVA LANE,KINGMAN,AZ,86401,928-681-4405 (TRAVEL CENTER),928-681-4405 (CHESTER'S FRIED CHICKEN),928-681-4408,928-681-4405 (SUBWAY),,,,,,,,
3,Arizona,LOVE'S TRAVEL STOP #278,https://www.truckstopsandservices.com/location_details.php?id=1752,Trucker,loves travel stops country stores 416x416,34.954904,-110.311745,I-40,277,4703 MAIN ST,JOSEPH CITY,AZ,86032,928-288-3726 (TRAVEL CENTER),928-288-3726 (CHESTER'S FRIED CHICKEN),928-288-3738,928-288-3726 (SUBWAY),,,,,,,,
3,Arizona,LOVE'S TRAVEL STOP #280,https://www.truckstopsandservices.com/location_details.php?id=22289,Trucker,loves travel stops country stores 416x416,33.431337,-112.5922,I-10,114,1610 S MILLER RD,BUCKEYE,AZ,85326,623-386-6926 (TRAVEL CENTER),623-386-6926 (CHESTER'S FRIED CHICKEN),623-386-7462,623-386-6926 (SUBWAY),,623-386-6926 (GODFATHER'S PIZZA),,,,,,
3,Arizona,LOVE'S TRAVEL STOP #286,https://www.truckstopsandservices.com/location_details.php?id=22291,Trucker,loves travel stops country stores 416x416,33.657228,-114.241695,I-10,17,760 QUARTZSITE AVE,QUARTZSITE,AZ,85346,928-927-8570 (TRAVEL CENTER),928-927-8570 (CHESTER'S FRIED CHICKEN),928-927-8576,928-927-8576 (SUBWAY),,,,,,,,
3,Arizona,LOVE'S TRAVEL STOP #296,https://www.truckstopsandservices.com/location_details.php?id=10272,Trucker,loves travel stops country stores 416x416,32.944585,-112.733307,I-8,115,820 W PIMA ST,GILA BEND,AZ,85337,928-683-2210 (TRAVEL CENTER),928-683-2210 (TACO BELL),928-683-2230,,,,,,,,,
3,Arizona,LOVE'S TRAVEL STOP #328,https://www.truckstopsandservices.com/location_details.php?id=14753,Trucker,loves travel stops country stores 416x416,33.279556,-111.962347,I-10,162,7001 W SUNDUST RD,CHANDLER,AZ,85226,520-796-1185 (TRAVEL CENTER),520-796-1185 (ARBY'S),520-796-1228,,,,,,,,,
3,Arizona,LOVE'S TRAVEL STOP #349,https://www.truckstopsandservices.com/location_details.php?id=14778,Trucker,loves travel stops country stores 416x416,32.685878,-114.582809,I-8,3,2931 E GILA RIDGE RD,YUMA,AZ,85365,928-341-9100 (TRAVEL CENTER),928-341-9100 (CHESTER'S FRIED CHICKEN),928-341-9105,928-341-9100 (SUBWAY),,928-341-9100 (GODFATHER'S PIZZA),,,,,,
3,Arizona,LOVE'S TRAVEL STOP #350,https://www.truckstopsandservices.com/location_details.php?id=59064,Trucker,loves travel stops country stores 416x416,31.428598,-110.962381,I-19,12,739 E FRONTAGE RD,NOGALES,AZ,85621,520-860-6132 (TRAVEL CENTER),520-341-3196 (MCDONALD'S),520-860-6133,520-860-6132 (SUBWAY),,,,,,,,
3,Arizona,LOVE'S TRAVEL STOP #386,https://www.truckstopsandservices.com/location_details.php?id=1911,Trucker,loves travel stops country stores 416x416,34.723825,-114.315359,I-40,9,14875 S US 95,LAKE HAVASU CITY,AZ,14875,928-764-1505 (TRAVEL CENTER),928-764-1505 (CARL'S JR),928-764-1533,928-764-1505 (SUBWAY),,,,,,,,
3,Arizona,LOVE'S TRAVEL STOP #460,https://www.truckstopsandservices.com/location_details.php?id=1188,Trucker,loves travel stops country stores 416x416,31.962731,-110.344763,I-10,302,643 AZ 90,BENSON,AZ,85602,520-586-7151 (TRAVEL CENTER),520-586-7151 (CHESTER'S FRIED CHICKEN),520-586-8707,520-586-7151 (SUBWAY),,520-586-7151 (GODFATHER'S PIZZA),,,,,,
3,Arizona,LOVE'S TRAVEL STOP #553,https://www.truckstopsandservices.com/location_details.php?id=45161,Trucker,loves travel stops country stores 416x416,35.263352,-112.194217,I-40,163,1055 N GRAND CANYON BLVD,WILLIAMS,AZ,86046,928-635-9958 (TRAVEL CENTER),928-635-9958 (CARL'S JR),928-635-9862,928-635-9958 (SUBWAY),,,,,,,,
3,Arizona,LOVE'S TRAVEL STOP #659,https://www.truckstopsandservices.com/location_details.php?id=45158,Trucker,loves travel stops country stores 416x416,33.458541,-112.239248,I-10,135,8313 ROOSEVELT ST,TOLLESON,AZ,85353,623-936-1037 (TRAVEL CENTER),623-936-1037 (CARL'S JR),623-936-1062,623-936-1037 (SUBWAY),,,,,,,,
3,Arizona,LOVE'S TRAVEL STOP #722,https://www.truckstopsandservices.com/location_details.php?id=53857,Trucker,loves travel stops country stores 416x416,34.33476,-112.117691,I-17,263/ARCOSANTI RD,14414 S CROSS L RD,MAYER,AZ,86333,928-227-9764 (TRAVEL CENTER),928-227-9764 (ARBY'S),928-227-9765,928-227-9764 (GODFATHER'S PIZZA),,,,,,,,
3,Arizona,LOVE'S TRAVEL STOP #831,https://www.truckstopsandservices.com/location_details.php?id=59065,Trucker,loves travel stops country stores 416x416,32.26726,-109.84726,I-10,340,1600 N FORT GRANT RD,WILCOX,AZ,85643,520-779-6001 (TRAVEL CENTER),520-779-6001 (ARBY'S),520-779-6002,,,,,,,,,
3,Arizona,MAINSTREET MARKET,https://www.truckstopsandservices.com/location_details.php?id=192,Trucker,ind dealer,32.270943,-109.243833,I-10,378,2507 W I-10 BUSINESS LOOP,SAN SIMON,AZ,85632,520-845-2251 (TRAVEL CENTER),520-845-2251 (SUBWAY),,,,,,,,,,
3,Arizona,Maverik,https://www.truckstopsandservices.com/location_details.php?id=64908,Trucker,,32.687583,-114.583667,I-8,,,Yuma,AZ,85365,520-614-6077,,,,,,,,,,,
3,Arizona,Maverik #723,https://www.truckstopsandservices.com/location_details.php?id=64172,Trucker,,32.42464841,-111.1602211,I-10,,,Marana,AZ,85653,520-585-5581,,,,,,,,,,,
3,Arizona,MAVERIK ADVENTURE'S FIRST STOP,https://www.truckstopsandservices.com/location_details.php?id=54680,Trucker,ind dealer,34.916339,-110.154355,I-40,286,1301 NAVAJO BLVD,HOLBROOK,AZ,86025,928-524-9310 (TRAVEL CENTER),,,,,,,,,,,
3,Arizona,MAVERIK ADVENTURE'S FIRST STOP #672,https://www.truckstopsandservices.com/location_details.php?id=58009,Trucker,ind dealer,34.560033,-112.259177,I-17,278,1339 PRESCOTT COUNTRY CLUB BLVD,DEWEY-HUMBOLDT,AZ,86327,480-690-5067 (TRAVEL CENTER),,,,,,,,,,,
3,Arizona,MINUTE MART,https://www.truckstopsandservices.com/location_details.php?id=45162,Trucker,shell,33.765795,-112.514101,US 60,N 211TH AVE,31120 N US 60,WITTMANN,AZ,85361,623-388-2900 (TRAVEL CENTER),623-388-2900 (SUBWAY),,,,,,,,,,
3,Arizona,MINUTE MART,https://www.truckstopsandservices.com/location_details.php?id=55918,Trucker,shell,32.6911744,-113.9536014,I-8,42,9250 S AVE 40E,TACNA,AZ,85352,928-239-5764 (TRAVEL CENTER),928-239-5764 (SUBWAY),,,,,,,,,,
3,Arizona,MINUTE MART,https://www.truckstopsandservices.com/location_details.php?id=55914,Trucker,shell,33.415295,-111.995561,I-10,152,3444 S 40TH ST,PHOENIX,AZ,85040,602-601-4868 (TRAVEL CENTER),602-601-4868 (SUBWAY),,,,,,,,,,
3,Arizona,MINUTE MART,https://www.truckstopsandservices.com/location_details.php?id=10273,Trucker,shell,32.949867,-112.705897,I-8,119,942 E PIMA ST,GILA BEND,AZ,85337,928-683-2992 (TRAVEL CENTER),928-683-2992 (SUBWAY),928-683-2360,,,,,,,,,
3,Arizona,MINUTE MART TRAVEL CENTER,https://www.truckstopsandservices.com/location_details.php?id=52883,Trucker,shell,35.700135,-114.476628,US 93,,12683 WHITE HILLS RD,WILLOW BEACH,AZ,86445,928-767-3008 (TRAVEL CENTER),928-767-3008 (SUBWAY),928-767-3008,,,,,,,,,
3,Arizona,MOBIL,https://www.truckstopsandservices.com/location_details.php?id=2905,Trucker,mobil oil type,32.667107,-114.443529,I-8,12,11235 S FORTUNA RD,YUMA,AZ,85367,928-342-1074 (TRAVEL CENTER),928-342-1074 (BURGER KING),,,,,,,,,,
3,Arizona,NAVAJO TRAVEL CENTER,https://www.truckstopsandservices.com/location_details.php?id=2093,Trucker,shell,35.128363,-109.541149,I-40,325,KERR MCGEE RD,NAVAJO,AZ,86502,928-688-2334 (TRAVEL CENTER),928-688-2334 (SUBWAY),928-688-2888,,,,,,,,,
3,Arizona,ONE9 DEALER,https://www.truckstopsandservices.com/location_details.php?id=59046,Trucker,one9fuelcenter,32.3190169,-109.4523043,I-10,366,1275 EAST BUSINESS LOOP,BOWIE,AZ,85605,520-847-2511,,,,,,,,,,,
3,Arizona,ONE9 TRAVEL CENTER,https://www.truckstopsandservices.com/location_details.php?id=59041,Trucker,one9fuelcenter,35.222358,-112.478655,I-40,146,43 W PARK AVE,ASH FORK,AZ,86320,928-754-1285,,928-754-7889,,,,,,,,,
3,Arizona,PETRO STOPPING CENTER #306,https://www.truckstopsandservices.com/location_details.php?id=2213,Trucker,petro,32.811832,-111.669068,I-10,200,5235 N SUNLAND GIN RD,CASA GRANDE,AZ,85231,520-836-3983 (TRAVEL CENTER),520-836-5745 (IRON SKILLET),520-423-3254,,,,,,,,,
3,Arizona,PETRO STOPPING CENTER #315,https://www.truckstopsandservices.com/location_details.php?id=2214,Trucker,petro,35.17617,-113.785941,I-40,66,970 S BLAKE RANCH RD,KINGMAN,AZ,86401,928-681-5246 (TRAVEL CENTER),928-681-5246 (DUNKIN' DONUTS),928-681-5245,928-681-5246 (IRON SKILLET),,,,,,,,
3,Arizona,PILOT EXPRESS,https://www.truckstopsandservices.com/location_details.php?id=48247,Trucker,pilot,32.084183,-110.803072,I-10,273,9255 S RITA RD,TUCSON,AZ,85747,520-207-7876 (TRAVEL CENTER),520-207-7876 (SUBWAY),520-203-8435,,,,,,,,,
3,Arizona,PILOT TRAVEL CENTER #1175,https://www.truckstopsandservices.com/location_details.php?id=2899,Trucker,pilot,34.327273,-112.117328,I-17,263,14905 CORDES LAKE RD,CORDES LAKE,AZ,86333,928-632-4521 (TRAVEL CENTER),928-632-4521 (SUBWAY),928-642-1450,,,,,,,,,
3,Arizona,PILOT TRAVEL CENTER #1180,https://www.truckstopsandservices.com/location_details.php?id=2027,Trucker,pilot,33.494399,-112.937794,I-10,94,41112 W INDIAN SCHOOL RD,TONOPAH,AZ,85354,623-386-5386 (TRAVEL CENTER),623-386-5386 (SUBWAY),623-393-0315,,,,,,,,,
3,Arizona,PILOT TRAVEL CENTER #1212,https://www.truckstopsandservices.com/location_details.php?id=52438,Trucker,pilot,33.633769,-113.768798,I-10,45,48286 VICKSBURG RD,SALOME,AZ,85348,928-859-3165 (TRAVEL CENTER),928-859-3165 (SUBWAY),928-859-390,928-859-3165 (PJ FRESH),,,,,,,,
3,Arizona,PILOT TRAVEL CENTER #1243,https://www.truckstopsandservices.com/location_details.php?id=1342,Trucker,pilot,32.929996,-112.673405,I-8,119,3006 S BUTTERFIELD TRAIL,GILA BEND,AZ,85337,928-580-5987 (TRAVEL CENTER),928-580-5987 (SUBWAY),928-580-7997,928-580-5987 (MAMA DELUCAS PIZZA),,,,,,,,
3,Arizona,PILOT TRAVEL CENTER #180,https://www.truckstopsandservices.com/location_details.php?id=2581,Trucker,pilot,35.238507,-111.822583,I-40,185,W I-40 12500 BRANNIGAN PARK RD,BELLEMONT,AZ,86015,928-773-0180 (TRAVEL CENTER),928-773-0180 (MCDONALD'S),928-773-0205,928-773-0197 (SUBWAY),,,,,,,,
3,Arizona,PILOT TRAVEL CENTER #211,https://www.truckstopsandservices.com/location_details.php?id=10277,Trucker,pilot,34.728256,-114.315187,I-40,9,14750 S HWY 95,LAKE HAVASU CITY,AZ,86404,928-764-2410 (TRAVEL CENTER),928-764-3030 (WENDY'S),928-764-2021,928-764-3030 (CINNABON),,928-764-3030 (DUNKIN' DONUTS EXPRESS),,,,,,
3,Arizona,PILOT TRAVEL CENTER #279,https://www.truckstopsandservices.com/location_details.php?id=45080,Trucker,pilot,31.431247,-110.962217,I-19,12,769 E FRONTAGE RD,RIO RICO,AZ,85648,520-377-0001 (TRAVEL CENTER),520-377-0001 (WENDY'S),520-377-0003,,,,,,,,,
3,Arizona,PILOT TRAVEL CENTER #328,https://www.truckstopsandservices.com/location_details.php?id=16787,Trucker,pilot,33.661422,-114.236411,I-10,17,1201 W MAIN ST,QUARTZSITE,AZ,85359,928-927-7777 (TRAVEL CENTER),928-927-7777 (DAIRY QUEEN),928-927-7000,928-927-7777 (SUBWAY),,,,,,,,
3,Arizona,PILOT TRAVEL CENTER #458,https://www.truckstopsandservices.com/location_details.php?id=16792,Trucker,pilot,32.738152,-111.549371,I-10,208,619 S SUNSHINE BLVD,ELOY,AZ,85231,520-466-7550 (TRAVEL CENTER),520-466-7550 (DAIRY QUEEN),520-466-7575,520-466-7550 (SUBWAY),,,,,,,,
3,Arizona,PILOT TRAVEL CENTER #459,https://www.truckstopsandservices.com/location_details.php?id=16797,Trucker,pilot,33.457029,-112.273593,I-10,133,900 N 99TH AVE,AVONDALE,AZ,85323,623-936-0900 (TRAVEL CENTER),623-478-0990 (WENDY'S),623-936-7376,623-936-1770 (SUBWAY),,,,,,,,
3,Arizona,PILOT TRAVEL CENTER #593,https://www.truckstopsandservices.com/location_details.php?id=38430,Trucker,pilot,32.125681,-110.873714,I-10,268,5570 E TRAVEL PLAZA WAY,TUCSON,AZ,85756,520-663-3348 (TRAVEL CENTER),520-663-3424 (SUBWAY),520-663-3439,520-663-3424 (TACO BELL),,520-663-3424 (CINNABON),,,,,,
3,Arizona,Pilot Travel Centers,https://www.truckstopsandservices.com/location_details.php?id=64153,Trucker,,33.50875,-112.38403,,,15112 W Camelback Rd,Glendale,AZ,85340,480-261-4674,,,,,,,,,,,
3,Arizona,Pilot Travel Centers,https://www.truckstopsandservices.com/location_details.php?id=64909,Trucker,,32.68513,-114.58085,I-8,,,Yuma,AZ,85365,928-857-2036,,,,,,,,,,,
3,Arizona,Pride,https://www.truckstopsandservices.com/location_details.php?id=64166,Trucker,,32.81219901,-111.6716333,I-10,,,Casa Grande,AZ,85131,520-422-6903,,,,,,,,,,,
3,Arizona,PRIDE TRAVEL CENTER,https://www.truckstopsandservices.com/location_details.php?id=55916,Trucker,pilot,34.8639643,-114.1440658,I-40,25,12551 S MOHAVE CENTER BLVD,YUCCA,AZ,86438,928-766-6228 (TRAVEL CENTER),928-766-6228 (SUBWAY),928-766-6331,,,,,,,,,
3,Arizona,PRIDE TRAVEL CENTER,https://www.truckstopsandservices.com/location_details.php?id=23804,Trucker,ind dealer,32.811925,-111.672111,I-10,200,5240 S SUNLAND GIN RD,CASA GRANDE,AZ,85131,520-836-9681 (TRAVEL CENTER),,,,,,,,,,,
3,Arizona,PRIDE TRAVEL STOP,https://www.truckstopsandservices.com/location_details.php?id=3336,Trucker,valero,33.627987,-113.768191,I-10,45,48710 VICKSBURG RD,VICKSBURG,AZ,85348,928-859-3843 (TRAVEL CENTER),,928-859-4432,,,,,,,,,
3,Arizona,QUICK TRIP,https://www.truckstopsandservices.com/location_details.php?id=2668,Trucker,quiktrip,33.461409,-112.167515,I-10,139,1155 N 51ST AVE,PHOENIX,AZ,85043,602-269-1714 (TRAVEL CENTER),602-269-1714 (QT KITCHEN),,,,,,,,,,
3,Arizona,QUIK CHEK 76,https://www.truckstopsandservices.com/location_details.php?id=2677,Trucker,76,33.667315,-114.217489,US 95,,26 W MAIN ST,QUARTZSITE,AZ,85346,928-927-5642 (TRAVEL CENTER),,,,,,,,,,,
3,Arizona,QUIK TRIP #492,https://www.truckstopsandservices.com/location_details.php?id=45057,Trucker,quiktrip,33.429476,-112.592557,I-10,114,1850 S MILLER RD,BUCKEYE,AZ,85326,623-386-8855 (TRAVEL CENTER),623-386-8855 (QT KITCHEN),623-386-5022,,,,,,,,,
3,Arizona,RUNNING MAN FUEL,https://www.truckstopsandservices.com/location_details.php?id=54883,Trucker,ind dealer,34.135539,-114.280876,AZ 95,,1115 MOHAVE RD,PARKER,AZ,85344,928-575-1513 (TRAVEL CENTER),,,,,,,,,,,
3,Arizona,SAN SIMON TRAVEL PLAZA,https://www.truckstopsandservices.com/location_details.php?id=55920,Trucker,76,32.2708643,-109.2443738,I-10,378,2500 W BUSINESS I-10,SAN SIMON,AZ,85632,520-845-2500 (TRAVEL CENTER),520-845-2500 (CHESTER'S FRIED CHICKEN),520-845-2505,,,,,,,,,
3,Arizona,SPEEDMART,https://www.truckstopsandservices.com/location_details.php?id=45058,Trucker,chevron,33.42699,-112.590039,I-10,114,2075 S MILLER RD,BUCKEYE,AZ,85326,623-474-6262 (TRAVEL CENTER),623-474-6262 (MASKADARES MEXICAN),623-474-6868,,,,,,,,,
3,Arizona,SPEEDWAY,https://www.truckstopsandservices.com/location_details.php?id=10282,Trucker,76,32.670244,-114.578517,AZ 80,,3200 E 32ND ST,YUMA,AZ,85365,928-344-0160 (TRAVEL CENTER),,928-726-6625,,,,,,,,,
3,Arizona,SPEEDY'S TRUCK STOP,https://www.truckstopsandservices.com/location_details.php?id=3012,Trucker,ind dealer,35.363036,-109.047641,I-40,359,359 GRANT RD,LUPTON,AZ,86508,928-688-2775 (TRAVEL CENTER),928-688-2775 (SPEEDY'S CAFE),928-688-2231,,,,,,,,,
