Original_Phone,Name,Rating,Review_Count,Address,City,State,Zip_Code,Phone,Categories,Latitude,Longitude,Price,Is_Closed,URL
+19287572799,,,,,,,,,,,,,,
+17026796614,Whiskey Pete's Stateline Stop,2.6,27.0,"115 Primm Blvd, Jean, NV 89019",Jean,NV,89019,(702) 679-6614,Gas Stations,35.610025,-115.392052,N/A,False,https://www.yelp.com/biz/whiskey-petes-stateline-stop-jean-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+17603295562,Pilot Travel Center,3.5,55.0,"6605 N Indian Canyon Dr, Palm Springs, CA 92262",Palm Springs,CA,92262,(760) 329-5562,"Gas Stations, Convenience Stores",33.9030161392068,-116.545979212895,$,False,https://www.yelp.com/biz/pilot-travel-center-palm-springs-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+14356445706,,,,,,,,,,,,,,
+13237732673,Pronto Lube & Tune,1.0,1.0,"5703 Gage Ave, Bell Gardens, CA 90201",Bell Gardens,CA,90201,(323) 773-2673,"Gas Stations, Oil Change Stations, Auto Repair",33.97577,-118.16322,N/A,True,https://www.yelp.com/biz/pronto-lube-and-tune-bell-gardens?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+14357233924,Phillips 66,3.0,4.0,"1096 Medical Dr, Brigham City, UT 84302",Brigham City,UT,84302,(435) 723-3924,Gas Stations,41.4870486263345,-112.028749802688,N/A,False,https://www.yelp.com/biz/phillips-66-brigham-city?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+17754825780,,,,,,,,,,,,,,
+17023468881,Virgin Valley Food Mart,3.4,13.0,"200 Mesa Blvd, Mesquite, NV 89027",Mesquite,NV,89027,(702) 346-8881,"Gas Stations, Convenience Stores",36.8148266171445,-114.064196247481,$,False,https://www.yelp.com/biz/virgin-valley-food-mart-mesquite?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+17603520044,Super Stop Travel Center,3.1,8.0,"550 Wake Ave, El Centro, CA 92243",El Centro,CA,92243,(760) 352-0044,Gas Stations,32.772221,-115.555405,N/A,False,https://www.yelp.com/biz/super-stop-travel-center-el-centro?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+17603520044,Super Taco,1.0,1.0,"550 Wake Ave, El Centro, CA 92243",El Centro,CA,92243,(760) 352-0044,Mexican,32.77177428014846,-115.5554391102506,N/A,False,https://www.yelp.com/biz/super-taco-el-centro?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+13232604606,Speedy Fuel,3.8,4.0,"1492 S Lorena St, Los Angeles, CA 90023",Los Angeles,CA,90023,(323) 260-4606,Gas Stations,34.01668,-118.20856,N/A,False,https://www.yelp.com/biz/speedy-fuel-los-angeles-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+19286792333,Speedy's,2.0,10.0,"Hwy 89 Junction 64, Cameron, AZ 86020",Cameron,AZ,86020,(928) 679-2333,Convenience Stores,35.8475894997727,-111.431511193514,$,False,https://www.yelp.com/biz/speedys-cameron?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+17025589044,Shell Paradise,2.6,20.0,"500 Conestoga Way, Henderson, NV 89002",Henderson,NV,89002,(702) 558-9044,Convenience Stores,35.9939899,-114.93391,$$,False,https://www.yelp.com/biz/shell-paradise-henderson?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+14356652635,Subway,2.8,17.0,"80 E Wendover Blvd, Wendover, UT 84083",Wendover,UT,84083,(435) 665-2635,"Sandwiches, Fast Food",40.73569696973378,-114.04234097454528,$,False,https://www.yelp.com/biz/subway-wendover-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+14356652635,Taco Time,1.7,7.0,"80 E Wendover Blvd, Wendover, UT 84083",Wendover,UT,84083,(435) 665-2635,Mexican,40.7357071632894,-114.042242020369,$,True,https://www.yelp.com/biz/taco-time-wendover?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+19093907800,Burger King,3.6,7.0,"4325 Guasti Rd, Ontario, CA 91761",Ontario,CA,91761,(909) 390-7800,"Burgers, Fast Food",34.0647513,-117.5565999,N/A,False,https://www.yelp.com/biz/burger-king-ontario-12?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+19093907800,Petro,2.9,63.0,"4325 E Guasti Rd, Ontario, CA 91761",Ontario,CA,91761,(909) 390-7800,"Gas Stations, American",34.06444264945074,-117.55599494470438,$$,False,https://www.yelp.com/biz/petro-ontario?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+19093907800,Popeyes Louisiana Kitchen,2.2,32.0,"4325 E Guasti Rd, Ontario, CA 91761",Ontario,CA,91761,(909) 390-7800,"Fast Food, Chicken Wings",34.064670373226576,-117.55657680806917,$,False,https://www.yelp.com/biz/popeyes-louisiana-kitchen-ontario?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+19286836324,Gila Bend Food Mart,4.3,31.0,"623 W Pima St, Gila Bend, AZ 85337",Gila Bend,AZ,85337,(928) 683-6324,"Pizza, Barbeque, Chicken Wings",32.9445978031091,-112.727436661377,$,False,https://www.yelp.com/biz/gila-bend-food-mart-gila-bend?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+15308248767,Love's Travel Stop,2.9,40.0,"2120 South Ave, Corning, CA 96021",Corning,CA,96021,(530) 824-8767,"Gas Stations, Convenience Stores, Commercial Truck Repair",39.9076,-122.19635,$,False,https://www.yelp.com/biz/loves-travel-stop-corning-3?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+15203843561,,,,,,,,,,,,,,
+17752673359,Silver City Rv Park,3.1,42.0,"3165 US Hwy 395, Minden, NV 89423",Minden,NV,89423,(775) 267-3359,RV Parks,39.069476,-119.777446,N/A,False,https://www.yelp.com/biz/silver-city-rv-park-minden?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+17752673359,Silver City RV Resort,1.5,6.0,"3165 US Hwy 395 N, Minden, NV 89423",Minden,NV,89423,(775) 267-3359,Propane,39.06902977237156,-119.77874820331805,N/A,False,https://www.yelp.com/biz/silver-city-rv-resort-minden?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+15594850701,Fifth Wheel Truck Stop,3.6,5.0,"3767 S Golden State Blvd, Fresno, CA 93725",Fresno,CA,93725,(559) 485-0701,Parking,36.6801645783187,-119.73804006627,N/A,False,https://www.yelp.com/biz/fifth-wheel-truck-stop-fresno?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+19288593843,Tomahawk Truck Plaza,3.0,1.0,"48710 Vicksburg Rd, Salome, AZ 85348",Salome,AZ,85348,(928) 859-3843,"Gas Stations, Cafes, Auto Repair",33.628085147664535,-113.76721806675742,N/A,True,https://www.yelp.com/biz/tomahawk-truck-plaza-salome?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+19288593843,Pride Auto/Truck Travel Plaza,2.4,22.0,"48710 Vicksburg Rd, Exit 45, Salome, AZ 85348",Salome,AZ,85348,(928) 859-3843,Gas Stations,33.6296955988949,-113.769178122659,N/A,False,https://www.yelp.com/biz/pride-auto-truck-travel-plaza-salome?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+12095994141,Flying J Travel Center,3.6,33.0,"1501 N Jack Tone Rd, Ripon, CA 95366",Ripon,CA,95366,(209) 599-4141,"Gas Stations, Convenience Stores",37.756331,-121.143464,$$,False,https://www.yelp.com/biz/flying-j-travel-center-ripon?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+18317546382,7-Eleven,2.5,2.0,"1020 Terven, Salinas, CA 93901",Salinas,CA,93901,(831) 754-6382,"Convenience Stores, Gas Stations, Coffee & Tea",36.663433933415,-121.629402637482,$,False,https://www.yelp.com/biz/7-eleven-salinas-7?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+14352577249,Poblanos Quick Mex,2.4,7.0,"2410 West Main, Tremonton, UT 84337",Tremonton,UT,84337,(435) 257-7249,Mexican,41.7115151175376,-112.201984450221,N/A,True,https://www.yelp.com/biz/poblanos-quick-mex-tremonton?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+12096323111,G & S Petroleum,5.0,1.0,"725 N Tully Rd, Turlock, CA 95380",Turlock,CA,95380,(209) 632-3111,,37.49902,-120.87244,N/A,False,https://www.yelp.com/biz/g-and-s-petroleum-turlock?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+14356232400,Flying J Travel Center,2.5,26.0,"1597 S Main St, Nephi, UT 84648",Nephi,UT,84648,(435) 623-2400,"Convenience Stores, Gas Stations",39.685301,-111.837064,$$,False,https://www.yelp.com/biz/flying-j-travel-center-nephi?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+15596654146,Valero,2.4,5.0,"18208 Avenue 24, Chowchilla, CA 93610",Chowchilla,CA,93610,(559) 665-4146,Gas Stations,37.097565,-120.21759,N/A,False,https://www.yelp.com/biz/valero-chowchilla-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+15596654146,Chevron,1.8,4.0,"18208 Avenue 204, Chowchilla, CA 93610",Chowchilla,CA,93610,(559) 665-4146,"Gas Stations, Convenience Stores",37.09800556891124,-120.21794668195726,N/A,False,https://www.yelp.com/biz/chevron-chowchilla?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+16234746262,Chevron,2.3,18.0,"2075 S Miller Rd, Buckeye, AZ 85326",Buckeye,AZ,85326,(623) 474-6262,Gas Stations,33.4280281066895,-112.590858459473,N/A,False,https://www.yelp.com/biz/chevron-buckeye?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+14357436860,Steve's Point S,5.0,18.0,"615 N Main St, Fillmore, UT 84631",Fillmore,UT,84631,(435) 743-6860,"Tires, Auto Repair",38.98223,-112.3242,N/A,False,https://www.yelp.com/biz/steves-point-s-fillmore?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+17759454664,Hawthorne Texaco,2.8,6.0,"1075 Highway 95, Hawthorne, NV 89415",Hawthorne,NV,89415,(775) 945-4664,Gas Stations,38.534752,-118.629264,N/A,False,https://www.yelp.com/biz/hawthorne-texaco-hawthorne?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+17757253341,Great Basin Foods,5.0,4.0,"Alamo, NV 89001",Alamo,NV,89001,(775) 725-3341,Grocery,37.36846,-115.15997,N/A,False,https://www.yelp.com/biz/great-basin-foods-alamo?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+15105691624,S F Oakland Truck Stop,2.9,10.0,"8255 San Leandro St, Oakland, CA 94621",Oakland,CA,94621,(510) 569-1624,"Oil Change Stations, Auto Repair",37.74877,-122.19193,N/A,False,https://www.yelp.com/biz/s-f-oakland-truck-stop-oakland?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+15108951037,,,,,,,,,,,,,,
+19253727806,7-Eleven,3.9,7.0,"3520 Pacheco, Martinez, CA 94553",Martinez,CA,94553,(925) 372-7806,"Convenience Stores, Gas Stations, Coffee & Tea",38.0118691087869,-122.105678468943,$,False,https://www.yelp.com/biz/7-eleven-martinez-4?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+16022331196,,,,,,,,,,,,,,
+15598919191,Subway,2.4,7.0,"13025 S Van Horn Ave, Selma, CA 93662",Selma,CA,93662,(559) 891-9191,"Sandwiches, Fast Food",36.5463220436444,-119.598391249978,$,False,https://www.yelp.com/biz/subway-selma-19?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+18019757188,,,,,,,,,,,,,,
+16022780714,Shell Gasoline/Discount Zone,2.3,4.0,"1042 N 51st Ave, Phoenix, AZ 85043",Phoenix,AZ,85043,(602) 278-0714,Gas Stations,33.460168262595,-112.169563046851,N/A,True,https://www.yelp.com/biz/shell-gasoline-discount-zone-phoenix?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+15302382534,Pollard Flat Usa,4.3,78.0,"24235 Eagles Roost Rd, Lakehead, CA 96051",Lakehead,CA,96051,(530) 238-2534,"American, Breakfast & Brunch",40.99504,-122.41779,$,True,https://www.yelp.com/biz/pollard-flat-usa-lakehead?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+17602542843,,,,,,,,,,,,,,
+17602543348,Ghost Town Mini Mart & Gasoline,2.4,5.0,"35858 Ghost Town Rd, Yermo, CA 92398",Yermo,CA,92398,(760) 254-3348,Gas Stations,34.903881072998,-116.887336730957,N/A,False,https://www.yelp.com/biz/ghost-town-mini-mart-and-gasoline-yermo?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+17602543348,Shell,1.7,34.0,"35858 Ghost Town Rd, Yermo, CA 92398",Yermo,CA,92398,(760) 254-3348,Gas Stations,34.903881072998,-116.887336730957,N/A,False,https://www.yelp.com/biz/shell-yermo?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+17602543348,Yermo Travel Center,1.3,30.0,"35858 Ghost Town Rd, Yermo, CA 92398",Yermo,CA,92398,(760) 254-3348,Shopping Centers,34.9042872762535,-116.888164306946,$,False,https://www.yelp.com/biz/yermo-travel-center-yermo?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+17603579391,USA Gasoline,3.3,3.0,"1791 Maggio Rd, Calexico, CA 92231",Calexico,CA,92231,(760) 357-9391,"Gas Stations, Convenience Stores, Propane",32.6854464848122,-115.380098005438,$$,False,https://www.yelp.com/biz/usa-gasoline-calexico?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+19286359958,Love's Travel Stop,3.7,61.0,"1055 N Grand Canyon Blvd, Williams, AZ 86046",Williams,AZ,86046,(928) 635-9958,"Gas Stations, Convenience Stores",35.26278,-112.19359,$$,False,https://www.yelp.com/biz/loves-travel-stop-williams-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+19286359958,Subway,2.8,26.0,"1055 N Grand Canyon Blvd, I-40, Exit 163, Williams, AZ 86046",Williams,AZ,86046,(928) 635-9958,"Sandwiches, Fast Food",35.2627924837343,-112.194400675668,$,False,https://www.yelp.com/biz/subway-williams-7?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+17756643400,Pilot Travel Center - West Wendover,2.3,21.0,"1200 Wendover Blvd, West Wendover, NV 89883",West Wendover,NV,89883,(775) 664-3400,"Gas Stations, Convenience Stores",40.7390017,-114.06636,N/A,False,https://www.yelp.com/biz/pilot-travel-center-west-wendover-west-wendover-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+17027362568,,,,,,,,,,,,,,
+12098328642,Country Mart Diesel & Gas,1.3,9.0,"34243 S Chrisman Rd, Tracy, CA 95304",Tracy,CA,95304,(209) 832-8642,Convenience Stores,37.64111,-121.39808,$,False,https://www.yelp.com/biz/country-mart-diesel-and-gas-tracy?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+17074627012,,,,,,,,,,,,,,
+18012958437,Slim Olson's Chevron Gas Station,2.1,15.0,"742 W 2600th S, Woods Cross, UT 84010",Woods Cross,UT,84010,(801) 295-8437,"Gas Stations, Convenience Stores",40.86173852853018,-111.899933323566,$$,False,https://www.yelp.com/biz/slim-olsons-chevron-gas-station-woods-cross?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+14356782991,7/11,2.5,2.0,"861 S Main St, Blanding, UT 84511",Blanding,UT,84511,(435) 678-2991,Gas Stations,37.6121901073552,-109.4787420988066,N/A,False,https://www.yelp.com/biz/7-11-blanding?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+15309389600,Pilot Travel Center,3.2,62.0,"395 E Vista Dr, Weed, CA 96094",Weed,CA,96094,(530) 938-9600,Gas Stations,41.399014,-122.376832,N/A,False,https://www.yelp.com/biz/pilot-travel-center-weed?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+14088429316,Casa De Restaurant,3.2,418.0,"10021 Pacheco Pass Hwy, Hollister, CA 95023",Hollister,CA,95023,(408) 842-9316,"Breakfast & Brunch, American",36.99112398217712,-121.38047250882386,$$,False,https://www.yelp.com/biz/casa-de-restaurant-hollister-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+14088429316,Casa De Fruta RV Park,3.1,26.0,"10021 Pacheco Pass Hwy, Hollister, CA 95023",Hollister,CA,95023,(408) 842-9316,RV Parks,36.9929873532375,-121.379276310747,N/A,False,https://www.yelp.com/biz/casa-de-fruta-rv-park-hollister-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+14357229940,Krispy Krunchy Chicken,4.0,1.0,"522 E 200th N, Roosevelt, UT 84066",Roosevelt,UT,84066,(435) 722-9940,"Chicken Shop, Convenience Stores, Fast Food",40.30187,-109.984111,N/A,False,https://www.yelp.com/biz/krispy-krunchy-chicken-roosevelt?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+19516766676,Temecula 76,2.7,21.0,"28903 Rancho California Rd, Temecula, CA 92590",Temecula,CA,92590,(951) 676-6676,Gas Stations,33.4989852905273,-117.153305053711,N/A,False,https://www.yelp.com/biz/temecula-76-temecula?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+19286324521,Cafe Charo Mexican Grill,4.0,5.0,"14925 N Stage Coach Trl, Mayer, AZ 86333",Mayer,AZ,86333,(928) 632-4521,Mexican,34.3274765392137,-112.117898873985,$,True,https://www.yelp.com/biz/cafe-charo-mexican-grill-mayer?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
+19286324521,Pilot,3.2,21.0,"14905 S Stagecoach Trl, Cordes Lakes, AZ 86333",Cordes Lakes,AZ,86333,(928) 632-4521,Gas Stations,34.3275479743262,-112.11800750345,N/A,False,https://www.yelp.com/biz/pilot-cordes-lakes?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg
