Unnamed: 0,filename,record_num,clean_line1,clean_line2,line3,city,zip_code,label,phone,address,parking,gray_parking,identifier,year,panel,major_city,state,chain,p_identifier,identifier2,identifier3
23220,TF2016_260_275-1-ocr.csv,28,D Silver Creek ( 84060 ) Bell's Silver Creek Junction ( Sinclair ),435-649-9243 1-80 Exit 146 ( US 40 ),24 S <U+2610>,Silver Creek,84060,"Bell's Silver Creek Junction,Sinclair,",435-649-9243,I-80 Exit 146 and US 40,S,S,84060_435-649-9243,2016,1,Park City,UT,Sinclair,,84060_435-649-9243,84060_435-649-9243_Sinclair
23221,RVersFriend2006-115-ocr.csv,3,"Roosevelt , 84066 Top Stop Food Store # 66 ( Sinclair )",435-722-9940 US 40 W,S T,Roosevelt,84066,"Top Stop Food Store # 66,Sinclair,",435-722-9940,US 40 W,S,,84066_435-722-9940,2006,1,Roosevelt,UT,Sinclair,,84066_435-722-9940,84066_435-722-9940_Sinclair
23222,RVersFriend2007-105-ocr.csv,4,"Roosevelt , 84066 Top Stop Food Store # 66 ( Sinclair )",435-722-9940 US 40 W,SO,Roosevelt,84066,"Top Stop Food Store # 66,Sinclair,",435-722-9940,US 40 W,S,S,84066_435-722-9940,2007,1,Roosevelt,UT,Sinclair,,84066_435-722-9940,84066_435-722-9940_Sinclair
23223,TF2008_258_271-0-ocr.csv,40,"E Roosevelt , 84066 Top Stop Food Store # 66 ( Sinclair )",435-722-9940 US 40 W,<U+2610> <U+2610> <U+25A1> <U+25A1> <U+2610>,Roosevelt,84066,"Top Stop Food Store # 66,Sinclair,",435-722-9940,US 40 W,,,84066_435-722-9940,2008,1,Roosevelt,UT,Sinclair,,84066_435-722-9940,84066_435-722-9940_Sinclair
23224,TF2014_256_269-2-ocr.csv,43,Roosevelt ( 84066 ) Top Stop # 66 ( Chevron ),435-722-9940 1128 US 40 ( 1 mi W of town ),<U+25A1> S <U+25A1>,Roosevelt,84066,"Top Stop # 66,Chevron,",435-722-9940,1128 US 40 and 1 mi W of town,S,S,84066_435-722-9940,2014,1,Roosevelt,UT,Chevron,,84066_435-722-9940,84066_435-722-9940_Chevron
23225,TF2015_258_273-2-ocr.csv,13,Roosevelt ( 84066 ) Top Stop # 66 ( Chevron ),$ 435-722-9940 1128 US 40 ( 1 mi W of town ),<U+2610> S <U+25A1> <U+25A1> <U+25A1>,Roosevelt,84066,"Top Stop # 66,Chevron,",435-722-9940,1128 US 40 and 1 mi W of town,S,S,84066_435-722-9940,2015,1,Roosevelt,UT,Chevron,,84066_435-722-9940,84066_435-722-9940_Chevron
23226,TF2016_260_275-1-ocr.csv,14,Roosevelt ( 84066 ) Top Stop # 66 ( Chevron ),6 435-722-9940 1128 US 40 ( 1 mi W of town ),<U+2610> SO <U+25A1>,Roosevelt,84066,"Top Stop # 66,Chevron,",435-722-9940,1128 US 40 and 1 mi W of town,S,S,84066_435-722-9940,2016,1,Roosevelt,UT,Chevron,,84066_435-722-9940,84066_435-722-9940_Chevron
23227,RVersFriend2006-115-ocr.csv,31,"D Lake Point , 84074 TravelCenters of America / Salt E )",801-250-8585 1-80 Exit 99 Lake City,TA 24 XL O <U+2610>,Lake Point,84074,"TravelCenters of America / Salt E,",801-250-8585,I-80 Exit 99 Lake City,XL,,84074_801-250-8585,2006,1,Tooele,UT,TravelCenters,,84074_801-250-8585,84074_801-250-8585_TravelCenters
23228,RVersFriend2007-104-ocr.csv,20,"Lake Point , 84074 TravelCenters of America / SLC",801-250-8585 1-80 Exit 99 TA,24 O,Lake Point,84074,TravelCenters of America / SLC,801-250-8585,I-80 Exit 99 TA,XL,XL,84074_801-250-8585,2007,1,Tooele,UT,TravelCenters,,84074_801-250-8585,84074_801-250-8585_TravelCenters
23229,TF2008_258_271-0-ocr.csv,19,"ILake Point , 84074 TA- Salt Lake City ( Tesoro )",3 801-250-8585 1-80 Exit 99 TA,HRS 24 XL 24,Lake Point,84074,"TA- Salt Lake City,Tesoro,",801-250-8585,I-80 Exit 99 TA,XL,,84074_801-250-8585,2008,1,Tooele,UT,Tesoro,,84074_801-250-8585,84074_801-250-8585_Tesoro
23230,TF2014_256_269-2-ocr.csv,23,D Lake Point ( 84074 ) TA Tooele # 060 ( Shell ),801-250-8585 1-80 Exit 99,A 24 <U+2610> XL,Lake Point,84074,"TA Tooele # 060,Shell,",801-250-8585,I-80 Exit 99,XL,XL,84074_801-250-8585,2014,1,Tooele,UT,Shell,,84074_801-250-8585,84074_801-250-8585_Shell
23231,TF2015_258_273-1-ocr.csv,26,D Lake Point ( 84074 ) TA Tooele # 060 ( Shell ),801-250-8585 1-80 Exit 99,ZA 24 <U+2610> XL,Lake Point,84074,"TA Tooele # 060,Shell,",801-250-8585,I-80 Exit 99,XL,XL,84074_801-250-8585,2015,1,Tooele,UT,Shell,,84074_801-250-8585,84074_801-250-8585_Shell
23232,TF2016_260_275-0-ocr.csv,27,D Lake Point ( 84074 ) TA Tooele # 060 ( Shell ) Z,801-250-8585 1-80 Exit 99,Z XL,Lake Point,84074,"TA Tooele # 060,Shell,Z",801-250-8585,I-80 Exit 99,XL,,84074_801-250-8585,2016,1,Tooele,UT,Shell,,84074_801-250-8585,84074_801-250-8585_Shell
23233,RVersFriend2006-115-ocr.csv,32,"Lake Point , 84074 Flying J Travel Plaza # 0500015",801-508-7400 1-80 Exit 99,,Lake Point,84074,Flying J Travel Plaza # 0500015,801-508-7400,I-80 Exit 99,,,84074_801-508-7400,2006,1,Tooele,UT,Flying J,,84074_801-508-7400,84074_801-508-7400_Flying J
23234,RVersFriend2007-104-ocr.csv,21,Flying J Travel Plaza # 0500015,"GLake 3801-508-7400 Point , 84074 1-80 Exit 99 #",24,,84074,15,801-508-7400,"Point , 84074 I-80 Exit 99 #",,,84074_801-508-7400,2007,1,Tooele,UT,,,84074_801-508-7400,84074_801-508-7400_NA
23235,TF2008_258_271-0-ocr.csv,20,"D Lake Point , 84074 Flying J Travel",3 801-508-7400 1-80 Exit 99 Plaza # 0500015 B,24 HRS XL,Lake Point,84074,Flying J Travel,801-508-7400,I-80 Exit 99 Plaza # 0500015 B,XL,,84074_801-508-7400,2008,1,Tooele,UT,Flying J,,84074_801-508-7400,84074_801-508-7400_Flying J
23236,TF2014_256_269-2-ocr.csv,22,D Lake Point ( 84074 ) Flying J Travel Plaza # 742,801-508-7400 1-80 Exit 99,24,Lake Point,84074,Flying J Travel Plaza # 742,801-508-7400,I-80 Exit 99,,,84074_801-508-7400,2014,1,Tooele,UT,Flying J,,84074_801-508-7400,84074_801-508-7400_Flying J
23237,TF2015_258_273-1-ocr.csv,25,D Lake Point ( 84074 ) Flying J Travel Plaza # 742,801-508-7400 1-80 Exit 99 FLYING,FLYING 24 XL 24 5:04,Lake Point,84074,Flying J Travel Plaza # 742,801-508-7400,I-80 Exit 99 FLYING,XL,,84074_801-508-7400,2015,1,Tooele,UT,Flying J,,84074_801-508-7400,84074_801-508-7400_Flying J
23238,TF2016_260_275-0-ocr.csv,26,D Lake Point ( 84074 ) Flying J Travel Plaza # 742 FLYING J,3 801-508-7400 1-80 Exit 99,J 24 X 24,Lake Point,84074,Flying J Travel Plaza # 742 FLYING J,801-508-7400,I-80 Exit 99,,,84074_801-508-7400,2016,1,Tooele,UT,Flying J,,84074_801-508-7400,84074_801-508-7400_Flying J
23239,RVersFriend2006-115-ocr.csv,58,"Vernal , 84078 Top Stop # 40 ( Sinclair )",435-789-8292 1355 US 40 E,S,Vernal,84078,"Top Stop # 40,Sinclair,",435-789-8292,1355 US 40 E,S,,84078_435-789-8292,2006,1,Vernal,UT,Sinclair,,84078_435-789-8292,84078_435-789-8292_Sinclair
23240,RVersFriend2007-105-ocr.csv,22,"D Vernal , 84078 Top Stop # 40 ( Sinclair )",435-789-8292 1355 US 40 E,S <U+2610> -,Vernal,84078,"Top Stop # 40,Sinclair,",435-789-8292,1355 US 40 E,S,,84078_435-789-8292,2007,1,Vernal,UT,Sinclair,,84078_435-789-8292,84078_435-789-8292_Sinclair
23241,TF2008_258_271-1-ocr.csv,4,"D Vernal , 84078 Top Stop # 40 (",435-789-8292 1355 US 40 E Sinclair ),24 HAS S,Vernal,84078,"Top Stop # 40,",435-789-8292,1355 US 40 E Sinclair ),S,,84078_435-789-8292,2008,1,Vernal,UT,,,84078_435-789-8292,84078_435-789-8292_NA
23242,TF2014_256_269-3-ocr.csv,7,D Vernal ( 84078 ) Top Stop # 40 ( Chevron ),6 435-789-8292 1355 US 40 E,24 SO <U+2610> <U+2610><U+2610>,Vernal,84078,"Top Stop # 40,Chevron,",435-789-8292,1355 US 40 E,S,,84078_435-789-8292,2014,1,Vernal,UT,Chevron,,84078_435-789-8292,84078_435-789-8292_Chevron
23243,TF2015_258_273-2-ocr.csv,33,D Vernal ( 84078 ) Top Stop # 40 ( Chevron ),435-789-8292 1355 US 40 E,24 S <U+25A1>,Vernal,84078,"Top Stop # 40,Chevron,",435-789-8292,1355 US 40 E,S,,84078_435-789-8292,2015,1,Vernal,UT,Chevron,,84078_435-789-8292,84078_435-789-8292_Chevron
23244,TF2016_260_275-1-ocr.csv,35,Vernal ( 84078 ) Top Stop # 40 ( Chevron ),435-789-8292 1355 US 40 E,24 OSO D,Vernal,84078,"Top Stop # 40,Chevron,",435-789-8292,1355 US 40 E,S,,84078_435-789-8292,2016,1,Vernal,UT,Chevron,,84078_435-789-8292,84078_435-789-8292_Chevron
23245,RVersFriend2006-115-ocr.csv,65,"Woods Cross , 84087 RB's One Stop ( 66 )",801-295-3241 1-15 Exit 316 ( 500 S ),HRS 24,Woods Cross,84087,"RB's One Stop,66,",801-295-3241,I-15 Exit 316 and 500 S,,,84087_801-295-3241,2006,1,Woods Cross,UT,,,84087_801-295-3241,84087_801-295-3241_NA
23246,RVersFriend2007-105-ocr.csv,29,"Cross , 84087 RB's One Stop ( 66 )",DWoods 3801-295-3241 1-15 Exit 316 ( 500 S ),24 SO,Cross,84087,"RB's One Stop,66,",801-295-3241,I-15 Exit 316 and 500 S,S,,84087_801-295-3241,2007,1,Woods Cross,UT,,,84087_801-295-3241,84087_801-295-3241_NA
23247,TF2008_258_271-1-ocr.csv,12,"Woods Cross , 84087 RB's One Stop ( 66 )",3 801-295-3241 1-15 Exit 316 ( 500 S ),24 S <U+2610>,Woods Cross,84087,"RB's One Stop,66,",801-295-3241,I-15 Exit 316 and 500 S,S,S,84087_801-295-3241,2008,1,Woods Cross,UT,,,84087_801-295-3241,84087_801-295-3241_NA
23248,TF2014_256_269-3-ocr.csv,16,Woods Cross ( 84087 ) RB's One Stop ( 66 ) S ),801-295-3241 1-15 Exit 316 ( 500 S ),24 S,Woods Cross,84087,"RB's One Stop,66,S,",801-295-3241,I-15 Exit 316 and 500 S,S,S,84087_801-295-3241,2014,1,Woods Cross,UT,,,84087_801-295-3241,84087_801-295-3241_NA
23249,TF2015_258_273-2-ocr.csv,41,D Woods Cross ( 84087 ) RB's One Stop ( 66 ),801-295-3241 1-15 Exit 316 ( 500 S ),24 S O,Woods Cross,84087,"RB's One Stop,66,",801-295-3241,I-15 Exit 316 and 500 S,S,S,84087_801-295-3241,2015,1,Woods Cross,UT,,,84087_801-295-3241,84087_801-295-3241_NA
23250,TF2016_260_275-1-ocr.csv,44,Woods Cross ( 84087 ) RB's One Stop ( 66 ),801-295-3241 1-15 Exit 316 ( 500 S ),24 S O,Woods Cross,84087,"RB's One Stop,66,",801-295-3241,I-15 Exit 316 and 500 S,S,,84087_801-295-3241,2016,1,Woods Cross,UT,,,84087_801-295-3241,84087_801-295-3241_NA
23251,RVersFriend2006-115-ocr.csv,50,"ISalt Lake City ( W ) , 84104 Dunn Oil # 2 ( Chevron )",801-975-7188 1-215 Exit 21 ( California Ave E ),24 HRS MO 000,Salt Lake City,84104,"Dunn Oil # 2,Chevron,",801-975-7188,I-215 Exit 21 and California Ave E,M,,84104_801-975-7188,2006,1,Salt Lake City,UT,Chevron,,84104_801-975-7188,84104_801-975-7188_Chevron
23252,RVersFriend2007-105-ocr.csv,14,Salt Lake City ( W ) Dunn Oil # 2 ( Chevron ),801-975-7188 1-215 Exit 21 ( California Ave E ),24 MO,,84104,,801-975-7188,I-215 Exit 21 and California Ave E,M,,84104_801-975-7188,2007,1,Salt Lake City,UT,,,84104_801-975-7188,84104_801-975-7188_NA
23253,TF2008_258_271-0-ocr.csv,51,),"31801-975-7188 Salt Lake City ( W ) , 84104 1-215 Dunn Exit Oil # 21 2 ( Chevron ( California Ave E )",24 Sm,,84104,,801-975-7188,"Salt Lake City and W , 84104 I-215 Dunn Exit Oil # 21 2 and Chevron and California Ave E",S,,84104_801-975-7188,2008,1,Salt Lake City,UT,,,84104_801-975-7188,84104_801-975-7188_NA
23254,TF2014_256_269-2-ocr.csv,52,D Salt Lake City ( West ) ( 84104 ) Dunn Oil # 2 7-11 ( Tesoro ),3 801-975-7188 1-215 Exit 21 ( California Ave E ),24 D,Salt Lake City,84104,"Dunn Oil # 2 7-11,Tesoro,",801-975-7188,I-215 Exit 21 and California Ave E,,,84104_801-975-7188,2014,1,Salt Lake City,UT,Tesoro,,84104_801-975-7188,84104_801-975-7188_Tesoro
23255,TF2015_258_273-2-ocr.csv,22,Salt Lake City ( W ) ( 84104 ) Dunn Oil # 2 7-11 ( Tesoro ),801-975-7188 1-215 Exit 21 ( California Ave E ),24 <U+2610>,Salt Lake City,84104,"Dunn Oil # 2 7-11,Tesoro,",801-975-7188,I-215 Exit 21 and California Ave E,,,84104_801-975-7188,2015,1,Salt Lake City,UT,Tesoro,,84104_801-975-7188,84104_801-975-7188_Tesoro
23256,TF2016_260_275-1-ocr.csv,24,Salt Lake City ( W ) ( 84104 ) Dunn Oil # 2 7-11 ( Chevron ),801-975-7188 1-215 Exit 21 ( California Ave E ),24 <U+25A1>,Salt Lake City,84104,"Dunn Oil # 2 7-11,Chevron,",801-975-7188,I-215 Exit 21 and California Ave E,,,84104_801-975-7188,2016,1,Salt Lake City,UT,Chevron,,84104_801-975-7188,84104_801-975-7188_Chevron
23257,RVersFriend2006-115-ocr.csv,49,"Lake City ( W ) , 84104 Sapp Bros. Truck Stop ( Sinclair )",DSalt 3801-977-3900 1-215 Exit 21 ( California Ave E ),24 HRS K 24,Lake City,84104,"Sapp Bros. Truck Stop,Sinclair,",801-977-3900,I-215 Exit 21 and California Ave E,,,84104_801-977-3900,2006,1,Salt Lake City,UT,Sinclair,,84104_801-977-3900,84104_801-977-3900_Sinclair
23258,RVersFriend2007-105-ocr.csv,13,Salt Lake City ( W ) Sapp Bros. Truck Stop ( Sinclair ),801-977-3900 1-215 Exit 21 ( California Ave E ),XL 444,,84104,,801-977-3900,I-215 Exit 21 and California Ave E,XL,,84104_801-977-3900,2007,1,Salt Lake City,UT,,,84104_801-977-3900,84104_801-977-3900_NA
23259,TF2008_258_271-0-ocr.csv,50,"Salt Lake City ( W ) , 84104 Sapp Bros. Travel Center ( Sinclair ) 24",3 801-977-3900 1-215 Exit 21 ( California Ave E ),24 XL 24,Salt Lake City,84104,"Sapp Bros. Travel Center,Sinclair,24",801-977-3900,I-215 Exit 21 and California Ave E,XL,,84104_801-977-3900,2008,1,Salt Lake City,UT,Sinclair,,84104_801-977-3900,84104_801-977-3900_Sinclair
23260,TF2014_256_269-2-ocr.csv,53,D Salt Lake City ( West ) ( 84104 ) Sapp Bros. - Salt Lake City ( Sinclair ),801-977-3900 1-215 Exit 21 ( California Ave E ),) 24 <U+2610> XL,Salt Lake City,84104,"Sapp Bros. - Salt Lake City,Sinclair,",801-977-3900,I-215 Exit 21 and California Ave E,XL,,84104_801-977-3900,2014,1,Salt Lake City,UT,Sinclair,,84104_801-977-3900,84104_801-977-3900_Sinclair
23261,TF2015_258_273-2-ocr.csv,23,Salt Lake City ( W ) ( 84104 ) Sapp Bros. - Salt Lake City ( Sinclair ),801-977-3900 1-215 Exit 21 ( California Ave E ),24 <U+25A1> XL,Salt Lake City,84104,"Sapp Bros. - Salt Lake City,Sinclair,",801-977-3900,I-215 Exit 21 and California Ave E,XL,XL,84104_801-977-3900,2015,1,Salt Lake City,UT,Sinclair,,84104_801-977-3900,84104_801-977-3900_Sinclair
23262,TF2016_260_275-1-ocr.csv,25,D Salt Lake City ( W ) ( 84104 ) Sapp Bros. - Salt Lake City ( Sinclair ),3 801-977-3900 1-215 Exit 21 ( California Ave E ),24 D XL 24,Salt Lake City,84104,"Sapp Bros. - Salt Lake City,Sinclair,",801-977-3900,I-215 Exit 21 and California Ave E,XL,XL,84104_801-977-3900,2016,1,Salt Lake City,UT,Sinclair,,84104_801-977-3900,84104_801-977-3900_Sinclair
23263,RVersFriend2006-115-ocr.csv,10,"Salt Lake City , 84115 Premium Oil ( Chevron )",801-484-1662 I - 15-80 Exit 305 B ( 2100 S ),<U+2610> <U+25A1> <U+25A1>,Salt Lake City,84115,"Premium Oil,Chevron,",801-484-1662,I-15 and I-80 Exit 305 B and 2100 S,,,84115_801-484-1662,2006,1,Salt Lake City,UT,Chevron,,84115_801-484-1662,84115_801-484-1662_Chevron
23264,RVersFriend2007-105-ocr.csv,11,"City , 84115 Premium Oil ( Chevron )",D 31801-484-1662 Salt Lake 1-15-80 Exit 305 B ( 2100 S ),n D,City,84115,"Premium Oil,Chevron,",801-484-1662,Salt Lake I-15 and I-80 Exit 305 B and 2100 S,,,84115_801-484-1662,2007,1,Salt Lake City,UT,Chevron,,84115_801-484-1662,84115_801-484-1662_Chevron
23265,TF2008_258_271-0-ocr.csv,46,"Salt Lake City , 84115 Premium Oil ( Chevron )",801-484-1662 1-15-80 Exit 305 B ( 2100 S ),<U+2610><U+2610> <U+2610><U+2610> <U+2610>,Salt Lake City,84115,"Premium Oil,Chevron,",801-484-1662,I-15 and I-80 Exit 305 B and 2100 S,,,84115_801-484-1662,2008,1,Salt Lake City,UT,Chevron,,84115_801-484-1662,84115_801-484-1662_Chevron
23266,TF2014_256_269-2-ocr.csv,49,D Salt Lake City ( 84115 ) Premium Oil # 1 ( Chevron ),801-484-1662 1-15-80 Exit 305 B ( 2100 S ),,Salt Lake City,84115,"Premium Oil # 1,Chevron,",801-484-1662,I-15 and I-80 Exit 305 B and 2100 S,,,84115_801-484-1662,2014,1,Salt Lake City,UT,Chevron,,84115_801-484-1662,84115_801-484-1662_Chevron
