state_id,state,name,href,full_url,stop_type,Chain,Latitude,Longitude,Highway,Exit,Street Address,City,State,Postal Code,Phone,Phone 2,Fax,Hours of Operation,# of Parking Spots,# of Reserved Parking Spots,# of Paid Parking Spots,# of Fuel Lanes,# of Showers,# of Truck Service Bays,Phone 3,Mile Marker,Unleaded,Diesel,Bulk Def,Propane,# of Men's Showers,Phone 4,Mailing Address,Phone 5,Road Name,https
1,Alabama,CIRCLE K,location_details.php?id=2714,https://www.truckstopsandservices.com/location_details.php?id=2714,Trucker,shell_,31.277823,-87.206237,I-65,77,25499 AL-41,RANGE,AL,36426,251-248-2948 (TRAVEL CENTER),,,,10,,,3,0,0,,,,,,,,,,,,
1,Alabama,CIRCLE K,location_details.php?id=3038,https://www.truckstopsandservices.com/location_details.php?id=3038,Trucker,circle_k__3774,33.646471,-85.506094,I-20,205,6658 AL-46,HEFLIN,AL,36264,256-463-5747,,256-463-5058,,40,0,0,4,3,2,,,,,,,,,,,,
1,Alabama,CIRCLE K,location_details.php?id=3261,https://www.truckstopsandservices.com/location_details.php?id=3261,Trucker,circle_k__3774,33.60215,-85.833705,I-20,185,1601 AL-21,OXFORD,AL,36203,256-831-1239 (TRAVEL CENTER),256-831-1239 (KRISPY KRUNCHY),256-835-8626,,15,0,0,5,2,0,,,,,,,,,,,,
1,Alabama,CIRCLE K,location_details.php?id=3288,https://www.truckstopsandservices.com/location_details.php?id=3288,Trucker,circle_k__3774,32.802228,-86.58247,I-65,205,2131 7TH ST S,CLANTON,AL,35045,205-755-3283 (TRAVEL CENTER),205-755-3283 (BROASTER'S CHICKEN),205-755-8020,,50,0,0,5,2,0,,,,,,,,,,,,
1,Alabama,CIRCLE K,location_details.php?id=3289,https://www.truckstopsandservices.com/location_details.php?id=3289,Trucker,circle_k__3774,33.334929,-86.781001,I-65,246,630 CAHABA VALLEY RD,PELHAM,AL,35124,205-733-1910 (TRAVEL CENTER),205-733-1910 (KFC),,,25,0,0,5,0,0,,,,,,,,,,,,
1,Alabama,CIRCLE K,location_details.php?id=10099,https://www.truckstopsandservices.com/location_details.php?id=10099,Trucker,ind_dealer_1,33.14712,-87.544707,AL 69,,6718 AL-69,TUSCALOOSA,AL,35405,205-345-3095 (TRAVEL CENTER),,,,7,,,2,0,0,,,,,,,,,,,,
1,Alabama,CIRCLE K,location_details.php?id=10131,https://www.truckstopsandservices.com/location_details.php?id=10131,Trucker,circle_k__3774,34.641098,-86.049449,US 72,,21700 JOHN T REID PKWY,SCOTTSBORO,AL,35768,256-259-3550 (TRAVEL CENTER),256-259-3550 (DAIRY QUEEN),,,26,0,0,3,0,0,,,,,,,,,,,,
1,Alabama,CIRCLE K,location_details.php?id=10145,https://www.truckstopsandservices.com/location_details.php?id=10145,Trucker,shell_,31.469881,-87.345746,US 84,,20 AL-21,MONROEVILLE,AL,36460,251-743-4102,,,,10,0,0,2,0,0,,,,,,,,,,,,
1,Alabama,CIRCLE K,location_details.php?id=10189,https://www.truckstopsandservices.com/location_details.php?id=10189,Trucker,ind_dealer_1,31.253181,-85.392316,US 431,HEADLAND AVE,4196 ROSS CLARK CIRCLE,DOTHAN,AL,36303,334-678-8699 (TRAVEL CENTER),,,,15,0,0,5,0,0,,,,,,,,,,,,
1,Alabama,CIRCLE K,location_details.php?id=18447,https://www.truckstopsandservices.com/location_details.php?id=18447,Trucker,circle_k__3774,33.551175,-86.784877,I-20/59,128,1700 TALLAPOOSA,BIRMINGHAM,AL,35234,205-808-3879 (TRAVEL CENTER),205-808-3879 (SUBWAY),,,30,0,0,9,2,0,,,,,,,,,,,,
1,Alabama,CIRCLE K,location_details.php?id=18450,https://www.truckstopsandservices.com/location_details.php?id=18450,Trucker,ind_dealer_1,34.217738,-86.157697,US 431,,2242 US 431,BOAZ,AL,35957,256-593-1779 (TRAVEL CENTER),,,,2,0,0,3,0,0,,,,,,,,,,,,
1,Alabama,CIRCLE K,location_details.php?id=18454,https://www.truckstopsandservices.com/location_details.php?id=18454,Trucker,ind_dealer_1,34.438288,-85.756064,I-59,218,1707 GLENN BLVD SW,FORT PAYNE,AL,35968,256-997-9925 (TRAVEL CENTER),,,,20,0,0,4,2,0,,,,,,,,,,,,
1,Alabama,CIRCLE K,location_details.php?id=18460,https://www.truckstopsandservices.com/location_details.php?id=18460,Trucker,circle_k__3774,33.337306,-86.780962,I-65,119,715 CAHABA VALLEY RD,PELHAM,AL,35124,205-987-1484 (TRAVEL CENTER),,205-987-4400,,15,0,0,6,3,0,,,,,,,,,,,,
1,Alabama,CIRCLE K,location_details.php?id=18461,https://www.truckstopsandservices.com/location_details.php?id=18461,Trucker,shell_,31.202014,-87.310801,I-65,69,13400 AL-113,BREWTON,AL,36426,251-296-7214 (TRAVEL CENTER),,251-296-7253,,70,,,6,4,5,,,,,,,,,,,,
1,Alabama,CIRCLE K,location_details.php?id=18462,https://www.truckstopsandservices.com/location_details.php?id=18462,Trucker,circle_k__3774,33.282524,-86.361786,US 280,,32344 US 280,CHILDERSBURG,AL,35044,256-378-3876 (TRAVEL CENTER),,,,0,0,0,3,0,0,,,,,,,,,,,,
1,Alabama,CIRCLE K,location_details.php?id=47845,https://www.truckstopsandservices.com/location_details.php?id=47845,Trucker,circle_k__3774,32.423072,-86.411064,AL 6,,1715 S MEMORIAL DR,PRATTVILLE,AL,36067,334-358-0704 (TRAVEL CENTER),,,,0,0,0,3,0,0,,,,,,,,,,,,
1,Alabama,CIRCLE K,location_details.php?id=54101,https://www.truckstopsandservices.com/location_details.php?id=54101,Trucker,circle_k__3774,31.791119,-85.977874,US 231,,101 US 231 S,TROY,AL,36081,334-566-1337 (TRAVEL CENTER),,,,,,,5,,,,,,,,,,,,,,
1,Alabama,CIRCLE K,location_details.php?id=54246,https://www.truckstopsandservices.com/location_details.php?id=54246,Trucker,circle_k__3774,32.49189,-86.406326,I-65,181,1167 AL 14,MILLBROOK,AL,36054,334-285-3020 (TRAVEL CENTER),,,,,,,2,,,,,,,,,,,,,,
1,Alabama,CIRCLE K  #3730,location_details.php?id=54123,https://www.truckstopsandservices.com/location_details.php?id=54123,Trucker,circle_k__3774,33.22752,-87.575862,AL 13,,1701 LURLEEN WALLACE BLVD,NORTHPORT,AL,35476,205-333-3101 (TRAVEL CENTER),,,,0,0,0,4,0,0,,,,,,,,,,,,
1,Alabama,CIRCLE K # 5984,location_details.php?id=44744,https://www.truckstopsandservices.com/location_details.php?id=44744,Trucker,ind_dealer_1,30.818548,-88.259463,AL 217,CR-27,6111 LOTT RD,EIGHT MILE,AL,36613,251-649-4645 (TRAVEL CENTER),,,,25,0,0,3,0,0,,,,,,,,,,,,
1,Alabama,CIRCLE K #1555,location_details.php?id=54115,https://www.truckstopsandservices.com/location_details.php?id=54115,Trucker,shell_,30.57565,-88.172237,I-10,15-A,5550 US 90,THEODORE,AL,36582,251-653-8544 (TRAVEL CENTER),,,,0,0,0,4,0,0,,,,,,,,,,,,
1,Alabama,CIRCLE K #6689,location_details.php?id=54129,https://www.truckstopsandservices.com/location_details.php?id=54129,Trucker,circle_k__3774,33.15322,-85.360924,US 431,,3393 US 431,ROANOKE,AL,36274,334-863-8969 (TRAVEL CENTER),,,,0,0,0,1,0,0,,,,,,,,,,,,
1,Alabama,CIRCLE K #6690,location_details.php?id=542,https://www.truckstopsandservices.com/location_details.php?id=542,Trucker,shell_,32.643643,-85.34934,I-85,62,1200 COLUMBUS PKWY,OPELIKA,AL,36804,334-749-8704 (TRAVEL CENTER),334-749-8704 (CHURCH'S CHICKEN),334-749-8701,,10,0,0,5,0,0,,,,,,,,,,,,
1,Alabama,CIRCLE K #6697,location_details.php?id=54130,https://www.truckstopsandservices.com/location_details.php?id=54130,Trucker,shell_,32.81981,-85.211098,I-85,77,588 FOB JAMES DR,VALLEY,AL,36854,334-756-6768 (TRAVEL CENTER),334-756-6768 (CHURCH'S CHICKEN),,,0,0,0,2,0,0,334-756-6768 (ZAXBY'S),,,,,,,,,,,
1,Alabama,Circle K Truck Stop,location_details.php?id=64135,https://www.truckstopsandservices.com/location_details.php?id=64135,Trucker,,33.54087,-86.82346,I-65,,,Birmingham,AL,35234,205-705-3249,,,,,,,,,,,,,,,,,,,,,
1,Alabama,CITRONELLE BP,location_details.php?id=44635,https://www.truckstopsandservices.com/location_details.php?id=44635,Trucker,bp-,31.080523,-88.238182,US 45,,17950 S 3RD ST,CITRONELLE,AL,36522,251-866-3607 (TRAVEL CENTER),251-866-3607 (MCDONALD'S),,,15,0,0,6,0,0,251-866-3607 (HARDEE'S),,,,,,,,,,,
1,Alabama,COWBOYS,location_details.php?id=54180,https://www.truckstopsandservices.com/location_details.php?id=54180,Trucker,chevron,34.4801,-87.273285,AL 157,,11327 AL 157,MOULTON,AL,35650,256-974-0005 (TRAVEL CENTER),,,,5,0,0,2,0,0,,,,,,,,,,,,
1,Alabama,CREEK TRAVEL PLAZA,location_details.php?id=44596,https://www.truckstopsandservices.com/location_details.php?id=44596,Trucker,shell_,31.087602,-87.538988,I-65,54,4740 JACK SPRINGS RD,ATMORE,AL,36502,251-368-0088 (TRAVEL CENTER),251-368-0088 (THE DINER),251-368-0080,,100,0,0,7,4,0,,,,,,,,,,,,
1,Alabama,CROSSROADS,location_details.php?id=10138,https://www.truckstopsandservices.com/location_details.php?id=10138,Trucker,exxon,32.434969,-87.061397,US 80,,2530 US-80,SELMA,AL,36701,334-874-8763 (TRAVEL CENTER),334-874-8763 (SUBWAY),334-874-8099,,30,0,0,4,0,0,,,,,,,,,,,,
1,Alabama,CROSSROADS PETRO,location_details.php?id=10101,https://www.truckstopsandservices.com/location_details.php?id=10101,Trucker,ind_dealer_1,31.304483,-86.037707,AL 87,AL 134 W,7913 AL 87,ELBA,AL,36323,334-894-0303 (TRAVEL CENTER),334-894-0303 (CROSSROADS DELI),,,15,0,0,4,0,0,,,,,,,,,,,,
1,Alabama,CUSSETA TRAVEL PLAZA,location_details.php?id=431,https://www.truckstopsandservices.com/location_details.php?id=431,Trucker,sunoco,32.745359,-85.27824,I-85,70,5495 CO RD 388,CUSSETA,AL,36852,334-756-3161 (TRAVEL CENTER),334-756-3161 (WING SHACK),334-756-3276,,175,0,0,4,5,2,,,,,,,,,,,,
1,Alabama,CUZZ'S 66 AND DOZIER OIL,location_details.php?id=54189,https://www.truckstopsandservices.com/location_details.php?id=54189,Trucker,66gas,31.93754,-87.737633,US 43,,34155 US 43,THOMASVILLE,AL,36784,334-636-5620 (TRAVEL CENTER),,,,,,,1,,,,,,,,,,,,,,
1,Alabama,DIAMOND GASOLINE #18,location_details.php?id=54207,https://www.truckstopsandservices.com/location_details.php?id=54207,Trucker,chevron,31.02009,-87.658348,I-65,45,21480 CO RD 47,PERDIDO,AL,36562,251-580-3177 (TRAVEL CENTER),,,,,,,2,,,,,,,,,,,,,,
1,Alabama,DIAMOND GASOLINE #20,location_details.php?id=750,https://www.truckstopsandservices.com/location_details.php?id=750,Trucker,shell_,31.418673,-87.009076,I-65,93,16070 US 84,EVERGREEN,AL,36401,251-578-9669 (TRAVEL CENTER),,,,50,0,0,3,0,0,,,,,,,,,,,,
1,Alabama,DIAMOND GASOLINE #21,location_details.php?id=751,https://www.truckstopsandservices.com/location_details.php?id=751,Trucker,chevron,31.081708,-87.529775,I-65,54,4095 JACKS SPRINGS RD,ATMORE,AL,36502,251-446-8065 (TRAVEL CENTER),251-446-8065 (SUBWAY),,,75,0,0,4,0,0,,,,,,,,,,,,
1,Alabama,DIAMOND GASOLINE #23,location_details.php?id=2756,https://www.truckstopsandservices.com/location_details.php?id=2756,Trucker,chevron,31.109184,-87.474899,I-65,57,6202 AL 21,ATMORE,AL,36502,251-368-3913 (TRAVEL CENTER),251-368-3913 (DIAMOND GAS DELI),,,15,0,0,2,0,0,,,,,,,,,,,,
1,Alabama,DIAMOND GASOLINE #4,location_details.php?id=14609,https://www.truckstopsandservices.com/location_details.php?id=14609,Trucker,chevron,31.030085,-87.496842,W HOWARD ST,,303 HOWARD ST,ATMORE,AL,36502,251-368-8771 (TRAVEL CENTER),,251-368-9194,,0,0,0,2,0,0,,,,,,,,,,,,
1,Alabama,DIAMOND GASOLINE #5,location_details.php?id=10112,https://www.truckstopsandservices.com/location_details.php?id=10112,Trucker,chevron,31.136273,-87.06923,US 31,,1713 DOUGLAS AVE,BREWTON,AL,36426,251-867-3696 (TRAVEL CENTER),,,,5,,,2,0,0,,,,,,,,,,,,
1,Alabama,DNJ TRUCK STOP,location_details.php?id=54214,https://www.truckstopsandservices.com/location_details.php?id=54214,Trucker,exxon,32.622204,-88.206362,I-20,17,651 AL-28,LIVINGSTON,AL,35470,205-652-2667 (TRAVEL CENTER),205-652-2667 (TASTE OF INDIA),205-652-2666,,100,0,0,4,8,1,,,,,,,,,,,,
1,Alabama,DODGE CITY SHELL,location_details.php?id=44738,https://www.truckstopsandservices.com/location_details.php?id=44738,Trucker,shell_,34.050462,-86.871639,I-65,299,233 AL 69 S,DODGE CITY,AL,35077,256-287-0548 (TRAVEL CENTER),256-287-0548 (MCDONALD'S),,,312,0,0,7,10,6,,,,,,,,,,,,
1,Alabama,DUNN'S FOOD MART,location_details.php?id=10121,https://www.truckstopsandservices.com/location_details.php?id=10121,Trucker,shell_,31.687735,-87.780716,US 43,,430 S JACKSON ST,GROVE HILL,AL,36451,251-275-2828 (TRAVEL CENTER),,251-275-4504,,25,,,3,0,0,,,,,,,,,,,,
1,Alabama,DURANGO'S BP,location_details.php?id=413,https://www.truckstopsandservices.com/location_details.php?id=413,Trucker,bp-,34.275812,-85.880203,I-59,205,5585 AL 68,COLLINSVILLE,AL,35961,256-524-4040 (TRAVEL CENTER),256-524-4040 (DURANGO'S),256-524-4040,,3,0,0,3,0,0,,,,,,,,,,,,
1,Alabama,DURANGO'S BP,location_details.php?id=10185,https://www.truckstopsandservices.com/location_details.php?id=10185,Trucker,citgo,31.549873,-85.285391,US 431,,2800 US 431 S,ABBEVILLE,AL,36310,334-585-3066 (TRAVEL CENTER),,334-585-3066,,2,0,0,5,0,0,,,,,,,,,,,,
1,Alabama,ELBA TRAVEL CENTER,location_details.php?id=44745,https://www.truckstopsandservices.com/location_details.php?id=44745,Trucker,gulf_oil_1,31.425773,-86.080584,AL 203,N OF US 84,990 AL 203 BYP,ELBA,AL,36323,334-853-0153 (TRAVEL CENTER),,334-853-0151,,10,0,0,3,1,0,,,,,,,,,,,,
1,Alabama,EXPRESS MART,location_details.php?id=18446,https://www.truckstopsandservices.com/location_details.php?id=18446,Trucker,exxon,31.023519,-87.503772,US 31,,901 W NASHVILLE AVE,ATMORE,AL,36502,251-322-5001 (TRAVEL CENTER),,,,2,,,2,0,0,,,,,,,,,,,,
1,Alabama,FACKLER TEXACO TRUCK STOP,location_details.php?id=10127,https://www.truckstopsandservices.com/location_details.php?id=10127,Trucker,texaco-,34.775516,-85.893544,US 72,,13750 CO RD 42,FACKLER,AL,35746,256-437-2663 (TRAVEL CENTER),256-437-2663 (FACKLER DELI),256-437-2634,,35,0,0,4,1,0,,MM 149,,,,,,,,,,
1,Alabama,FAST TRACK,location_details.php?id=47849,https://www.truckstopsandservices.com/location_details.php?id=47849,Trucker,gulf-,31.69549,-87.776837,US 43,US 84,103 GROVE HILL AVE,GROVE HILL,AL,36451,251-275-2000 (TRAVEL CENTER),251-275-2000 (KRISPY KRUNCHY CHICKEN),,,12,0,0,4,0,0,251-275-2000 (HUNT BROTHERS PIZZA),,,,,,,,,,,
1,Alabama,FINNWAY EXPRESS #506,location_details.php?id=10166,https://www.truckstopsandservices.com/location_details.php?id=10166,Trucker,marathon,31.375618,-85.568963,US 231,,8363 S US-231,OZARK,AL,36360,334-299-3023 (TRAVEL CENTER),334-299-3023 (HUNT BROTHERS PIZZA),,,15,0,0,3,2,0,,,,,,,,,,,,
1,Alabama,FLYING J TRAVEL CENTER #601,location_details.php?id=1103,https://www.truckstopsandservices.com/location_details.php?id=1103,Trucker,flying-j-,33.322155,-87.045677,I-20/59,104,6098 MACASHAN DR,MCCALLA,AL,35111,205-477-9181 (TRAVEL CENTER),205-477-9181 (SUBWAY),205-477-6870,,150,12,12,12,15,0,,,2.759,3.399,4.259,,,,,,,
1,Alabama,FLYING J TRAVEL CENTER #602,location_details.php?id=1104,https://www.truckstopsandservices.com/location_details.php?id=1104,Trucker,flying-j-,33.561611,-86.831558,I-65,264,224 DANIEL PAYNE DR,BIRMINGHAM,AL,35207,205-323-2177 (TRAVEL CENTER),205-323-2177 (DENNY'S),205-323-7885,,157,23,23,12,15,0,205-323-2177 (CINNABON),,2.759,3.399,4.259,3.799,,,,,,
1,Alabama,FLYING J TRAVEL CENTER #603,location_details.php?id=16737,https://www.truckstopsandservices.com/location_details.php?id=16737,Trucker,flying-j-,31.192085,-85.400867,US 231,ROSS CLARK CIRCLE,2190 ROSS CLARK CIRCLE,DOTHAN,AL,36301,334-792-5152 (TRAVEL CENTER),334-792-5152 (DENNY'S),334-792-5293,,158,10,10,8,9,0,,,2.759,3.799,4.259,,,,,,,
1,Alabama,FLYING J TRAVEL CENTER #604,location_details.php?id=16742,https://www.truckstopsandservices.com/location_details.php?id=16742,Trucker,flying-j-,32.195156,-86.420505,I-65,158,900 TYSON RD,HOPE HULL,AL,36043,334-613-0212 (TRAVEL CENTER),334-613-0212 (DENNY'S),334-613-0849,,145,10,10,7,10,0,,,2.599,3.399,4.259,3.699,,,,,,
1,Alabama,FOWLER OIL,location_details.php?id=10117,https://www.truckstopsandservices.com/location_details.php?id=10117,Trucker,ind_dealer_1,33.703014,-87.826892,US 43,,1343 TEMPLE AVE N,FAYETTE,AL,35555,205-932-5217 (TRAVEL CENTER),205-932-5217 (MCDONALD'S),205-932-3309,,2,0,0,2,0,0,205-932-5217 (JACK'S),,,,,,,,,,,
1,Alabama,FREEDOM FUEL TRUCK STOP,location_details.php?id=10173,https://www.truckstopsandservices.com/location_details.php?id=10173,Trucker,ind_dealer_1,32.842528,-85.774944,US 280,,17223 US 280,DADEVILLE,AL,36853,256-825-7998 (TRAVEL CENTER),,,,30,0,0,2,0,0,,,,,,,,,,,,
1,Alabama,FREESTATE CHEVRON,location_details.php?id=44743,https://www.truckstopsandservices.com/location_details.php?id=44743,Trucker,chevron,34.160736,-87.415584,US 278,AL 74,14908 US 278,DOUBLE SPRINGS,AL,35553,205-489-5440 (TRAVEL CENTER),205-489-5440 (FREESTATE CHEVRON DELI),,,10,0,0,4,0,0,,,,,,,,,,,,
1,Alabama,FUEL EXPRESS,location_details.php?id=10128,https://www.truckstopsandservices.com/location_details.php?id=10128,Trucker,citgo,34.772029,-86.517218,US 72,,2064 US 72 E,HUNTSVILLE,AL,35811,256-851-1239 (TRAVEL CENTER),256-851-1239 (NAKED TACO),,,15,0,0,3,2,0,,,,,,,,,,,,
1,Alabama,GITTY UP-N-GO #2,location_details.php?id=54357,https://www.truckstopsandservices.com/location_details.php?id=54357,Trucker,marathon,31.34743,-86.527056,US 84,,11641 US 84 W,ANDALUSIA,AL,36241,334-222-9669 (TRAVEL CENTER),,,,,,,4,,,,,,,,,,,,,,
1,Alabama,GITTY UP-N-GO #4,location_details.php?id=47714,https://www.truckstopsandservices.com/location_details.php?id=47714,Trucker,marathon,31.003434,-86.327298,AL 55,,1078 3RD ST,FLORALA,AL,36442,334-858-5095 (TRAVEL CENTER),,,,3,,,2,0,0,,,,,,,,,,,,
1,Alabama,GOCO'S #1,location_details.php?id=10082,https://www.truckstopsandservices.com/location_details.php?id=10082,Trucker,exxon,32.082068,-88.222825,AL 17,1/2 MILE S OF AL 10,800 S MULBERRY AVE,BUTLER,AL,36904,205-459-5775 (TRAVEL CENTER),,,,20,0,0,5,0,0,,,,,,,,,,,,
1,Alabama,GOCO'S #203,location_details.php?id=54362,https://www.truckstopsandservices.com/location_details.php?id=54362,Trucker,exxon,31.77785,-88.328804,US 84,AL 17,6165 AL 17,SILAS,AL,36919,251-542-9646 (TRAVEL CENTER),251-542-9646 (HOT STUFF PIZZA),,,15,0,0,2,0,0,,,,,,,,,,,,
1,Alabama,GOCO'S #6,location_details.php?id=10151,https://www.truckstopsandservices.com/location_details.php?id=10151,Trucker,exxon,31.756173,-88.086109,US 84,AL 69 S,1003 US 84,COFFEEVILLE,AL,36524,251-276-0185 (TRAVEL CENTER),,,,5,0,0,2,0,0,,,,,,,,,,,,
1,Alabama,GOOD HOPE EXXON,location_details.php?id=1252,https://www.truckstopsandservices.com/location_details.php?id=1252,Trucker,exxon,34.115189,-86.864384,I-65,304,1734 CO RD 437,CULLMAN,AL,35055,256-734-1860 (TRAVEL CENTER),256-734-1860 (HUNT BROTHERS PIZZA),,,1,0,0,4,0,0,,,,,,,,,,,,
1,Alabama,GOOD TO GO (MARATHON),location_details.php?id=10091,https://www.truckstopsandservices.com/location_details.php?id=10091,Trucker,marathon,31.292341,-85.865351,AL 27,BOLL WEEVIL CIRCKLE,5000 BOLL WEEVIL CIRCLE,ENTERPRISE,AL,36330,334-308-9768 (TRAVEL CENTER),334-308-9768 (GOOD TO GO),334-308-2869,,17,0,0,2,0,0,,,,,,,,,,,,
1,Alabama,GOOSEPOND FOOD MART,location_details.php?id=10110,https://www.truckstopsandservices.com/location_details.php?id=10110,Trucker,bp-,34.610568,-86.068522,AL 279,,4715 S BROAD ST,SCOTTSBORO,AL,35769,256-574-6866 (TRAVEL CENTER),,,,15,,,2,0,0,,,,,,,,,,,,
1,Alabama,GRUB MART #13,location_details.php?id=10181,https://www.truckstopsandservices.com/location_details.php?id=10181,Trucker,ind_dealer_1,34.159934,-85.710082,US 411,,1700 W MAIN ST,CENTRE,AL,35960,256-927-7700 (TRAVEL CENTER),,,,15,0,0,4,0,0,,,,,,,,,,,,
1,Alabama,H&K,location_details.php?id=54375,https://www.truckstopsandservices.com/location_details.php?id=54375,Trucker,ind_dealer_1,32.55499,-86.214285,AL 14,,1358 HOLTVILLE RD,WETUMPKA,AL,36092,334-567-5673 (TRAVEL CENTER),334-567-5673 (HUNT BROTHERS PIZZA),,,5,0,0,3,0,0,,,,,,,,,,,,
