state_id,state,name,href,full_url,stop_type,Chain,Latitude,Longitude,Highway,Street Address,City,State,Postal Code,Phone,# of Parking Spots,# of Reserved Parking Spots,# of Paid Parking Spots,# of Fuel Lanes,# of Showers,# of Truck Service Bays,Exit,Fax,Phone 2,Road Name,Phone 3,# of Men's Showers,Unleaded,Diesel,Bulk Def,Propane,http,Mailing Address,https,Phone 4,Mile Marker,Hours of Operation,htp,Phone 5
49,,KWIK TRIP #499,location_details.php?id=54577,http://www.rvandtravelers.com/location_details.php?id=54577,RVer,kwik-trip,,,I-43,15700 W SMALL RD,NEW BERLIN,WI,53151,262-641-7452 (TRAVEL CENTER),,,,3,,,57,,,,,,,,,,,,,,,,,
49,,KWIK TRIP #557,location_details.php?id=54578,http://www.rvandtravelers.com/location_details.php?id=54578,RVer,kwik-trip,,,CO HWY V,4848 CO HWY V,DEFOREST,WI,53532,608-842-3446 (TRAVEL CENTER),20,0,0,3,0,0,,,,,,,,,,,,,,,,,,
49,,KWIK TRIP #583,location_details.php?id=54579,http://www.rvandtravelers.com/location_details.php?id=54579,RVer,kwik-trip,,,I-94,532 W MUNROE AVE,WISCONSIN DELLS,WI,53965,608-253-5086 (TRAVEL CENTER),20,0,0,4,0,0,89,,,,,,,,,,,,,,,,,
49,,KWIK TRIP #586,location_details.php?id=54580,http://www.rvandtravelers.com/location_details.php?id=54580,RVer,kwik-trip,,,N 124TH ST,12501 W ARDEN PLACE,BUTLER,WI,53007,262-781-0349 (TRAVEL CENTER),0,0,0,6,0,0,,,,,,,,,,,,,,,,,,
49,,KWIK TRIP #587,location_details.php?id=54581,http://www.rvandtravelers.com/location_details.php?id=54581,RVer,kwik-trip,,,US 141,5908 DUAME RD,LENA,WI,54139,920-834-2024 (TRAVEL CENTER),12,0,0,3,0,0,WI 22,920-834-2289,,,,,,,,,,,,,,,,
49,,KWIK TRIP #588,location_details.php?id=54582,http://www.rvandtravelers.com/location_details.php?id=54582,RVer,kwik-trip,,,US 51,11085 HWY 70 E,ARBOR VITAE,WI,54568,715-358-3428 (TRAVEL CENTER),5,0,0,2,0,0,WI 70,,,,,,,,,,,,,,,,,
49,,KWIK TRIP #593,location_details.php?id=54583,http://www.rvandtravelers.com/location_details.php?id=54583,RVer,kwik-trip,,,I-94,319 OAK AVE W,MENOMONIE,WI,54751,715-235-1635 (TRAVEL CENTER),10,0,0,3,0,0,41,,,,,,,,,,,,,,,,,
49,,KWIK TRIP #653,location_details.php?id=54588,http://www.rvandtravelers.com/location_details.php?id=54588,RVer,kwik-trip,,,US 51,1324 E WISCONSIN ST,PORTAGE,WI,53901,608-742-5226 (TRAVEL CENTER),0,0,0,2,0,0,,,,,,,,,,,,,,,,,,
49,,KWIK TRIP #674,location_details.php?id=38440,http://www.rvandtravelers.com/location_details.php?id=38440,RVer,kwik-trip,,,I-94,6107 3M DR,MENOMONIE,WI,54751,715-235-8755 (TRAVEL CENTER),50,,,13,7,0,45,715-235-8912,,,,,,,,,,,,,,,,
49,,KWIK TRIP #679,location_details.php?id=54591,http://www.rvandtravelers.com/location_details.php?id=54591,RVer,kwik-trip,,,I-43,4220 CO RD J,SHEBOYGAN,WI,53083,920-803-2078 (TRAVEL CENTER),2,0,0,2,0,0,128,,,,,,,,,,,,,,,,,
49,,KWIK TRIP #683,location_details.php?id=54592,http://www.rvandtravelers.com/location_details.php?id=54592,RVer,kwik-trip,,,I-39,2970 NEW PINEY RD,PORTAGE,WI,53901,608-742-6676 (TRAVEL CENTER),0,0,0,4,0,0,92,,,,,,,,,,,,,,,,,
49,,KWIK TRIP #691,location_details.php?id=54593,http://www.rvandtravelers.com/location_details.php?id=54593,RVer,kwik-trip,,,I-39,1600 MARIA DR,STEVENS POINT,WI,54481,715-342-1114 (TRAVEL CENTER),3,0,0,2,0,0,161,,,,,,,,,,,,,,,,,
49,,KWIK TRIP #740,location_details.php?id=54594,http://www.rvandtravelers.com/location_details.php?id=54594,RVer,kwik-trip,,,WI 15,261 E MAIN ST,HORTONVILLE,WI,54944,920-779-6151 (TRAVEL CENTER),3,0,0,4,0,0,,,,,,,,,,,,,,,,,,
49,,KWIK TRIP #743,location_details.php?id=54595,http://www.rvandtravelers.com/location_details.php?id=54595,RVer,kwik-trip,,,US 10,W 1870 HWY 10,MENASHA,WI,54952,920-830-0464 (TRAVEL CENTER),10,0,0,4,0,0,,920-830-0464,,,,,,,,,,,,,,,,
49,,KWIK TRIP #750,location_details.php?id=54596,http://www.rvandtravelers.com/location_details.php?id=54596,RVer,kwik-trip,,,WI 35,4828 MORMON COULEE RD,LA CROSSE,WI,54601,608-787-8803 (TRAVEL CENTER),0,0,0,2,0,0,,,,,,,,,,,,,,,,,,
49,,KWIK TRIP #757,location_details.php?id=54597,http://www.rvandtravelers.com/location_details.php?id=54597,RVer,kwik-trip,,,US 14,1301 N MAIN ST,VIROQUA,WI,54665,608-637-3447 (TRAVEL CENTER),0,0,0,3,0,0,,608-637-8332,,,,,,,,,,,,,,,,
49,,KWIK TRIP #774,location_details.php?id=54598,http://www.rvandtravelers.com/location_details.php?id=54598,RVer,kwik-trip,,,WI 13,237 N MAIN ST,ADAMS,WI,53910,608-339-6991 (TRAVEL CENTER),0,0,0,2,0,0,,,,,,,,,,,,,,,,,,
49,,KWIK TRIP #775,location_details.php?id=38444,http://www.rvandtravelers.com/location_details.php?id=38444,RVer,kwik-trip,,,I-90/94,611 GATEWAY AVE,MAUSTON,WI,53948,608-847-2333 (TRAVEL CENTER),50,,,6,4,0,69,608-847-2340,608-847-1688 (DENNY'S),,,,,,,,,,,,,,,
49,,KWIK TRIP #777,location_details.php?id=54599,http://www.rvandtravelers.com/location_details.php?id=54599,RVer,kwik-trip,,,WI 91,270 BROADWAY ST,BERLIN,WI,54923,920-361-4957 (TRAVEL CENTER),0,0,0,2,0,0,,,,,,,,,,,,,,,,,,
49,,KWIK TRIP #781,location_details.php?id=12015,http://www.rvandtravelers.com/location_details.php?id=12015,RVer,kwik-trip,,,WI 21,549 W BANNERMAN AVE,REDGRANITE,WI,54970,920-566-2276 (TRAVEL CENTER),4,,,3,0,0,,,,,,,,,,,,,,,,,,
49,,KWIK TRIP #787,location_details.php?id=54600,http://www.rvandtravelers.com/location_details.php?id=54600,RVer,kwik-trip,,,CO RD JJ,3207 SCHOFIELD AVE,SCHOFIELD,WI,54476,715-355-1188 (TRAVEL CENTER),0,0,0,2,0,0,,,,,,,,,,,,,,,,,,
49,,KWIK TRIP #792,location_details.php?id=54601,http://www.rvandtravelers.com/location_details.php?id=54601,RVer,kwik-trip,,,US 45,1500 MILL ST,NEW LONDON,WI,54961,920-982-7530 (TRAVEL CENTER),,,,2,,,,,,MILL ST,,,,,,,,,,,,,,
49,,KWIK TRIP #796,location_details.php?id=38449,http://www.rvandtravelers.com/location_details.php?id=38449,RVer,kwik-trip,,,I-90,310 E MCCOY BLVD,TOMAH,WI,54660,608-372-5776 (TRAVEL CENTER),50,0,0,10,8,0,143,608-372-5065,,,,,,,,,,,,,,,,
49,,KWIK TRIP #807,location_details.php?id=54602,http://www.rvandtravelers.com/location_details.php?id=54602,RVer,kwik-trip,,,US 10,108 W RYAN ST,BRILLION,WI,54110,920-756-3336 (TRAVEL CENTER),0,0,0,2,0,0,,,,,,,,,,,,,,,,,,
49,,KWIK TRIP #838,location_details.php?id=12020,http://www.rvandtravelers.com/location_details.php?id=12020,RVer,kwik-trip,,,WI 23,1825 E MAIN ST,REEDSBURG,WI,53959,608-524-3112 (TRAVEL CENTER),10,,,2,0,0,,,,,,,,,,,,,,,,,,
49,,KWIK TRIP #847,location_details.php?id=54605,http://www.rvandtravelers.com/location_details.php?id=54605,RVer,kwik-trip,,,WI 33,321 BRIDGE RD,UNION CENTER,WI,53962,608-462-5367 (TRAVEL CENTER),2,0,0,2,0,0,,608-462-2207,,,,,,,,,,,,,,,,
49,,KWIK TRIP #855,location_details.php?id=54607,http://www.rvandtravelers.com/location_details.php?id=54607,RVer,kwik-trip,,,US 12,1330 SOUTH BLVD,BARABOO,WI,53913,608-356-2108 (TRAVEL CENTER),2,0,0,2,0,0,,,,,,,,,,,,,,,,,,
49,,KWIK TRIP #860,location_details.php?id=54608,http://www.rvandtravelers.com/location_details.php?id=54608,RVer,kwik-trip,,,WI 17,235 EISENHOWER PKWY,RHINELANDER,WI,54501,715-362-9103 (TRAVEL CENTER),,,,3,0,,,,,,,,,,,,,,,,,,,
49,,KWIK TRIP #863,location_details.php?id=54609,http://www.rvandtravelers.com/location_details.php?id=54609,RVer,kwik-trip,,,I-39,5311 OLD HWY 18,STEVENS POINT,WI,54482,715-344-6623 (TRAVEL CENTER),0,0,0,2,0,0,158-A,,,,,,,,,,,,,,,,,
49,,KWIK TRIP #872,location_details.php?id=54610,http://www.rvandtravelers.com/location_details.php?id=54610,RVer,kwik-trip,,,WI 26,102 COLLINS RD,JEFFERSON,WI,53549,920-674-3097 (TRAVEL CENTER),4,0,0,2,0,0,,,,,,,,,,,,,,,,,,
49,,KWIK TRIP #884,location_details.php?id=54613,http://www.rvandtravelers.com/location_details.php?id=54613,RVer,kwik-trip,,,US 45,12 W MADISON ST,CLINTONVILLE,WI,54949,715-823-4545 (TRAVEL CENTER),0,0,0,2,0,0,,,,,,,,,,,,,,,,,,
49,,KWIK TRIP #887,location_details.php?id=54614,http://www.rvandtravelers.com/location_details.php?id=54614,RVer,kwik-trip,,,WI 15,4735 W CONVERTERS DR,APPLETON,WI,54913,920-830-3189 (TRAVEL CENTER),0,0,0,2,0,0,,,,,,,,,,,,,,,,,,
49,,KWIK TRIP #921,location_details.php?id=54616,http://www.rvandtravelers.com/location_details.php?id=54616,RVer,kwik-trip,,,WI 13,1610 WI 13,FRIENDSHIP,WI,53934,608-339-2726 (TRAVEL CENTER),5,0,0,3,0,0,WI 21,,,,,,,,,,,,,,,,,
49,,LAFAYETTE FUEL PLAZA,location_details.php?id=48415,http://www.rvandtravelers.com/location_details.php?id=48415,RVer,bp-,,,I-43,W 4502 WI-11,ELKHORN,WI,53121,262-723-1897 (TRAVEL CENTER),40,,,5,2,3,29,,,,,,,,,,,,,,,,,
49,,LAKE MILLS TRAVEL PLAZA,location_details.php?id=1674,http://www.rvandtravelers.com/location_details.php?id=1674,RVer,mobil_oil__type,,,I-94,N6947 WI-89,LAKE MILLS,WI,53551,920-648-3408 (TRAVEL CENTER),50,,,4,2,0,259,,,,,,,,,,,,,,,,,
49,,LAONA SHELL,location_details.php?id=54626,http://www.rvandtravelers.com/location_details.php?id=54626,RVer,shell_,,,US 8,4906 US HWY 8,LAONA,WI,54541,715-674-4405 (TRAVEL CENTER),0,0,0,4,0,0,WI 32,715-674-3109,,,,,,,,,,,,,,,,
49,,LEE'S MINI MART,location_details.php?id=54633,http://www.rvandtravelers.com/location_details.php?id=54633,RVer,citgo,,,WI 117,218 S CECIL ST,BONDUEL,WI,54107,715-758-2160 (TRAVEL CENTER),3,0,0,1,0,0,,,715-758-2160 (SUBWAY),,,,,,,,,,,,,,,
49,,LLOYD'S TRAVEL PLAZA,location_details.php?id=19195,http://www.rvandtravelers.com/location_details.php?id=19195,RVer,bp-,,,I-90,83 BUOL RD,WEST SALEM,WI,54669,608-786-2888 (TRAVEL CENTER),8,0,0,5,2,0,12,608-786-2988,608-786-3036 (SUBWAY),,608-580-5874 (PAPPI'S TAQUERIA),1,,,,,,,,,,,,
49,,LOMIRA SHELL,location_details.php?id=11958,http://www.rvandtravelers.com/location_details.php?id=11958,RVer,shell_,,,US 41,400 EAST AVE,LOMIRA,WI,53048,920-269-7799 (TRAVEL CENTER),10,,,4,0,0,,920-269-7865,920-269-7899 (SUBWAY),,,,,,,,,,,,,,,
49,,LONE STOP SHELL,location_details.php?id=11932,http://www.rvandtravelers.com/location_details.php?id=11932,RVer,shell_,,,US 14,33659 US 14,LONE ROCK,WI,53556,608-583-3835 (TRAVEL CENTER),10,,,2,0,0,,,,,,,,,,,,,,,,,,
49,,LOVE'S TRAVEL STOP #345,location_details.php?id=37343,http://www.rvandtravelers.com/location_details.php?id=37343,RVer,loves-travel-stops-country-stores_416x416,,,I-90/94,220 OAKWOOD ST,OAKDALE,WI,54649,608-372-3820 (TRAVEL CENTER),80,,,8,7,4,48,608-372-3829,608-372-3820 (HARDEE'S),,,,3.049,3.289,3.949,3.999,,,,,,,,
49,,LOVE'S TRAVEL STOP #432,location_details.php?id=15283,http://www.rvandtravelers.com/location_details.php?id=15283,RVer,loves-travel-stops-country-stores_416x416,,,I-94,9650 S 20TH ST,OAK CREEK,WI,53154,414-761-0482 (TRAVEL CENTER),200,,,12,10,3,322,414-761-0709,414-761-0482 (DENNY'S),,,,2.879,3.489,3.949,3.999,,,,,,,,
49,,LOVE'S TRAVEL STOP #587,location_details.php?id=47763,http://www.rvandtravelers.com/location_details.php?id=47763,RVer,loves-travel-stops-country-stores_416x416,,,US 41,191 W ROLLING MEADOWS DR,FOND DU LAC,WI,54935,920-907-0145 (TRAVEL CENTER),90,0,0,7,7,3,97,920-907-0220,920-907-0145 (SUBWAY),,,,3.399,3.649,4.089,3.999,,,,,,,,
49,,LOVE'S TRAVEL STOP #622,location_details.php?id=47749,http://www.rvandtravelers.com/location_details.php?id=47749,RVer,loves-travel-stops-country-stores_416x416,,,I-94,5930 BADGER DR,MENOMONIE,WI,54751,715-231-2163 (TRAVEL CENTER),84,0,0,7,7,3,45,715-231-2167,715-231-2163 (HARDEE'S),,,,2.899,3.589,3.949,3.999,,,,,,,,
49,,LOVE'S TRAVEL STOP #637,location_details.php?id=47796,http://www.rvandtravelers.com/location_details.php?id=47796,RVer,loves-travel-stops-country-stores_416x416,,,I-90,W9493 HWY CS,POYNETTE,WI,53955,608-635-2944 (TRAVEL CENTER),73,0,0,8,7,3,115,608-635-4523,608-635-2944 (HARDEE'S),,,,2.999,3.349,3.949,3.999,,,,,,,,
49,,LOVE'S TRAVEL STOP #640,location_details.php?id=47797,http://www.rvandtravelers.com/location_details.php?id=47797,RVer,loves-travel-stops-country-stores_416x416,,,I-43,6710 S BUSINESS DR,SHEBOYGAN,WI,53081,920-458-1697 (TRAVEL CENTER),53,0,0,6,7,3,120,920-458-1751,920-458-1697 (HARDEE'S),,920-458-1697 (SUBWAY),,2.999,3.389,3.789,9.999,,,,,,,,
49,,LOVE'S TRAVEL STOP #752,location_details.php?id=51558,http://www.rvandtravelers.com/location_details.php?id=51558,RVer,loves-travel-stops-country-stores_416x416,,,I-43,100 E COMMERCE CT,ELKHORN,WI,53121,262-723-8888 (TRAVEL CENTER),102,0,0,7,7,3,25,262-723-8886,262-723-8888 (HARDEE'S),,,,,,,,/www.loves.com,,,,,,,
49,,LYNDON STATION BP,location_details.php?id=1935,http://www.rvandtravelers.com/location_details.php?id=1935,RVer,bp-,,,I-90/94,470 CO RD N,LYNDON STATION,WI,53944,608-666-3771 (TRAVEL CENTER),20,0,0,5,2,0,79,,608-666-2021 (SUBWAY),,,,,,,,,,,,,,,
49,,MAIN STREET STATION,location_details.php?id=54659,http://www.rvandtravelers.com/location_details.php?id=54659,RVer,mobil_oil__type,,,WI 26,1411 S MAIN ST,JEFFERSON,WI,53549,920-674-6767 (TRAVEL CENTER),0,0,0,3,0,0,,920-674-3888,,,,,,,,,,,,,,,,
49,,MANITOWOC SHELL,location_details.php?id=47771,http://www.rvandtravelers.com/location_details.php?id=47771,RVer,shell_,,,I-43,1701 S 41ST ST,MANITOWOC,WI,54220,920-684-4743 (TRAVEL CENTER),2,0,0,2,1,0,149,,,,,,,,,,,,,,,,,
49,,MAPLEWOOD SHELL,location_details.php?id=12031,http://www.rvandtravelers.com/location_details.php?id=12031,RVer,shell_,,,WI 29,4720 MILLTOWN RD,GREEN BAY,WI,54313,920-865-4333 (TRAVEL CENTER),5,0,0,2,0,0,,920-865-4263,920-865-4350 (ARBY'S),,,,,,,,,,,,,,,
49,,MARATHON TRAVEL PLAZA,location_details.php?id=1175,http://www.rvandtravelers.com/location_details.php?id=1175,RVer,marathon,,,I-43,184 HILLCREST RD,FRANCIS CREEK,WI,54214,920-684-5121 (TRAVEL CENTER),25,,,5,2,0,157,920-684-5121,,,,,,,,,,P.O. BOX 43,,,,,,
49,,MARIBEL EXPRESS,location_details.php?id=1978,http://www.rvandtravelers.com/location_details.php?id=1978,RVer,bp-,,,I-43,9307 CO RD Z,MARIBEL,WI,54227,920-863-8606 (TRAVEL CENTER),23,,,4,2,0,164,,,,,,,,,,,,,,,,,
49,,MAUSTON INTERSTATE BP TRAVEL PLAZA,location_details.php?id=599,http://www.rvandtravelers.com/location_details.php?id=599,RVer,bp-,,,I-90/94,1005 GATEWAY AVE,MAUSTON,WI,53948,608-847-4384 (TRAVEL CENTER),20,,,6,2,0,69,608-847-2166,608-847-4384 (TACO BELL),,,,,,,,,,,,,,,
49,,MEGA HOLIDAY,location_details.php?id=12055,http://www.rvandtravelers.com/location_details.php?id=12055,RVer,bp-,,,WI 93,1630 E BLASCHKO AVE,ARCADIA,WI,54612,608-323-2206 (TRAVEL CENTER),5,,,2,0,0,,,,,,,,,,,,,,,,,,
49,,MINER TOWNE MART,location_details.php?id=12001,http://www.rvandtravelers.com/location_details.php?id=12001,RVer,citgo,,,WI 11,101 MINER WAY,SHULLSBURG,WI,53586,608-965-8918 (TRAVEL CENTER),10,,,4,0,0,,608-965-8914,608-965-3029 (SUBWAY),,,,,,,,,,,,,,,
49,,MINIT MART,location_details.php?id=11982,http://www.rvandtravelers.com/location_details.php?id=11982,RVer,mobil_oil__type,,,US 53,1030 W HOKAH ST,MINONG,WI,54859,715-466-5899 (TRAVEL CENTER),25,,,2,0,0,,,,,,,,,,,,,,,,,,
49,,MINIT MART #694,location_details.php?id=2661,http://www.rvandtravelers.com/location_details.php?id=2661,RVer,citgo,,,I-43,3715 WASHINGTON AVE,SHEBOYGAN,WI,53081,920-459-6061 (TRAVEL CENTER),7,,,4,0,0,123,,,,,,,,,,,,,,,,,
49,,MOASIS TRUCK STOP,location_details.php?id=11951,http://www.rvandtravelers.com/location_details.php?id=11951,RVer,mobil_oil__type,,,US 41,300 MOASIS DR,LITTLE CHUTE,WI,54140,920-788-7989 (TRAVEL CENTER),45,,,4,2,0,146,,920-788-7989 (MCDONALD'S),,920-788-7989 (SUBWAY),,,,,,,,,,,,,
49,,MULLIGAN'S CONVENIENCE STORE,location_details.php?id=54728,http://www.rvandtravelers.com/location_details.php?id=54728,RVer,bp-,,,I-90,3961 MILTON AVE,JANESVILLE,WI,53546,608-755-5792 (TRAVEL CENTER),0,0,0,3,0,0,171-A,608-755-1224,,,,,,,,,,,,,,,,
49,,MUSCODA MINI MART,location_details.php?id=54729,http://www.rvandtravelers.com/location_details.php?id=54729,RVer,ind_dealer_1,,,WI 80,102 S WISCONSIN AVE,MUSCODA,WI,53573,608-739-3733 (TRAVEL CENTER),0,0,0,1,0,0,,608-739-4374,,,,,,,,,,,,,,,,
49,,NEW HORIZONS,location_details.php?id=54734,http://www.rvandtravelers.com/location_details.php?id=54734,RVer,cenex--300_0,,,US 61,319 HWY 61 N,LANCASTER,WI,53813,608-723-7800 (TRAVEL CENTER),5,0,0,2,0,0,,,,,,,,,,,,,,,,,,
49,,NEW LONDON TRAVEL PLAZA,location_details.php?id=11971,http://www.rvandtravelers.com/location_details.php?id=11971,RVer,bp-,,,US 45,1280 N SHAWANO ST,NEW LONDON,WI,54961,920-982-7232 (TRAVEL CENTER),40,,,3,1,0,,,920-982-7499 (TACO BELL),,,,,,,,,,,,,,,
49,,NORTH POINT PLAZA,location_details.php?id=2138,http://www.rvandtravelers.com/location_details.php?id=2138,RVer,bp-,,,I-94,W9290 CO RD CS,POYNETTE,WI,53955,608-635-7139 (TRAVEL CENTER),20,0,0,5,3,2,115,608-635-4984,,,,,,,,,,,,,,,,
49,,NORTHBOUND TRAIL CONVENIENCE CTR,location_details.php?id=54745,http://www.rvandtravelers.com/location_details.php?id=54745,RVer,bp-,,,US 10,N478 WOOD DUCK DR,FREMONT,WI,54940,920-446-2254 (TRAVEL CENTER),3,0,0,2,0,0,267,,,,,,,,,,,,,,,,,
49,,NORTHSIDER,location_details.php?id=12041,http://www.rvandtravelers.com/location_details.php?id=12041,RVer,ind_dealer_1,,,US 41,5208 N RICHMOND ST,APPLETON,WI,54913,920-380-9712 (TRAVEL CENTER),5,,,2,0,0,142,920-380-9714,,,,,,,,,,,,,,,,
49,,O'BRIEN'S C-STORE,location_details.php?id=54749,http://www.rvandtravelers.com/location_details.php?id=54749,RVer,ind_dealer_1,,,US 2,7755 US HWY 2,IRON RIVER,WI,54847,715-372-4433 (TRAVEL CENTER),4,0,0,4,0,0,,,,,,,,,,,,,,,,,,
49,,OLIN'S JUDA OASIS,location_details.php?id=11998,http://www.rvandtravelers.com/location_details.php?id=11998,RVer,mobil_oil__type,,,WI 11,2616 WI-11,JUDA,WI,53550,608-934-5588 (TRAVEL CENTER),10,,,6,2,0,,608-934-5595,608-934-1200 (LA IGUANA),,,,,,,,,,,,,,,
49,,OMRO TRAVEL CENTER,location_details.php?id=12014,http://www.rvandtravelers.com/location_details.php?id=12014,RVer,bp-,,,WI 21,115 ALDER AVE,OMRO,WI,54963,920-685-5727 (TRAVEL CENTER),7,,,2,0,0,,,,,,,,,,,,,,,,,,
49,,ONEIDA CASINO TRAVEL CENTER,location_details.php?id=12028,http://www.rvandtravelers.com/location_details.php?id=12028,RVer,mobil_oil__type,,,WI 29,5939 OLD WI 29,PULASKI,WI,54162,920-865-7919 (TRAVEL CENTER),45,0,0,4,8,0,,,,,,,,,,,,,,,,,,
49,,OXFORD TRAVEL PLAZA,location_details.php?id=47748,http://www.rvandtravelers.com/location_details.php?id=47748,RVer,citgo,,,I-39,N4190 CROSSROADS CLINIC RD,OXFORD,WI,53952,608-589-5200 (TRAVEL CENTER),20,0,0,5,0,0,106,,,,,,,,,,,,,,,,,
49,,PEOPLES EXPRESS,location_details.php?id=11941,http://www.rvandtravelers.com/location_details.php?id=11941,RVer,ind_dealer_1,,,US 29,1206 E GREEN BAY ST,SHAWANO,WI,54166,715-524-9200 (TRAVEL CENTER),5,,,2,0,0,,715-524-9208,,,,,,,,,,,,,,,,
49,,PETRO STOPPING CENTER #368,location_details.php?id=2272,http://www.rvandtravelers.com/location_details.php?id=2272,RVer,petro,,,I-94,717 S SYLVANIA AVE,RACINE,WI,53177,262-884-7500 (TRAVEL CENTER),185,26,26,7,13,6,333,262-884-0778,,,,,,,,,,,www.ta-petro.com/location/wi/petro-racine,,,,,
49,,PETRO STOPPING CENTER #403,location_details.php?id=2270,http://www.rvandtravelers.com/location_details.php?id=2270,RVer,petro,,,I-39/90/94,N 5800 KINNEY RD,PORTAGE,WI,53901,608-742-6551 (TRAVEL CENTER),300,16,16,12,14,4,108-A,608-742-6534,608-742-9094 (IRON SKILLET),,608-742-6901 (SUBWAY),,,,,,,,www.ta-petro.com/location/wi/petro-portage,608-742-1045 (DAIRY QUEEN),,,,
49,,PILOT TRAVEL CENTER #164,location_details.php?id=18397,http://www.rvandtravelers.com/location_details.php?id=18397,RVer,pilot,,,I-90/94,1101 GATEWAY AVE,MAUSTON,WI,53948,608-847-3321 (TRAVEL CENTER),95,7,7,7,7,0,69,608-847-3316,608-847-5378 (WENDY'S),,,,2.999,3.329,3.959,,,,pilotflyingj.com/stores/164/,,,,,
