state_id,state,name,href,full_url,stop_type,Chain,Latitude,Longitude,Highway,Street Address,City,State,Postal Code,Phone,# of Parking Spots,# of Fuel Lanes,# of Showers,# of Truck Service Bays,# of Reserved Parking Spots,# of Paid Parking Spots,Exit,Phone 2,Fax,https,Phone 3,Phone 4,Unleaded,Diesel,Bulk Def,Propane,Phone 5,# of Men's Showers,Mile Marker,Road Name,Hours of Operation,Mailing Address,http
10,Georgia,CIRCLE K,location_details.php?id=10538,http://www.rvandtravelers.com/location_details.php?id=10538,RVer,circle_k__3774,,,US 27,1405 TALLAHASSEE HWY,BAINBRIDGE,GA,39819,229-243-0555 (TRAVEL CENTER),0,4,0,0,0,0,,,,,,,,,,,,,,,,,
10,Georgia,CIRCLE K,location_details.php?id=10539,http://www.rvandtravelers.com/location_details.php?id=10539,RVer,circle_k__3774,,,US 84,1800 DOTHAN RD,BAINBRIDGE,GA,39817,229-243-0300 (TRAVEL CENTER),30,8,4,0,,,US 27,229-243-0300 (SUBWAY),229-243-5936,,,,,,,,,,,,,,
10,Georgia,CIRCLE K,location_details.php?id=10543,http://www.rvandtravelers.com/location_details.php?id=10543,RVer,circle_k__3774,,,US 29,290 HWY 29 N,ATHENS,GA,30601,706-353-6624,15,4,0,0,0,0,,,,,,,,,,,,,,,,,
10,Georgia,CIRCLE K,location_details.php?id=10548,http://www.rvandtravelers.com/location_details.php?id=10548,RVer,circle_k__3774,,,US 80,215 4TH ST,COLUMBUS,GA,31901,706-323-2790,0,2,0,0,,,US 280,,,,,,,,,,,,,,,,
10,Georgia,CIRCLE K,location_details.php?id=10549,http://www.rvandtravelers.com/location_details.php?id=10549,RVer,circle_k__3774,,,US 82,1736 S GA PKWY,WAYCROSS,GA,31501,912-283-3429 (TRAVEL CENTER),55,8,2,0,0,0,GEORGE ST,,912-283-1527,,,,,,,,,,,,,,
10,Georgia,CIRCLE K,location_details.php?id=47479,http://www.rvandtravelers.com/location_details.php?id=47479,RVer,circle_k__3774,,,US 19,10317 US-84,THOMASVILLE,GA,31757,229-226-8970,2,2,0,0,,,US 84,,,,,,,,,,,,,,,,
10,Georgia,CIRCLE K,location_details.php?id=47480,http://www.rvandtravelers.com/location_details.php?id=47480,RVer,circle_k__3774,,,I-20,1786 WASHINGTON RD,THOMSON,GA,30824,706-595-9840,15,5,1,0,0,0,172,,706-595-9840,,,,,,,,,,,,,,
10,Georgia,CIRCLE K,location_details.php?id=10565,http://www.rvandtravelers.com/location_details.php?id=10565,RVer,circle_k__3774,,,US 129,301 N MAIN ST,CLEVELAND,GA,30528,706-865-3983 (TRAVEL CENTER),0,1,0,0,0,0,,,,,,,,,,,,,,,,,
10,Georgia,CIRCLE K,location_details.php?id=47299,http://www.rvandtravelers.com/location_details.php?id=47299,RVer,shell_,,,US 27,6900 BEAVER RUN RD,MIDLAND,GA,31820,706-561-8202,0,4,0,0,0,0,US 80 E,,,,,,,,,,,,,,,,
10,Georgia,CIRCLE K,location_details.php?id=10566,http://www.rvandtravelers.com/location_details.php?id=10566,RVer,ind_dealer_1,,,US 129,802 N IRWIN AVE,OCILLA,GA,31774,229-468-7692 (TRAVEL CENTER),4,4,0,0,0,0,,229-468-7692 (SUBWAY),,,,,,,,,,,,,,,
10,Georgia,CIRCLE K,location_details.php?id=10572,http://www.rvandtravelers.com/location_details.php?id=10572,RVer,exxon,,,US 441,5000 TALMADGE DR,CLARKESVILLE,GA,30523,706-754-5569,2,2,0,0,,,,,,,,,,,,,,,,,,,
10,Georgia,CIRCLE K,location_details.php?id=10579,http://www.rvandtravelers.com/location_details.php?id=10579,RVer,ind_dealer_1,,,US 301,12440 US HWY 301 S,STATESBORO,GA,30458,912-871-3742,2,3,0,0,0,0,,,,,,,,,,,,,,,,,
10,Georgia,CIRCLE K,location_details.php?id=10668,http://www.rvandtravelers.com/location_details.php?id=10668,RVer,circle_k__3774,,,US 341,100 E JARMAN ST,HAZLEHURST,GA,31539,912-375-5285,2,2,0,0,,,,,,,,,,,,,,,,,,,
10,Georgia,CIRCLE K,location_details.php?id=10669,http://www.rvandtravelers.com/location_details.php?id=10669,RVer,ind_dealer_1,,,US 341,316 HWY 341 S,LUMBER CITY,GA,31549,912-363-4350,10,4,0,0,,,,,,,,,,,,,,,,,,,
10,Georgia,CIRCLE K,location_details.php?id=10672,http://www.rvandtravelers.com/location_details.php?id=10672,RVer,circle_k__3774,,,US 411,1607 US 411 N,CHATSWORTH,GA,30705,706-517-3245,15,3,0,0,,,,,,,,,,,,,,,,,,,
10,Georgia,CIRCLE K,location_details.php?id=47124,http://www.rvandtravelers.com/location_details.php?id=47124,RVer,circle_k__3774,,,US 19,1204 S MARTIN LUTHER KING JR BLVD,AMERICUS,GA,31709,229-931-0015,10,3,0,0,,,,,,,,,,,,,,,,,,,
10,Georgia,CIRCLE K,location_details.php?id=18536,http://www.rvandtravelers.com/location_details.php?id=18536,RVer,circle_k__3774,,,I-75,11418 HWY 41,RINGGOLD,GA,30736,706-935-3026 (TRAVEL CENTER),50,6,5,0,,,345,706-935-3026 (SUBWAY),706-935-3289,,,,,,,,,,,,,,
10,Georgia,CIRCLE K,location_details.php?id=18537,http://www.rvandtravelers.com/location_details.php?id=18537,RVer,bp-,,,I-75,5337 ALABAMA HWY,RINGGOLD,GA,30736,706-965-5270,2,4,0,0,,,348,,,,,,,,,,,,,,,,
10,Georgia,CIRCLE K,location_details.php?id=48380,http://www.rvandtravelers.com/location_details.php?id=48380,RVer,circle_k__3774,,,GA 21,5520 GA 21,SAVANNAH,GA,31402,912-964-0777 (TRAVEL CENTER),26,7,2,0,0,0,,912-964-0777 (CHRUCH'S CHICKEN),912-964-0777,,,,,,,,,,,,,,
10,Georgia,CIRCLE K,location_details.php?id=54305,http://www.rvandtravelers.com/location_details.php?id=54305,RVer,circle_k__3774,,,GA 49,236 GA HWY 49 N,BYRON,GA,31008,478-956-2666 (TRAVEL CENTER),0,4,0,0,0,0,,,,,,,,,,,,,,,,,
10,Georgia,CIRCLE K  #3175,location_details.php?id=54120,http://www.rvandtravelers.com/location_details.php?id=54120,RVer,shell_,,,I-520,3418 MIKE PADGETT HWY,AUGUSTA,GA,30906,706-790-6704 (TRAVEL CENTER),6,2,0,0,0,0,9,706-790-6704 (A TOWN WINGS),,,,,,,,,,,,,,,
10,Georgia,CIRCLE K #200,location_details.php?id=52867,http://www.rvandtravelers.com/location_details.php?id=52867,RVer,circle_k__3774,,,I-85,1810 DRY POND RD,JEFFERSON,GA,30549,706-367-8148 (TRAVEL CENTER),30,5,2,,0,30,140,706-367-8148 (CHAMP'S CHICKEN),,www.circlek.com/store-locator/us/jefferson/1810-dry-pond-rd/2654141,,,,,,,,,,,,,
10,Georgia,CIRCLE M FOOD,location_details.php?id=10499,http://www.rvandtravelers.com/location_details.php?id=10499,RVer,exxon,,,GA 52,4504 CORNELIA HWY,LULA,GA,30554,770-869-1944 (TRAVEL CENTER),3,2,0,0,0,0,,770-869-1944 (SUBWAY),,,,,,,,,,,,,,,
10,Georgia,CITGO,location_details.php?id=47318,http://www.rvandtravelers.com/location_details.php?id=47318,RVer,citgo,,,US 27,130 US HWY 82 E,CUTHBERT,GA,39840,229-732-5500 (TRAVEL CENTER),1,3,0,0,0,0,US 82,229-732-5500 (CHURCH'S CHICKEN),,,,,,,,,,,,,,,
10,Georgia,CITGO,location_details.php?id=47442,http://www.rvandtravelers.com/location_details.php?id=47442,RVer,citgo,,,GA 20,5646 ALABAMA HWY NW,ROME,GA,30165,706-291-7480 (TRAVEL CENTER),10,2,1,0,0,0,,,,,,,,,,,,,,,,,
10,Georgia,CITGO TRUCK PLAZA,location_details.php?id=47490,http://www.rvandtravelers.com/location_details.php?id=47490,RVer,citgo,,,I-75,2102 W HILL AVE,VALDOSTA,GA,31601,229-469-4400 (TRAVEL CENTER),100,5,3,0,0,100,16,,29-469-4016,,,,,,,,,,,,,,
10,Georgia,CITGO TRUCK STOP,location_details.php?id=601,http://www.rvandtravelers.com/location_details.php?id=601,RVer,citgo,,,I-20,2900 EVANS MILL RD,LITHONIA,GA,30038,770-482-4730,0,3,0,0,0,0,74,,770-628-0109,,,,,,,,,,,,,,
10,Georgia,COCHRAN'S TRAVEL CENTER,location_details.php?id=621,http://www.rvandtravelers.com/location_details.php?id=621,RVer,ind_dealer_1,,,I-75,11343 HWY 41,RINGGOLD,GA,30736,706-935-2351 (TRAVEL CENTER),85,7,4,2,0,0,345,706-935-2351 (COCHRAN'S RESTAURANT),706-965-2922,,,,,,,,,,,,,,
10,Georgia,CUSSETA FOODMART,location_details.php?id=47317,http://www.rvandtravelers.com/location_details.php?id=47317,RVer,ind_dealer_1,,,US 27,197 GA-520,CUSSETA,GA,31805,706-989-3596,3,4,0,0,0,0,US 280,,,,,,,,,,,,,,,,
10,Georgia,DLS CONVENIENCE STORE,location_details.php?id=47129,http://www.rvandtravelers.com/location_details.php?id=47129,RVer,ind_dealer_1,,,GA 56,3735 MIKE PADGETT HWY,AUGUSTA,GA,30906,706-771-5101,10,3,0,0,,,,,,,,,,,,,,,,,,,
10,Georgia,EATONTON TRAVEL CENTER,location_details.php?id=10568,http://www.rvandtravelers.com/location_details.php?id=10568,RVer,ind_dealer_1,,,US 441,100 SARA LEE DR,EATONTON,GA,31024,706-484-9886 (TRAVEL CENTER),50,6,7,0,0,50,US 129,706-484-9886 (BURGER KING),706-484-9924,,,,,,,,,,,,,,
10,Georgia,ECHO AUTO TRUCK PLAZA,location_details.php?id=54234,http://www.rvandtravelers.com/location_details.php?id=54234,RVer,chevron,,,I-85,11337 GA HWY 106,CARNESVILLE,GA,30521,706-384-7331 (TRAVEL CENTER),5,3,2,0,0,0,166,706-384-7331 (ECHO RESTAURANT),,,,,,,,,,,,,,,
10,Georgia,EL CHEAPO,location_details.php?id=818,http://www.rvandtravelers.com/location_details.php?id=818,RVer,bp-,,,I-95,13109 GA HWY 251,DARIEN,GA,31305,912-437-4440,30,4,0,,0,0,49,,912-437-2406,,,,,,,,,,,,,,
10,Georgia,EL CHEAPO,location_details.php?id=819,http://www.rvandtravelers.com/location_details.php?id=819,RVer,shell_,,,I-95,13670 E OGLETHORPE HWY,MIDWAY,GA,31320,912-884-9453,20,6,3,0,,,76,,,,,,,,,,,,,,,,
10,Georgia,EL CHEAPO,location_details.php?id=820,http://www.rvandtravelers.com/location_details.php?id=820,RVer,shell_,,,I-95,1 GATEWAY E BLVD,SAVANNAH,GA,31419,912-925-3526 (TRAVEL CENTER),2,4,0,0,0,0,94,,,,,,,,,,,,,,,,
10,Georgia,EL CHEAPO,location_details.php?id=822,http://www.rvandtravelers.com/location_details.php?id=822,RVer,shell_,,,I-95,4495 US 17,RICHMOND HILL,GA,31324,912-756-3305 (TRAVEL CENTER),2,6,4,0,0,0,87,,,,,,,,,,,,,,,,
10,Georgia,ENMARKET #820 - PORT WENTWORTH,location_details.php?id=55853,http://www.rvandtravelers.com/location_details.php?id=55853,RVer,ind_dealer_1,,,I-95,7002 GA 21,PORT WENTWORTH,GA,31407,912-236-1331 (TRAVEL CENTER),,5,,,,,109,912-236-1331 (FUZZY'S TACO SHOP),,,,,,,,,,,,,,,
10,Georgia,ENMARKET #828,location_details.php?id=55834,http://www.rvandtravelers.com/location_details.php?id=55834,RVer,ind_dealer_1,,,I-95,1264 US 80,POOLER,GA,31322,912-748-7619 (TRAVEL CENTER),25,4,0,0,0,0,102,,,,,,,,,,,,,,,,
10,Georgia,EVANS STORE,location_details.php?id=10494,http://www.rvandtravelers.com/location_details.php?id=10494,RVer,ind_dealer_1,,,GA 20,5680 ALABAMA HWY,COOSA,GA,30129,706-235-1092,10,3,0,0,0,0,,,706-232-7352,,,,,,,,,,,,,,
10,Georgia,EXPRESS 29,location_details.php?id=47379,http://www.rvandtravelers.com/location_details.php?id=47379,RVer,exxon,,,GA 29,602 SOPERTON AVE,EAST DUBLIN,GA,31027,478-272-0760 (TRAVEL CENTER),15,2,0,0,0,,,478-272-0760 (KRISPY KRUNCHY CHICKEN),479-275-0743,,,,,,,,,,,,,,
10,Georgia,EXPRESS STOP,location_details.php?id=47475,http://www.rvandtravelers.com/location_details.php?id=47475,RVer,exxon,,,US 278,802 CARTERSVILLE RD,ROCKMART,GA,30153,678-757-0541,2,3,0,0,,,GA 113,,,,,,,,,,,,,,,,
10,Georgia,EXXON,location_details.php?id=47497,http://www.rvandtravelers.com/location_details.php?id=47497,RVer,exxon,,,US 29,529 PATRICK MILL RD SW,WINDER,GA,30680,678-425-9875,5,2,0,0,,,,,,,,,,,,,,,,,,,
10,Georgia,EXXON,location_details.php?id=47465,http://www.rvandtravelers.com/location_details.php?id=47465,RVer,exxon,,,US 441,4548 US-441,RABUN GAP,GA,30568,706-746-2255 (TRAVEL CENTER),2,6,0,0,0,0,,706-746-2255 (CINNABON),,,706-746-2255 (AUNTIE ANNE'S),706-746-2255 (BURRITO LOCO),,,,,,,,,,,
10,Georgia,EXXON TRAVEL PLAZA,location_details.php?id=583,http://www.rvandtravelers.com/location_details.php?id=583,RVer,exxon,,,I-75,1111 LAKE BLVD,LAKE PARK,GA,31636,229-559-7000 (TRAVEL CENTER),15,6,3,0,0,0,5,229-559-7000 (HARDEE'S),,,,,,,,,,,,,,,
10,Georgia,FA SIMS OIL,location_details.php?id=879,http://www.rvandtravelers.com/location_details.php?id=879,RVer,valero,,,I-85,2893 LAWRENCEVILLE SUWANEE RD,SUWANEE,GA,30024,770-932-1136,2,6,0,0,0,0,111,,,,,,,,,,,,,,,,
10,Georgia,FAIRBURN FAMILY TRAVEL CENTER,location_details.php?id=880,http://www.rvandtravelers.com/location_details.php?id=880,RVer,bp-,,,I-85,7860 SENOIA RD,FAIRBURN,GA,30213,770-306-8319,250,8,6,4,150,150,61,,770-306-2127,,,,,,,,,,,,,,
10,Georgia,FAST FUEL,location_details.php?id=10581,http://www.rvandtravelers.com/location_details.php?id=10581,RVer,chevron,,,US 319,2499 US HWY 319 S,THOMASVILLE,GA,31792,229-377-9717,5,2,0,0,0,0,,,229-377-3807,,,,,,,,,,,,,,
10,Georgia,FAST MARKET,location_details.php?id=932,http://www.rvandtravelers.com/location_details.php?id=932,RVer,ind_dealer_1,,,I-75,1417 SAM NUNN AVE,PERRY,GA,31069,478-987-9741,0,3,0,0,0,0,136,,,,,,,,,,,,,,,,
10,Georgia,FAST TIME,location_details.php?id=18538,http://www.rvandtravelers.com/location_details.php?id=18538,RVer,bp-,,,US 378,326 S WASHINGTON ST,LINCOLNTON,GA,30817,706-359-1149,12,4,0,0,0,0,,,,,,,,,,,,,,,,,
10,Georgia,FIVE POINTS SERVICE,location_details.php?id=54304,http://www.rvandtravelers.com/location_details.php?id=54304,RVer,ind_dealer_1,,,GA 7/49,407 N CAMELLIA BLVD,FORT VALLEY,GA,31030,478-825-5631 (TRAVEL CENTER),,2,,,,,,,,,,,,,,,,,,,,,
10,Georgia,FLASH FOODS,location_details.php?id=10526,http://www.rvandtravelers.com/location_details.php?id=10526,RVer,ind_dealer_1,,,US 19,2369 US HWY 19 NE,PELHAM,GA,31779,229-294-6146,1,1,0,0,,,,,,,,,,,,,,,,,,,
10,Georgia,FLYING J TRAVEL CENTER #421,location_details.php?id=16979,http://www.rvandtravelers.com/location_details.php?id=16979,RVer,flying-j-,,,I-75,142 CARBONDALE RD,DALTON,GA,30721,706-370-4060 (TRAVEL CENTER),90,10,9,4,9,9,326,706-281-2821 (SUBWAY),706-370-5769,www.pilotflyingj.com/stores/421/,706-281-2821 (MCDONALD'S),,2.989,3.399,3.959,,,,,,,,
10,Georgia,FLYING J TRAVEL CENTER #627,location_details.php?id=16991,http://www.rvandtravelers.com/location_details.php?id=16991,RVer,flying-j-,,,I-95,2990 US HWY 17 S,BRUNSWICK,GA,31523,912-280-0006 (TRAVEL CENTER),150,12,15,0,20,20,29,912-280-0006 (DENNY'S),912-280-9555,www.pilotflyingj.com/stores/627/,,,2.979,3.659,3.959,3.199,,,,,,,
10,Georgia,FLYING J TRAVEL CENTER #628,location_details.php?id=16996,http://www.rvandtravelers.com/location_details.php?id=16996,RVer,flying-j-,,,I-85,10226 OLD FEDERAL RD,CARNESVILLE,GA,30521,706-335-6656,280,12,15,0,5,5,160,,706-335-4432,www.pilotflyingj.com/stores/628/,,,3.139,3.499,3.959,3.599,,,,,,,
10,Georgia,FLYING J TRAVEL CENTER #630,location_details.php?id=16999,http://www.rvandtravelers.com/location_details.php?id=16999,RVer,flying-j-,,,I-75,1125 BUCKSNORT RD,JACKSON,GA,30233,770-775-0138 (TRAVEL CENTER),220,10,15,2,30,30,201,770-775-0138 (DENNY'S),770-775-1134,www.pilotflyingj.com/stores/630/,,,3.099,3.599,3.959,3.999,,,,,,,
10,Georgia,FLYING J TRAVEL CENTER #631,location_details.php?id=17002,http://www.rvandtravelers.com/location_details.php?id=17002,RVer,flying-j-,,,I-75,7001 BELLVILLE RD,LAKE PARK,GA,31636,229-559-6500 (TRAVEL CENTER),210,12,15,0,14,14,2,229-559-6500 (SUBWAY),229-559-3008,www.pilotflyingj.com/stores/631/,229-559-6500 (DENNY'S),,2.999,3.559,3.959,3.999,,,,,,,
10,Georgia,FLYING J TRAVEL CENTER #632,location_details.php?id=17009,http://www.rvandtravelers.com/location_details.php?id=17009,RVer,flying-j-,,,I-75,288 RESACA BEACH BLVD,RESACA,GA,30735,706-629-1541 (TRAVEL CENTER),200,12,14,0,20,20,320,706-629-1541 (DENNY'S),706-629-2003,www.pilotflyingj.com/stores/632/,,,2.989,3.399,3.959,4.199,,,,,,,
10,Georgia,FLYING J TRAVEL CENTER #633,location_details.php?id=1110,http://www.rvandtravelers.com/location_details.php?id=1110,RVer,flying-j-,,,I-20,3600 HWY 77 S,UNION POINT,GA,30669,706-486-4835 (TRAVEL CENTER),169,8,9,0,5,5,138,,706-486-4845,www.pilotflyingj.com/stores/633/,,,3.099,3.659,3.959,3.799,,,,,,,
10,Georgia,FLYING J TRAVEL CENTER #634,location_details.php?id=17014,http://www.rvandtravelers.com/location_details.php?id=17014,RVer,flying-j-,,,I-20,650 CARROLLTON ST,TEMPLE,GA,30179,770-562-4009 (TRAVEL CENTER),164,11,15,0,41,41,19,,770-562-3571,www.pilotflyingj.com/stores/634/,,,3.049,3.649,3.959,3.999,,,,,,,
10,Georgia,FORKS,location_details.php?id=18519,http://www.rvandtravelers.com/location_details.php?id=18519,RVer,ind_dealer_1,,,US 1,2356 US HWY 1 N,ALMA,GA,31510,912-632-4949,55,3,2,0,,,,,912-632-4908,,,,,,,,,,,,,,
10,Georgia,FOUR POINTS BP,location_details.php?id=47396,http://www.rvandtravelers.com/location_details.php?id=47396,RVer,bp-,,,GA 36,1200 4 POINTS RD,JACKSON,GA,30233,770-775-6677 (TRAVEL CENTER),2,2,0,0,0,0,,,,,,,,,,,,,,,,,
10,Georgia,FRIENDLY EXPRESS,location_details.php?id=10521,http://www.rvandtravelers.com/location_details.php?id=10521,RVer,shell_,,,US 1,6008 2ND ST N,FOLKSTON,GA,31537,912-496-3946 (TRAVEL CENTER),35,5,3,0,0,0,,912-496-3946 (CHESTER'S FRIED CHICKEN),912-496-4436,,912-496-3946 (HUNT BROTHERS PIZZA),,,,,,,,,,,,
10,Georgia,FRIENDLY EXPRESS,location_details.php?id=10535,http://www.rvandtravelers.com/location_details.php?id=10535,RVer,ind_dealer_1,,,US 25,3499 SAVANNAH HWY,JESUP,GA,31545,912-530-9588,15,3,0,0,,,,,,,,,,,,,,,,,,,
10,Georgia,FRIENDLY EXPRESS,location_details.php?id=10557,http://www.rvandtravelers.com/location_details.php?id=10557,RVer,shell_,,,US 84,1421 S 1ST ST,JESUP,GA,31545,912-427-9905,16,3,0,0,0,0,,,,,,,,,,,,,,,,,
10,Georgia,FRIENDLY EXPRESS,location_details.php?id=47440,http://www.rvandtravelers.com/location_details.php?id=47440,RVer,shell_,,,I-95,1089 PINE CONE ST,KINGSLAND,GA,31548,912-882-2953,50,8,6,0,,,6,,,,,,,,,,,,,,,,
10,Georgia,FRIENDLY GUS #24,location_details.php?id=1148,http://www.rvandtravelers.com/location_details.php?id=1148,RVer,chevron,,,I-16,1603 GA 19 S,DUBLIN,GA,31021,478-275-3844 (TRAVEL CENTER),80,5,3,0,0,0,54,,478-272-9406,,,,,,,,,,,,,,
10,Georgia,GA FL FUEL CENTER,location_details.php?id=1179,http://www.rvandtravelers.com/location_details.php?id=1179,RVer,ind_dealer_1,,,I-75,7215 LAKES BLVD,LAKE PARK,GA,31636,229-559-6857,15,4,2,0,,,5,,,,,,,,,,,,,,,,
10,Georgia,GAS & GO FOOD STORE,location_details.php?id=18530,http://www.rvandtravelers.com/location_details.php?id=18530,RVer,marathon,,,I-75,2320 HWY 411 NE,CARTERSVILLE,GA,30121,770-382-1979,50,7,0,0,,,293,,,,,,,,,,,,,,,,
10,Georgia,GAS AND GO,location_details.php?id=10524,http://www.rvandtravelers.com/location_details.php?id=10524,RVer,chevron,,,US 19,1301 E LAMAR ST,AMERICUS,GA,31709,229-928-3236 (TRAVEL CENTER),0,2,0,0,,,,,,,,,,,,,,,,,,,
10,Georgia,GAS N GO,location_details.php?id=47386,http://www.rvandtravelers.com/location_details.php?id=47386,RVer,chevron,,,US 341,101 VINEVILLE ST,FORT VALLEY,GA,31030,478-825-9971,5,4,0,0,0,0,,,,,,,,,,,,,,,,,
10,Georgia,GAS N GO,location_details.php?id=47123,http://www.rvandtravelers.com/location_details.php?id=47123,RVer,ind_dealer_1,,,US 19,202 GA 27,AMERICUS,GA,31719,229-931-8940 (TRAVEL CENTER),15,3,0,0,,,US 280,,,,,,,,,,,,,,,,
10,Georgia,GAS N GO,location_details.php?id=47137,http://www.rvandtravelers.com/location_details.php?id=47137,RVer,chevron,,,BROAD ST,105 E 6TH ST,BUENA VISTA,GA,31803,229-649-2918,0,8,0,0,0,0,,,,,,,,,,,,,,,,,
10,Georgia,GAS N GO,location_details.php?id=54345,http://www.rvandtravelers.com/location_details.php?id=54345,RVer,ind_dealer_1,,,I-75,824 PINEHURST HAWKINSVILLE RD,PINEHURST,GA,31070,229-645-3479 (TRAVEL CENTER),100,7,7,0,0,0,117,229-645-3479 (SUBWAY),229-645-3998,,229-645-3479 (SOCIAL BEAN COFFEE & DONUT'S),,,,,,,,,,,,
10,Georgia,GOLDEN PANTRY,location_details.php?id=47133,http://www.rvandtravelers.com/location_details.php?id=47133,RVer,shell_,,,US 441,5171 MACON HWY,BISHOP,GA,30621,706-769-1220,0,2,0,0,,,,,,,,,,,,,,,,,,,
10,Georgia,GRADY'S TRUCK STOP,location_details.php?id=1261,http://www.rvandtravelers.com/location_details.php?id=1261,RVer,ind_dealer_1,,,I-16,23190 EXCELSIOR CHURCH RD,METTER,GA,30439,912-685-6020 (TRAVEL CENTER),126,3,2,2,0,0,111,912-685-6020 (GRADY'S GRILL),912-685-4010,,,,,,,,,,,,,,
10,Georgia,GREENWAY STORES,location_details.php?id=1275,http://www.rvandtravelers.com/location_details.php?id=1275,RVer,bp-,,,I-85,1389 HWY 29 S,NEWNAN,GA,30263,770-251-1082 (TRAVEL CENTER),115,6,3,0,0,115,41,770-251-1082 (EL TAQUITO),770-251-2092,,,,,,,,,,,,,,
10,Georgia,HAPPY STORE,location_details.php?id=18522,http://www.rvandtravelers.com/location_details.php?id=18522,RVer,citgo,,,I-20,4060 MARTIN LUTHER KING JR DR SW,ATLANTA,GA,30336,404-696-3213,0,2,0,0,,,49,,,,,,,,,,,,,,,,
10,Georgia,HIGHWAY 411 TRUCK STOP,location_details.php?id=10670,http://www.rvandtravelers.com/location_details.php?id=10670,RVer,shell_,,,US 411,145 HWY 411 SE,ROME,GA,30161,706-234-1838,0,2,0,0,,,,,,,,,,,,,,,,,,,
10,Georgia,HOOK'S SERVICE STATION,location_details.php?id=47380,http://www.rvandtravelers.com/location_details.php?id=47380,RVer,ind_dealer_1,,,US 80,730 CENTRAL DR,EAST DUBLIN,GA,31021,478-275-1539,15,2,0,0,,,,,,,,,,,,,,,,,,,
10,Georgia,HOP IN,location_details.php?id=10529,http://www.rvandtravelers.com/location_details.php?id=10529,RVer,exxon,,,US 23,6314 OAK ST,EASTMAN,GA,31023,478-374-4112,2,2,0,0,,,,,,,,,,,,,,,,,,,
10,Georgia,HOPIN #2,location_details.php?id=10496,http://www.rvandtravelers.com/location_details.php?id=10496,RVer,ind_dealer_1,,,GA 31,601 E JACKSON ST,DUBLIN,GA,31021,478-272-3611,12,4,0,0,0,12,,,478-272-3611,,,,,,,,,,,,,,
