state_id,state,name,href,full_url,stop_type,Chain,Latitude,Longitude,Highway,Mile Marker,Street Address,City,State,Postal Code,Phone,# of Parking Spots,# of Reserved Parking Spots,# of Paid Parking Spots,# of Fuel Lanes,# of Showers,# of Truck Service Bays,Fax,Phone 2,Exit,Phone 3,Phone 4,Diesel,Bulk Def,Propane,Unleaded,# of Men's Showers,Phone 5,Hours of Operation,Road Name,https,Mailing Address
14,Indiana,CLOVERDALE TRAVEL PLAZA,location_details.php?id=618,https://www.truckstopsandservices.com/location_details.php?id=618,Trucker,marathon,39.529411,-86.802621,I-70,,1032 N MAIN ST,CLOVERDALE,IN,46120,765-795-3223 (TRAVEL CENTER),70,0,0,6,7,2,765-795-3243,765-795-3223 (CLOVERDALE KITCHEN),41,,,,,,,,,,,,
14,Indiana,COMPASS TRAVEL CENTER,location_details.php?id=59426,https://www.truckstopsandservices.com/location_details.php?id=59426,Trucker,ind_dealer_1,41.14273,-87.26925,I-65,,11715 IN 10,DE MOTTE,IN,46310,219-209-5256 (TRAVEL CENTER),74,,,10,8,,,,230,,,,,,,,,,,,
14,Indiana,COUNTRY PORCH #8,location_details.php?id=54178,https://www.truckstopsandservices.com/location_details.php?id=54178,Trucker,conoco,39.11691,-86.977395,US 231,,203 S COMMERICAL ST,WORTHINGTON,IN,47471,812-875-2112 (TRAVEL CENTER),,,,1,,,,,,,,,,,,,,,,,
14,Indiana,COUNTY LINE TRAVEL PLAZA,location_details.php?id=10785,https://www.truckstopsandservices.com/location_details.php?id=10785,Trucker,marathon,41.125088,-85.337514,US 30,,5126 W COUNTY LINE RD N,COLUMBIA CITY,IN,46725,260-625-9951 (TRAVEL CENTER),35,,,4,2,0,260-625-9941,,,,,,,,,,,,,,
14,Indiana,CRAZY D'S,location_details.php?id=47890,https://www.truckstopsandservices.com/location_details.php?id=47890,Trucker,marathon,40.814956,-87.154339,I-65,,13550 US 231,REMINGTON,IN,47977,219-261-2392 (TRAVEL CENTER),22,,,2,4,0,,,205,,,,,,,,,,,,
14,Indiana,DILLSBORO BP,location_details.php?id=10805,https://www.truckstopsandservices.com/location_details.php?id=10805,Trucker,bp-,39.041739,-85.101229,US 50,,15313 US 50,DILLSBORO,IN,47018,812-432-3013 (TRAVEL CENTER),20,0,0,2,0,0,812-432-3070,,,,,,,,,,,,,,
14,Indiana,FAIRWAY DELI,location_details.php?id=54274,https://www.truckstopsandservices.com/location_details.php?id=54274,Trucker,marathon,40.83229,-84.937241,US 33,,348 N 13TH ST,DECATUR,IN,46733,260-728-2441 (TRAVEL CENTER),0,0,0,4,0,0,260-728-2441,,US 224,,,,,,,,,,,,
14,Indiana,FALCON MART,location_details.php?id=10768,https://www.truckstopsandservices.com/location_details.php?id=10768,Trucker,marathon,39.952204,-87.45363,IN 234,,999 E IN-234,CAYUGA,IN,47928,765-492-3345 (TRAVEL CENTER),30,0,0,4,0,0,,,,,,,,,,,,,,,
14,Indiana,FAMILY EXPRESS,location_details.php?id=54276,https://www.truckstopsandservices.com/location_details.php?id=54276,Trucker,ind_dealer_1,41.08291,-86.89106,US 421,,108 E MAPLE ST,MEDARYVILLE,IN,47957,219-843-3672 (TRAVEL CENTER),0,0,0,4,0,0,,,,,,,,,,,,,,,
14,Indiana,FAMILY EXPRESS  #41,location_details.php?id=54277,https://www.truckstopsandservices.com/location_details.php?id=54277,Trucker,ind_dealer_1,40.37746,-86.837067,US 52,,3360 US 52 S,LAFAYETTE,IN,47905,765-471-1617 (TRAVEL CENTER),3,0,0,3,0,0,,,,,,,,,,,,,,,
14,Indiana,FAMILY EXPRESS #19,location_details.php?id=10778,https://www.truckstopsandservices.com/location_details.php?id=10778,Trucker,ind_dealer_1,41.685329,-86.737644,US 20,,1874 HWY 20,LAPORTE,IN,46350,219-362-8505 (TRAVEL CENTER),4,,,4,0,0,,,,,,,,,,,,,,,
14,Indiana,FAMILY EXPRESS #35,location_details.php?id=889,https://www.truckstopsandservices.com/location_details.php?id=889,Trucker,ind_dealer_1,40.940678,-87.215285,I-65,,8805 IN-114,RENSSELAER,IN,47978,219-866-8444 (TRAVEL CENTER),22,,,4,0,0,,,215,,,,,,,,,,,,
14,Indiana,FAMILY EXPRESS #47,location_details.php?id=888,https://www.truckstopsandservices.com/location_details.php?id=888,Trucker,ind_dealer_1,40.765682,-87.124861,I-65,,4179 US 24,REMINGTON,IN,47977,219-261-2788 (TRAVEL CENTER),20,,,6,0,0,,,201,,,,,,,,,,,,
14,Indiana,FAMILY PANTRY,location_details.php?id=54279,https://www.truckstopsandservices.com/location_details.php?id=54279,Trucker,66gas,41.72097,-85.42617,IN 9/120,,5450 N STATE RD 9,HOWE,IN,46746,260-562-2700 (TRAVEL CENTER),0,0,0,3,0,0,,,,,,,,,,,,,,,
14,Indiana,FAST BREAK,location_details.php?id=47886,https://www.truckstopsandservices.com/location_details.php?id=47886,Trucker,marathon,38.694195,-87.497413,US 41,,1 EXECUTIVE BLVD,VINCENNES,IN,47591,812-316-0200 (TRAVEL CENTER),20,0,0,5,0,0,,812-316-0200 (BECK'S KITCHEN),6TH ST,,,,,,,,,,,,
14,Indiana,FLYING J TRAVEL CENTER #1086,location_details.php?id=47909,https://www.truckstopsandservices.com/location_details.php?id=47909,Trucker,flying-j-,40.553621,-85.555261,I-69,,6252 IN 18 E,MARION,IN,46952,765-673-0059 (TRAVEL CENTER),80,10,10,5,7,0,765-673-0068,765-673-0059 (WENDY'S),264,765-673-0059 (CINNABON),765-673-0059 (AUNTIE ANNE'S),3.759,4.259,,,,,,,,
14,Indiana,FLYING J TRAVEL CENTER #304,location_details.php?id=37345,https://www.truckstopsandservices.com/location_details.php?id=37345,Trucker,flying-j-,41.057935,-84.979293,I-469,,3105 DOYLE RD,NEW HAVEN,IN,46774,260-493-4035 (TRAVEL CENTER),82,20,20,9,9,0,260-493-4921,260-493-4866 (SUBWAY),19-A,260-493-4866 (HUDDLE HOUSE),,3.959,4.259,3.199,,,,,,,
14,Indiana,FLYING J TRAVEL CENTER #647,location_details.php?id=955,https://www.truckstopsandservices.com/location_details.php?id=955,Trucker,flying-j-,38.174158,-87.552756,I-64,,844 E 1250 S,HAUBSTADT,IN,47639,812-768-5304 (TRAVEL CENTER),145,10,10,9,9,0,812-768-9215,812-768-5304 (DENNY'S),25-B,,,3.859,4.259,3.799,2.959,,,,,,
14,Indiana,FLYING J TRAVEL CENTER #649,location_details.php?id=48340,https://www.truckstopsandservices.com/location_details.php?id=48340,Trucker,flying-j-,39.692528,-86.191428,I-465,,1720 W THOMPSON RD,INDIANAPOLIS,IN,46217,317-783-5543 (TRAVEL CENTER),170,30,30,12,13,3,317-783-5648,317-783-5543 (ARBY'S),4,317-783-5543 (CINNABON),,3.899,4.259,3.699,3.199,,,,,,
14,Indiana,FLYING J TRAVEL CENTER #650,location_details.php?id=1112,https://www.truckstopsandservices.com/location_details.php?id=1112,Trucker,flying-j-,41.586499,-87.240161,I-80/94,,1401 RIPLEY ST,LAKE STATION,IN,46405,219-962-6555 (TRAVEL CENTER),300,10,10,10,18,4,219-962-3259,219-962-6555 (DENNY'S),15-B EB/16-WB,,,3.759,4.259,,3.299,,,,,,
14,Indiana,FLYING J TRAVEL CENTER #652,location_details.php?id=10759,https://www.truckstopsandservices.com/location_details.php?id=10759,Trucker,flying-j-,40.031771,-86.473829,I-65,,520 S STATE RD 39,LEBANON,IN,46052,765-483-9755 (TRAVEL CENTER),150,24,24,8,9,0,765-483-9762,765-483-9755 (HUDDLE HOUSE),139,,,3.659,4.259,3.399,3.299,,,,,,
14,Indiana,FLYING J TRAVEL CENTER #653,location_details.php?id=17253,https://www.truckstopsandservices.com/location_details.php?id=17253,Trucker,flying-j-,41.28915,-87.294218,I-65,,3231 E 181ST AVE,HEBRON,IN,46341,219-696-6446 (TRAVEL CENTER),375,6,6,11,15,4,219-696-2456,219-696-6446 (DENNY'S),240,,,3.559,4.259,,3.059,,,,,,
14,Indiana,FLYING J TRAVEL CENTER #655,location_details.php?id=17260,https://www.truckstopsandservices.com/location_details.php?id=17260,Trucker,flying-j-,39.851611,-85.41474,I-70,,5300 S STATE ROUTE 3,SPICELAND,IN,47385,765-987-1833 (TRAVEL CENTER),193,15,15,12,15,0,765-987-7836,765-987-1833 (DENNY'S),123,765-987-1833 (CINNABON),,3.999,4.259,4.239,3.259,,,,,,
14,Indiana,FLYING J TRAVEL CENTER #656,location_details.php?id=17267,https://www.truckstopsandservices.com/location_details.php?id=17267,Trucker,flying-j-,39.549316,-86.035725,I-65,,4982 N 350 E,WHITELAND,IN,46184,317-535-1124 (TRAVEL CENTER),173,17,17,12,15,0,317-535-4123,317-535-1124 (DENNY'S),95,,,3.899,4.259,3.699,,,,,,,
14,Indiana,Flying J Travel Plaza,location_details.php?id=64398,https://www.truckstopsandservices.com/location_details.php?id=64398,Trucker,,39.850976,-85.410606,I-70,,,Spiceland,IN,47385,765-932-8887,,,,,,,,,,,,,,,,,,,,,
14,Indiana,Flying J Travel Plaza,location_details.php?id=64418,https://www.truckstopsandservices.com/location_details.php?id=64418,Trucker,,39.54878,-86.036543,I-65,,,Whiteland,IN,46184,317-535-1704,,,,,,,,,,,,,,,,,,,,,
14,Indiana,FORT WAYNE TRAVEL PLAZA,location_details.php?id=2158,https://www.truckstopsandservices.com/location_details.php?id=2158,Trucker,marathon,41.131549,-85.197913,I-69,,4221 W WASHINGTON CENTER,FT. WAYNE,IN,46818,260-490-8015 (TRAVEL CENTER),5,0,0,6,0,0,,,309-B,,,,,,,,,,,,
14,Indiana,FUEL MART 783,location_details.php?id=1160,https://www.truckstopsandservices.com/location_details.php?id=1160,Trucker,ind_dealer_1,38.741393,-85.822467,I-65,,145 N DOWLING ST,AUSTIN,IN,47102,812-794-2615 (TRAVEL CENTER),30,0,0,6,3,0,812-794-2211,,34,,,,,,,,,,,,
14,Indiana,FUELMASTER,location_details.php?id=47897,https://www.truckstopsandservices.com/location_details.php?id=47897,Trucker,bp-,39.848125,-85.144665,I-70,,1534 IN 1,CAMBRIDGE CITY,IN,47327,765-478-5555 (TRAVEL CENTER),90,0,0,7,5,4,,,137,,,,,,,,,,,,
14,Indiana,GALLAHAN TRAVEL PLAZA,location_details.php?id=10793,https://www.truckstopsandservices.com/location_details.php?id=10793,Trucker,bp-,40.778465,-86.127954,US 31,,2916 W 100 N,PERU,IN,46970,765-472-1963 (TRAVEL CENTER),86,,,5,8,2,765-472-3690,,,,,,,,,,,,,,
14,Indiana,GALLOP'S GOSHEN,location_details.php?id=47896,https://www.truckstopsandservices.com/location_details.php?id=47896,Trucker,marathon,41.667474,-85.818659,US 20,,18423 US 20,GOSHEN,IN,46528,574-293-1000 (TRAVEL CENTER),81,0,0,12,11,0,574-293-1001,574-293-1000 (SUBWAY),IN 15,574-293-1000 (MCDONALD'S),,,,,,,,,,,
14,Indiana,GALLOPS - KENDALLVILLE,location_details.php?id=53528,https://www.truckstopsandservices.com/location_details.php?id=53528,Trucker,ind_dealer_1,41.452147,-85.28652,US 6,IN 3,1201 W NORTH ST,KENDALLVILLE,IN,46755,260-349-1581 (TRAVEL CENTER),25,0,0,6,11,0,,260-349-1581 (IHOP),,,,,,,,,,,,,
14,Indiana,GALLOPS - LA PORTE,location_details.php?id=53527,https://www.truckstopsandservices.com/location_details.php?id=53527,Trucker,marathon,41.68558,-86.737799,US 20,,1877 W US HWY 20,LA PORTE,IN,46350,219-325-0034 (TRAVEL CENTER),20,0,0,8,0,0,219-324-3832,,IN 39,,,,,,,,,,,,
14,Indiana,GALLOPS - MICHIGAN CITY,location_details.php?id=47900,https://www.truckstopsandservices.com/location_details.php?id=47900,Trucker,marathon,41.680722,-86.931795,US 20,,1615 US 20,MICHIGAN CITY,IN,46360,219-878-9778 (TRAVEL CENTER),30,0,0,7,5,0,,,COUNTY LINE RD,,,,,,,,,,,,
14,Indiana,GALLOPS - MIDDLEBURY,location_details.php?id=47901,https://www.truckstopsandservices.com/location_details.php?id=47901,Trucker,marathon,41.755799,-85.678216,I-80/90,,50980 US 131,MIDDLEBURY,IN,46540,574-825-7472 (TRAVEL CENTER),20,0,0,9,0,0,574-825-7968,,107,,,,,,,,,,,,
14,Indiana,GAS & FOOD MART,location_details.php?id=54342,https://www.truckstopsandservices.com/location_details.php?id=54342,Trucker,sunoco,37.93018,-87.902623,IN 64,,602 W 4TH ST,MOUNT VERNON,IN,47620,812-838-9703 (TRAVEL CENTER),6,0,0,4,0,0,,812-838-9703 (CAJUN CHICKEN),,,,,,,,,,,,,
14,Indiana,GAS & STUFF,location_details.php?id=1185,https://www.truckstopsandservices.com/location_details.php?id=1185,Trucker,marathon,38.290554,-85.913704,I-64,,1046 N LUTHER RD,GEORGETOWN,IN,47122,812-923-5613 (TRAVEL CENTER),15,0,15,4,0,0,812-923-5613,,118,,,,,,,,,,,,
14,Indiana,GASOLINE ALLEY #4,location_details.php?id=54351,https://www.truckstopsandservices.com/location_details.php?id=54351,Trucker,marathon,38.73551,-86.492065,IN 37,,3966 STATE RD 37,MITCHELL,IN,47446,812-849-6031 (TRAVEL CENTER),10,0,0,2,0,0,,,,,,,,,,,,,,,
14,Indiana,GOOD TO GO,location_details.php?id=10813,https://www.truckstopsandservices.com/location_details.php?id=10813,Trucker,marathon,41.084365,-86.892156,US 421,,403 US-421,MEDARYVILLE,IN,47957,219-843-7111 (TRAVEL CENTER),10,0,0,6,0,0,219-843-4364,219-843-7111 (SUBWAY),,,,,,,,,,,,,
14,Indiana,GOOD TO GO #10,location_details.php?id=10797,https://www.truckstopsandservices.com/location_details.php?id=10797,Trucker,bp-,41.073162,-86.603591,US 35,,1201 N US HWY 35,WINAMAC,IN,46996,574-946-4863 (TRAVEL CENTER),5,,,4,0,0,,,,,,,,,,,,,,,
14,Indiana,GOOD TO GO #11,location_details.php?id=1253,https://www.truckstopsandservices.com/location_details.php?id=1253,Trucker,bp-,40.262179,-86.651169,I-65,,7701 IN-28,FRANKFORT,IN,46041,765-659-3279 (TRAVEL CENTER),100,0,0,6,0,0,,,158,,,,,,,,,,,,
14,Indiana,GROVERTOWN TRUCK PLAZA,location_details.php?id=10786,https://www.truckstopsandservices.com/location_details.php?id=10786,Trucker,marathon,41.369397,-86.492859,US 30,MM 56,10780 E US-30,GROVERTOWN,IN,46531,574-867-2810 (TRAVEL CENTER),85,0,0,4,4,0,574-867-3020,,,,,,,,,,,,,,
14,Indiana,HANK'S TRUCK STOP,location_details.php?id=47904,https://www.truckstopsandservices.com/location_details.php?id=47904,Trucker,citgo,41.405111,-86.731788,US 30,,1799 US 30,HANNA,IN,46340,219-797-2244 (TRAVEL CENTER),50,0,0,4,2,0,,219-797-2244 (KRISPY KRUNCHY CHICKEN),IN 39,,,,,,,,,,,,
14,Indiana,HEARTLAND TRUCK STOP & WASH,location_details.php?id=40441,https://www.truckstopsandservices.com/location_details.php?id=40441,Trucker,ind_dealer_1,40.721239,-86.438869,IN 25,,3047 W CO RD 300 S,LOGANSPORT,IN,46947,574-722-1000 (TRAVEL CENTER),20,0,0,5,2,0,574-722-1278,574-722-1000 (HEARTLAND CAFE),CO RD 300 S,,,,,,,,,,,,
14,Indiana,HOOSIER POINT EXPRESS,location_details.php?id=47887,https://www.truckstopsandservices.com/location_details.php?id=47887,Trucker,marathon,40.833211,-85.796796,US 24,,294 US 24,WABASH,IN,46992,260-563-1499 (TRAVEL CENTER),19,0,0,4,0,0,,,IN 13,,,,,,,,,,,,
14,Indiana,HOWE TRAVEL PLAZA,location_details.php?id=18544,https://www.truckstopsandservices.com/location_details.php?id=18544,Trucker,marathon,41.75145,-85.428536,I-80/90,,50 750 N,HOWE,IN,46746,260-562-3477 (TRAVEL CENTER),5,0,0,4,0,0,260-562-3477,,121,,,,,,,,,,,,
14,Indiana,HUB PLAZA,location_details.php?id=10800,https://www.truckstopsandservices.com/location_details.php?id=10800,Trucker,marathon,40.520115,-87.378291,US 41,,207 N OLD US HWY 41,BOSWELL,IN,47921,765-869-4837 (TRAVEL CENTER),15,0,0,2,0,0,765-869-4842,,,,,,,,,,,,,,
14,Indiana,I-64 MOTO MART,location_details.php?id=54432,https://www.truckstopsandservices.com/location_details.php?id=54432,Trucker,ind_dealer_1,38.1592,-87.682632,I-64,,19720 BIG CYNTHIANA RD,CYNTHIANA,IN,47612,812-963-6631 (TRAVEL CENTER),5,0,0,2,0,0,,,18,,,,,,,,,,,,
14,Indiana,IMK MARINA FUEL STOP,location_details.php?id=1407,https://www.truckstopsandservices.com/location_details.php?id=1407,Trucker,shell_,41.652294,-87.508836,I-90,,3350 CALUMET AVE,HAMMOND,IN,46320,219-937-0697 (TRAVEL CENTER),40,0,0,6,0,0,,,5,,,,,,,,,,,,
14,Indiana,JOE'S JUNCTION TRUCK STOP,location_details.php?id=10763,https://www.truckstopsandservices.com/location_details.php?id=10763,Trucker,66gas,39.735817,-86.200203,IN 67,,2210 KENTUCKY AVE,INDIANAPOLIS,IN,46221,317-481-2244 (TRAVEL CENTER),15,,,4,0,0,,,,,,,,,,,,,,,
14,Indiana,JONES & SON FUEL CENTER,location_details.php?id=10807,https://www.truckstopsandservices.com/location_details.php?id=10807,Trucker,marathon,38.675979,-86.912607,US 50,,113 E BROADWAY ST,LOOGOOTEE,IN,47553,812-295-4466 (TRAVEL CENTER),5,,,4,0,0,,,,,,,,,,,,,,,
14,Indiana,JUMPIN JACK'S,location_details.php?id=47891,https://www.truckstopsandservices.com/location_details.php?id=47891,Trucker,marathon,37.900923,-87.109458,IN 66,,981 IN 66,ROCKPORT,IN,47635,812-649-2152 (TRAVEL CENTER),6,,,3,0,0,,,IN 11,,,,,,,,,,,,
14,Indiana,KENNETT TRUCK STOP,location_details.php?id=1595,https://www.truckstopsandservices.com/location_details.php?id=1595,Trucker,marathon,39.120301,-84.850762,I-275,,1049 E EADS PKWY,GREENDALE,IN,47025,812-537-2050 (TRAVEL CENTER),50,,,6,0,0,,,16,,,,,,,,,,,,
14,Indiana,KNOLL BROTHERS RETAIL #3,location_details.php?id=10787,https://www.truckstopsandservices.com/location_details.php?id=10787,Trucker,ind_dealer_1,41.399198,-86.692699,US 30,,340 LINCOLN HWY,HAMLET,IN,46532,574-867-8211 (TRAVEL CENTER),35,0,0,4,1,0,,,,,,,,,,,,,,,
14,Indiana,LAKE VILLAGE MARATHON,location_details.php?id=54621,https://www.truckstopsandservices.com/location_details.php?id=54621,Trucker,marathon,41.12485,-87.449682,US 41,,8630 N 300 W,LAKE VILLAGE,IN,46349,219-992-2522 (TRAVEL CENTER),3,0,0,4,0,0,219-992-9479,219-992-2522 (HUNT BROTHERS PIZZA),,,,,,,,,,,,,
14,Indiana,LASSUS HANDY-DANDY #5,location_details.php?id=54628,https://www.truckstopsandservices.com/location_details.php?id=54628,Trucker,ind_dealer_1,41.02789,-85.166962,IN 1,,6111 BLUFTON RD,FORT WAYNE,IN,46809,260-747-3387 (TRAVEL CENTER),0,0,0,5,0,0,,,,,,,,,,,,,,,
14,Indiana,LINCOLNWAY MART,location_details.php?id=47903,https://www.truckstopsandservices.com/location_details.php?id=47903,Trucker,bp-,41.553224,-85.786327,US 33,,2429 LINCOLNWAY,GOSHEN,IN,46526,574-533-0006 (TRAVEL CENTER),8,0,0,4,0,0,574-533-0007,,IN 38,,,,,,,,,,,,
14,Indiana,LITTLE POINT AUTO/TRUCK STOP,location_details.php?id=18542,https://www.truckstopsandservices.com/location_details.php?id=18542,Trucker,exxon,39.567533,-86.632025,I-70,,9620 N LITTLE POINT RD,STILESVILLE,IN,46180,317-539-2612 (TRAVEL CENTER),30,0,0,4,0,2,317-539-7774,317-539-2612 (JACK'S KITCHEN),51,,,,,,,,,,,,
14,Indiana,Love's Country Stores,location_details.php?id=64428,https://www.truckstopsandservices.com/location_details.php?id=64428,Trucker,,40.452338,-86.849312,I-65,,,Lafayette,IN,47905,765-420-7030,,,,,,,,,,,,,,,,,,,,,
14,Indiana,Love's Country Stores,location_details.php?id=64430,https://www.truckstopsandservices.com/location_details.php?id=64430,Trucker,,41.65528434,-86.89744813,I-94,,,Michigan City,IN,46360,219-874-6915,,,,,,,,,,,,,,,,,,,,,
14,Indiana,Love's Country Stores,location_details.php?id=64918,https://www.truckstopsandservices.com/location_details.php?id=64918,Trucker,,38.24498646,-86.35773014,I-64,,,Leavenworth,IN,47137,,,,,,,,,,,,,,,,,,,,,,
14,Indiana,Love's Travel Stop,location_details.php?id=64412,https://www.truckstopsandservices.com/location_details.php?id=64412,Trucker,,41.563189,-87.357608,I-94,,,Gary,IN,46408,219-891-4646,,,,,,,,,,,,,,,,,,,,,
