state_id,state,name,href,full_url,stop_type,Chain,Latitude,Longitude,Highway,Street Address,City,State,Postal Code,Phone,Phone 2,Phone 3,# of Parking Spots,# of Reserved Parking Spots,# of Paid Parking Spots,# of Fuel Lanes,# of Showers,# of Truck Service Bays,Exit,Phone 4,# of Men's Showers,Fax,Diesel,Bulk Def,https,Unleaded,Propane,Phone 5,http,Mile Marker,Road Name,Hours of Operation,Mailing Address,htp
45,Texas,GATEWAY SHELL,location_details.php?id=1205,http://www.rvandtravelers.com/location_details.php?id=1205,RVer,shell_,,,I-20,5111 E I-20 FRONTAGE RD,WILLOW PARK,TX,76087,817-441-7675 (TRAVEL CENTER),,,2,0,0,4,0,0,418,,,817-441-6675,,,,,,,,,,,,
45,Texas,GATEWAY TRAVEL PLAZA,location_details.php?id=1207,http://www.rvandtravelers.com/location_details.php?id=1207,RVer,chevron,,,I-10,1480 W FWY BLVD S,BEAUMONT,TX,77662,409-783-2755 (TRAVEL CENTER),,,25,0,25,5,2,0,858,,,,,,,,,,,,,,,
45,Texas,GATEWAY TRAVEL PLAZA - TA EXPRESS,location_details.php?id=19025,http://www.rvandtravelers.com/location_details.php?id=19025,RVer,taexpress,,,I-20,4403 HWY 42,KILGORE,TX,75662,903-986-8450 (TRAVEL CENTER),903-986-8450 (DUNKIN' DONUTS),903-986-8450 (WENDY'S),85,10,10,7,7,0,587,,,,,,www.ta-petro.com/location/tx/ta-express%20kilgore,,,,,,,,,
45,Texas,GATEWAY TRUCK PLAZA,location_details.php?id=48402,http://www.rvandtravelers.com/location_details.php?id=48402,RVer,ind_dealer_1,,,I-35,5301 SANTA MARIA AVE,LAREDO,TX,78045,965-489-4027 (TRAVEL CENTER),,,30,,,0,2,0,3,,,,,,,,,,,,,,,
45,Texas,GATOR STOP,location_details.php?id=47722,http://www.rvandtravelers.com/location_details.php?id=47722,RVer,exxon,,,I-35,16075 N I-35,ROSS,TX,76640,254-829-3600 (TRAVEL CENTER),,,30,0,0,2,2,0,346,,,,,,,,,,,,,,,
45,Texas,GENE'S GO TRUCK STOP,location_details.php?id=1216,http://www.rvandtravelers.com/location_details.php?id=1216,RVer,chevron,,,I-10,2419 N MAIN ST,JUNCTION,TX,76849,325-446-9528 (TRAVEL CENTER),,,85,0,0,5,3,0,456,,,325-446-8110,,,,,,,,,,,,
45,Texas,GOLDEN EXPRESS,location_details.php?id=18866,http://www.rvandtravelers.com/location_details.php?id=18866,RVer,exxon,,,US 81,8417 N US HWY 287,ALVORD,TX,76225,940-427-2500 (TRAVEL CENTER),940-427-2500 (BURGER KING),,80,0,0,6,2,0,,,,,,,,,,,,,,,,
45,Texas,GORDON'S BAIT & TACKLE,location_details.php?id=12388,http://www.rvandtravelers.com/location_details.php?id=12388,RVer,ind_dealer_1,,,TX 48,7066 PADRE ISLAND HWY,BROWNSVILLE,TX,78521,956-831-4825 (TRAVEL CENTER),956-831-4825 (GORDON'S DELI),,10,0,0,4,1,0,,,,956-838-2478,,,,,,,,,,,,
45,Texas,GRAB N GO,location_details.php?id=47685,http://www.rvandtravelers.com/location_details.php?id=47685,RVer,exxon,,,TX 42,2516 TX-42,KILGORE,TX,75662,903-985-0695 (TRAVEL CENTER),,,0,0,0,2,0,0,,,,,,,,,,,,,,,,
45,Texas,GRANDAD'S CORNER STORE,location_details.php?id=54370,http://www.rvandtravelers.com/location_details.php?id=54370,RVer,sunoco,,,I-10,201 MORELOS ST,JUNCTION,TX,76849,325-446-2158 (TRAVEL CENTER),,,10,0,0,4,0,0,457,,,,,,,,,,,,,,,
45,Texas,GULF,location_details.php?id=12168,http://www.rvandtravelers.com/location_details.php?id=12168,RVer,gulf-,,,US 59,28111 SW FWY,ROSENBERG,TX,77471,281-341-9097 (TRAVEL CENTER),,,0,0,0,4,2,0,,,,281-232-0842,,,,,,,,,,,,
45,Texas,HAMMERLY EXXON,location_details.php?id=47605,http://www.rvandtravelers.com/location_details.php?id=47605,RVer,exxon,,,TX 8,2303 W SAM HOUSTON PKWY N,HOUSTON,TX,77043,713-722-0300 (TRAVEL CENTER),,,10,,,3,0,0,,,,,,,,,,,,,,,,
45,Texas,HANA TRAVEL PLAZA #1,location_details.php?id=54380,http://www.rvandtravelers.com/location_details.php?id=54380,RVer,ind_dealer_1,,,I-40,11301 E I-40,AMARILLO,TX,79103,806-335-9437 (TRAVEL CENTER),,,50,0,0,5,8,0,72-A,,,806-335-9444,,,,,,,,,,,,
45,Texas,HANA TRAVEL PLAZA #2,location_details.php?id=54381,http://www.rvandtravelers.com/location_details.php?id=54381,RVer,exxon,,,I-30,105 E 7TH ST,WINFIELD,TX,75493,903-524-2600 (TRAVEL CENTER),903-524-2600 (WINFIELD CAFE),,,,,6,,,153,,,,,,,,,,,,,,,
45,Texas,HANDI PLUS,location_details.php?id=12378,http://www.rvandtravelers.com/location_details.php?id=12378,RVer,chevron,,,TX 35,2301 W MULLBERRY ST,ANGLETON,TX,77515,979-849-6689 (TRAVEL CENTER),,,2,,,2,0,0,,,,,,,,,,,,,,,,
45,Texas,HANDI STOP,location_details.php?id=12364,http://www.rvandtravelers.com/location_details.php?id=12364,RVer,shell_,,,TX 8,1950 N SAM HOUSTON PKWY E,HOUSTON,TX,77032,281-219-0261 (TRAVEL CENTER),281-219-0261 (BURGER KING),,0,0,0,4,0,0,,,,281-372-8804,,,,,,,,,,,,
45,Texas,HANDI STOP,location_details.php?id=47600,http://www.rvandtravelers.com/location_details.php?id=47600,RVer,shell_,,,TX 8,7745 S SAM HOUSTON PKWY E,HOUSTON,TX,77075,713-991-6789 (TRAVEL CENTER),,,5,,,4,0,0,,,,,,,,,,,,,,,,
45,Texas,HANDY PLUS,location_details.php?id=12177,http://www.rvandtravelers.com/location_details.php?id=12177,RVer,chevron,,,US 59,11420 EASTEX FWY,HOUSTON,TX,77093,281-449-5795 (TRAVEL CENTER),,,45,0,45,4,0,0,,,,,,,,,,,,,,,,
45,Texas,HANDY STOP,location_details.php?id=1292,http://www.rvandtravelers.com/location_details.php?id=1292,RVer,shell_,,,I-610,9009 CLINTON DR,HOUSTON,TX,77029,713-671-2334 (TRAVEL CENTER),,,20,,,4,0,0,28,,,713-671-2338,,,,,,,,,,,,
45,Texas,HARBORSIDE FOOD MART,location_details.php?id=1300,http://www.rvandtravelers.com/location_details.php?id=1300,RVer,valero,,,I-45,8220 HARBORSIDE DR,GALVESTON,TX,77554,409-740-2828 (TRAVEL CENTER),,,10,0,0,4,2,0,1-C,,,509-740-2929,,,,,,,,,,,,
45,Texas,HARDY SHELL,location_details.php?id=54384,http://www.rvandtravelers.com/location_details.php?id=54384,RVer,shell_,,,TX 8,743 N SAM HOUSTON PKWY E,HOUSTON,TX,77060,281-405-8790 (TRAVEL CENTER),281-405-8790 (CHURCH'S CHICKEN),,0,0,0,3,0,0,,,,,,,,,,,,,,,,
45,Texas,HART'S CORNER TRAVEL CENTER,location_details.php?id=54385,http://www.rvandtravelers.com/location_details.php?id=54385,RVer,ind_dealer_1,,,US 385,105 FM 1788,SEMINOLE,TX,79360,432-847-4280 (TRAVEL CENTER),432-847-4280 (KRISPY KRUNCHY CHICKEN),,30,0,0,4,1,0,,,,,,,,,,,,,,,,
45,Texas,HEMPHILL FUEL STOP,location_details.php?id=54387,http://www.rvandtravelers.com/location_details.php?id=54387,RVer,valero,,,TX 87,643 SABINE ST,HEMPHILL,TX,75948,409-787-4700 (TRAVEL CENTER),,,3,0,0,6,0,0,,,,409-787-4701,,,,,,,,,,,,
45,Texas,HEMPSTEAD TRUCK STOP,location_details.php?id=12429,http://www.rvandtravelers.com/location_details.php?id=12429,RVer,shell_,,,HEMPSTEAD RD,14304 HEMPSTEAD RD,HOUSTON,TX,77040,713-895-0001 (TRAVEL CENTER),713-895-0001 (CHAMP'S CHICKEN),,15,,,3,1,0,,,,,,,,,,,,,,,,
45,Texas,HENDERSON DEPOT,location_details.php?id=47617,http://www.rvandtravelers.com/location_details.php?id=47617,RVer,chevron,,,US 259,1609 KILGORE DR,HENDERSON,TX,75652,903-655-1568 (TRAVEL CENTER),,,20,,,4,0,0,,,,,,,,,,,,,,,,
45,Texas,HI HO STORE & CAFE,location_details.php?id=54390,http://www.rvandtravelers.com/location_details.php?id=54390,RVer,shell_,,,TX 105,1921 HWY 105 E,NAVASOTA,TX,77868,936-825-9433 (TRAVEL CENTER),,,2,0,0,5,0,0,,,,,,,,,,,,,,,,
45,Texas,HITCHIN POST TRUCK TERMINAL,location_details.php?id=1333,http://www.rvandtravelers.com/location_details.php?id=1333,RVer,valero,,,I-35,3707 N I-35 STE B,GAINESVILLE,TX,76240,940-665-9521 (TRAVEL CENTER),,,50,9,9,4,2,2,500,,,940-665-9529,,,,,,,,,,,,
45,Texas,HITCHIN POST TRUCK TERMINAL,location_details.php?id=1334,http://www.rvandtravelers.com/location_details.php?id=1334,RVer,shell_,,,I-45,500 I-45,HUNTSVILLE,TX,77320,936-295-2488 (TRAVEL CENTER),,,85,0,0,3,2,3,118,,,,,,,,,,,,,,,
45,Texas,HOBBY EXPRESS TRUCK STOP,location_details.php?id=47801,http://www.rvandtravelers.com/location_details.php?id=47801,RVer,pilot,,,TX 35,8702 TELEPHONE RD,HOUSTON,TX,77061,832-659-0366 (TRAVEL CENTER),,,0,0,0,4,0,0,,,,713-649-3454,,,pilotflyingj.com/stores/1109/,,,,,,,,,
45,Texas,HOWDY'S,location_details.php?id=18877,http://www.rvandtravelers.com/location_details.php?id=18877,RVer,shell_,,,I-10,1790 FABENS RD,FABENS,TX,79838,915-764-6721 (TRAVEL CENTER),,,25,,,2,2,0,49,,,,,,,,,,,,,,,
45,Texas,HUDDLE HOUSE TRUCK STOP,location_details.php?id=47527,http://www.rvandtravelers.com/location_details.php?id=47527,RVer,texaco-,,,I-30,2819 I-30,GREENVILLE,TX,75402,903-527-3311 (TRAVEL CENTER),903-527-3311 (HUDDLE HOUSE),,10,,,3,0,0,87,,,,,,,,,,,,,,,
45,Texas,HUGHES PETROLEUM,location_details.php?id=54416,http://www.rvandtravelers.com/location_details.php?id=54416,RVer,ind_dealer_1,,,US 59,1003 N HOME ST,CORRIGAN,TX,75939,936-398-2840 (TRAVEL CENTER),,,0,0,0,4,0,0,,,,,,,,,,,,,,,,
45,Texas,HWY 190 FUEL STOP,location_details.php?id=12291,http://www.rvandtravelers.com/location_details.php?id=12291,RVer,valero,,,US 190,850 E GIBSON ST,JASPER,TX,75951,409-384-7673 (TRAVEL CENTER),409-384-7673 (FUEL STOP GRILL),,25,0,0,6,2,0,,,1,409-384-8521,,,,,,,,,,,,
45,Texas,HWY 21 TRUCK STOP,location_details.php?id=12372,http://www.rvandtravelers.com/location_details.php?id=12372,RVer,ind_dealer_1,,,TX 21,2714 W HWY 21,BRYAN,TX,77803,979-822-5455 (TRAVEL CENTER),,,30,,,4,2,0,,,,,,,,,,,,,,,,
45,Texas,HWY 290 SHELL TRUCK STOP,location_details.php?id=12344,http://www.rvandtravelers.com/location_details.php?id=12344,RVer,shell_,,,US 290,32150 HEMPSTEAD HWY,HOCKLEY,TX,77447,281-304-1900 (TRAVEL CENTER),,,55,,,6,2,0,,,,,,,,,,,,,,,,
45,Texas,HWY 35 SHELL,location_details.php?id=48393,http://www.rvandtravelers.com/location_details.php?id=48393,RVer,shell_,,,TX 35,7925 7TH ST S HWY 35,BAY CITY,TX,77414,979-244-4660 (TRAVEL CENTER),979-244-4660 (GODFATHER'S PIZZA),,16,0,0,4,3,0,,,,,,,,,,,,,,,,
45,Texas,HWY 96 FUEL STOP,location_details.php?id=47526,http://www.rvandtravelers.com/location_details.php?id=47526,RVer,valero,,,US 96,35024 US-96,BUNA,TX,77612,409-994-9928 (TRAVEL CENTER),,,10,0,0,3,1,0,,,,,,,,,,,,,,,,
45,Texas,I-10 TRAVEL CENTER,location_details.php?id=47560,http://www.rvandtravelers.com/location_details.php?id=47560,RVer,valero,,,I-10,6110 EAST FWY,BAYTOWN,TX,77521,832-640-1692 (TRAVEL CENTER),832-640-1692 (DICKEY'S BBQ),,50,0,50,8,7,0,793,,,481-421-1621,,,,,,,,,,,,
45,Texas,I-45 TRUCK STOP,location_details.php?id=1393,http://www.rvandtravelers.com/location_details.php?id=1393,RVer,shell_,,,I-45,466 I-45 W,FAIRFIELD,TX,75840,903-389-2976 (TRAVEL CENTER),903-389-2976 (TACO BELL),903-389-2976 (I-45 RESTAURANT),40,,,7,2,3,197,903-389-2976 (PONTY'S DINER),,903-389-8002,,,,,,,,,,,,
45,Texas,IMO'S COUNTRY STORE,location_details.php?id=47562,http://www.rvandtravelers.com/location_details.php?id=47562,RVer,ind_dealer_1,,,TX 15,102 S MAIN ST,FOLLETT,TX,79034,806-653-2023 (TRAVEL CENTER),806-653-2023 (IMO'S DELI),,0,0,0,2,0,0,,,,,,,,,,,,,,,,
45,Texas,IMO'S COUNTRY STORE,location_details.php?id=12366,http://www.rvandtravelers.com/location_details.php?id=12366,RVer,ind_dealer_1,,,TX 15,600 E INDUSTRIAL AVE,BOOKER,TX,79005,806-658-4772 (TRAVEL CENTER),806-658-4772 (PICCADILLY PIZZA),,5,0,0,3,0,0,,,,,,,,,,,,,,,,
45,Texas,IMO'S COUNTRY STORE,location_details.php?id=19032,http://www.rvandtravelers.com/location_details.php?id=19032,RVer,ind_dealer_1,,,US 83,2202 S MAIN ST,PERRYTON,TX,79070,806-435-3299 (TRAVEL CENTER),806-435-3299 (IMO'S DELI),,0,0,0,5,0,0,,,,,,,,,,,,,,,,
45,Texas,IMO'S COUNTRY STORE #4,location_details.php?id=54433,http://www.rvandtravelers.com/location_details.php?id=54433,RVer,ind_dealer_1,,,TX 15,11750 HWY 15,FARNSWORTH,TX,79033,806-435-2467 (TRAVEL CENTER),,,,,,2,0,,,,,,,,,,,,,,,,,
45,Texas,IRMA TRAVEL CENTER,location_details.php?id=47709,http://www.rvandtravelers.com/location_details.php?id=47709,RVer,shell_,,,US 77,2217 US 77,ROBSTOWN,TX,78380,361-387-4090 (TRAVEL CENTER),,,100,,,3,2,0,,,,,,,,,,,,,,,,
45,Texas,J & J FUEL STOP,location_details.php?id=12357,http://www.rvandtravelers.com/location_details.php?id=12357,RVer,ind_dealer_1,,,US 380,17997 US HWY 380 W,PONDER,TX,76259,940-482-6066 (TRAVEL CENTER),,,25,,,3,0,0,,,,,,,,,,,,,,,,
45,Texas,JAY'S MINI MART,location_details.php?id=54446,http://www.rvandtravelers.com/location_details.php?id=54446,RVer,valero,,,I-20,11618 I-20,EASTLAND,TX,76448,254-212-5383 (TRAVEL CENTER),,,3,0,0,1,0,0,340,,,,,,,,,,,,,,,
45,Texas,JD'S TRAVEL CENTER,location_details.php?id=1455,http://www.rvandtravelers.com/location_details.php?id=1455,RVer,ind_dealer_1,,,I-35,15881 S I-35,SALADO,TX,76571,254-947-5228 (TRAVEL CENTER),254-947-5228 (JD'S GRILL),,40,0,40,2,2,0,282,,,254-947-0153,,,,,,,,,,,,
45,Texas,JET TRUCK STOP TRAVEL,location_details.php?id=18879,http://www.rvandtravelers.com/location_details.php?id=18879,RVer,exxon,,,I-45,771 TX-179,DEW,TX,75860,903-389-2672 (TRAVEL CENTER),903-389-2672 (JET PLAZA DELI),,85,0,0,6,3,0,189,,,903-389-4214,,,,,,,,,,,,
45,Texas,JOHNNY'S FOOD MART,location_details.php?id=54072,http://www.rvandtravelers.com/location_details.php?id=54072,RVer,ind_dealer_1,,,FM 529,11250 FM 529 RD,HOUSTON,TX,77041,713-849-5778 (TRAVEL CENTER),713-849-5778,,0,0,0,4,0,0,,,,,,,,,,,,,,,,
45,Texas,JOLLY TRUCK STOP,location_details.php?id=54455,http://www.rvandtravelers.com/location_details.php?id=54455,RVer,ind_dealer_1,,,US 287,3392 US HWY 287,JOLLY,TX,76305,940-767-8536 (TRAVEL CENTER),940-767-8536 (JOLLY GRILL AND RESTAURANT),,30,0,0,6,5,0,,,,940-723-8271,,,,,,,,,,,,
45,Texas,JP'S SUPER STOP,location_details.php?id=3744,http://www.rvandtravelers.com/location_details.php?id=3744,RVer,chevron,,,I-37,4460 E TX-97,PLEASANTON,TX,78064,830-281-2377 (TRAVEL CENTER),,,15,0,0,2,0,0,109,,,,,,,,,,,,,,,
45,Texas,JP'S TRUCK STOP,location_details.php?id=1496,http://www.rvandtravelers.com/location_details.php?id=1496,RVer,gulf-,,,I-10,45950 I-10,WINNIE,TX,77665,409-296-2183 (TRAVEL CENTER),,,15,0,0,6,2,0,829,,,,,,,,,,,,,,,
45,Texas,JUD'S FOOD & FUEL #5,location_details.php?id=54458,http://www.rvandtravelers.com/location_details.php?id=54458,RVer,shell_,,,I-10,2999 HWY 123 BYP,SEGUIN,TX,78155,830-379-1201 (TRAVEL CENTER),830-379-1201 (SUBWAY),830-379-1201 (KRISPY KRUNCHY CHICKEN),50,0,0,5,0,0,610,,,830-379-3673,,,,,,,,,,,,
45,Texas,KAMAY Y C STORE,location_details.php?id=12238,http://www.rvandtravelers.com/location_details.php?id=12238,RVer,shell_,,,US 82,8682 SEYMOUR HWY,WICHITA FALLS,TX,76310,940-692-1581 (TRAVEL CENTER),,,0,0,0,2,0,0,,,,,,,,,,,,,,,,
45,Texas,KATHY'S SHELL,location_details.php?id=12329,http://www.rvandtravelers.com/location_details.php?id=12329,RVer,shell_,,,US 287,2105 S COLLEGE AVE,DECATUR,TX,76234,940-627-5700 (TRAVEL CENTER),,,30,,,3,0,0,,,,,,,,,,,,,,,,
45,Texas,KATY TRUCK STOP,location_details.php?id=47683,http://www.rvandtravelers.com/location_details.php?id=47683,RVer,texaco-,,,I-10,24985 KATY FWY,KATY,TX,77494,281-395-0515 (TRAVEL CENTER),281-395-0515 (VOLTEMO),,15,0,0,4,0,6,745,,,,,,,,,,,,,,,
45,Texas,KENT KWIK,location_details.php?id=2152,http://www.rvandtravelers.com/location_details.php?id=2152,RVer,chevron,,,I-10,2800 N STATE HWY 18,FORT STOCKTON,TX,79735,432-336-8677 (TRAVEL CENTER),432-336-8677 (BURGER KING),,10,0,0,6,1,0,258,,,,,,,,,,,,,,,
45,Texas,KENT KWIK,location_details.php?id=47671,http://www.rvandtravelers.com/location_details.php?id=47671,RVer,texaco-,,,TX 158,11400 TX-158,MIDLAND,TX,79707,432-561-8093 (TRAVEL CENTER),,,15,,,5,2,0,,,,,,,,,,,,,,,,
45,Texas,KENT KWIK,location_details.php?id=47684,http://www.rvandtravelers.com/location_details.php?id=47684,RVer,texaco-,,,TX 302,240 TX-302,KERMIT,TX,79745,432-586-2960 (TRAVEL CENTER),,,55,0,0,2,2,0,,,,,,,,,,,,,,,,
45,Texas,KENT KWIK C-STORE,location_details.php?id=12246,http://www.rvandtravelers.com/location_details.php?id=12246,RVer,texaco-,,,US 83,2600 S MAIN ST,PERRYTON,TX,79070,806-435-4777 (TRAVEL CENTER),,,25,0,0,4,2,0,,,,806-435-9222,,,,,,,,,,,,
45,Texas,KENT SOUTHWEST,location_details.php?id=47564,http://www.rvandtravelers.com/location_details.php?id=47564,RVer,shell_,,,I-10,3301 W DICKINSON BLVD,FORT STOCKTON,TX,79735,432-336-2538 (TRAVEL CENTER),,,10,,,4,0,0,256,,,,,,,,,,,,,,,
45,Texas,KENT TRAVEL CENTER,location_details.php?id=47676,http://www.rvandtravelers.com/location_details.php?id=47676,RVer,texaco-,,,I-20,2113 S STOCKTON AVE,MONAHANS,TX,79756,432-943-6341 (TRAVEL CENTER),,,10,0,0,4,3,0,80,,,432-943-2367,,,,,,,,,,,,
45,Texas,KIM'S 24,location_details.php?id=12280,http://www.rvandtravelers.com/location_details.php?id=12280,RVer,shell_,,,US 175,209 US HWY 175 W,EUSTACE,TX,75124,903-425-3081 (TRAVEL CENTER),903-425-3081 (SUBWAY),,3,0,0,2,0,0,,,,,,,,,,,,,,,,
45,Texas,KIM'S TRAVEL PLAZA #26 - ATLANTA,location_details.php?id=55855,http://www.rvandtravelers.com/location_details.php?id=55855,RVer,shell_,,,US 59,2007 W MAIN ST,ATLANTA,TX,75551,903-796-3841 (TRAVEL CENTER),903-796-3841 (WHATABURGER),,10,0,0,2,0,,,,,,,,,,,,,,,,,
45,Texas,KIM'S TRAVEL PLAZA #44 - PITTSBURG,location_details.php?id=55838,http://www.rvandtravelers.com/location_details.php?id=55838,RVer,shell_,,,US 271,2241 US-271,PITTSBURG,TX,75686,903-855-8011 (TRAVEL CENTER),903-855-8011 (IHOP),903-855-8011 (BOXCAR EXPRESS),,,,4,0,,,,,,,,,,,,,,,,,
45,Texas,KING FUELS,location_details.php?id=19120,http://www.rvandtravelers.com/location_details.php?id=19120,RVer,exxon,,,US 77,8140 N HWY 77,SINTON,TX,78387,281-449-9975 (TRAVEL CENTER),,,50,,,5,2,0,,,,,,,,,,,,,,,,
45,Texas,KING MART,location_details.php?id=47569,http://www.rvandtravelers.com/location_details.php?id=47569,RVer,valero,,,I-45,2050 TX-31,CORSICANA,TX,75109,903-874-4800 (TRAVEL CENTER),,,0,0,0,1,0,0,231,,,,,,,,,,,,,,,
45,Texas,KINGSVILLE FOOD STORE,location_details.php?id=54475,http://www.rvandtravelers.com/location_details.php?id=54475,RVer,valero,,,US 77,1029  US 77 BYP,KINGSVILLE,TX,78363,361-221-9859 (TRAVEL CENTER),361-221-9859 (HUNT BROTHERS PIZZA),,15,0,0,5,0,0,,,,,,,,,,,,,,,,
45,Texas,KNOX SUPER STOP,location_details.php?id=12233,http://www.rvandtravelers.com/location_details.php?id=12233,RVer,ind_dealer_1,,,US 80,600 E US HWY 80,FORNEY,TX,75126,972-552-9021 (TRAVEL CENTER),,,25,0,0,2,1,0,FM 460,,,972-552-4821,,,,,,,,,,,,
45,Texas,KOSSE TRAVEL CENTER,location_details.php?id=47688,http://www.rvandtravelers.com/location_details.php?id=47688,RVer,exxon,,,TX 7,506 WASHINGTON ST,KOSSE,TX,76653,254-375-2777 (TRAVEL CENTER),,,15,0,0,4,2,0,,,,254-375-2404,,,,,,,,,,,,
45,Texas,KUNTRY KORNER,location_details.php?id=1640,http://www.rvandtravelers.com/location_details.php?id=1640,RVer,valero,,,I-37,103344 I-37,PLEASANTON,TX,78064,830-569-2026 (TRAVEL CENTER),830-569-2026 (STEAK N EGG'S),,80,0,0,3,3,0,104,,2,830-569-2910,,,,,,,,,,,,
45,Texas,KUNTRY KWICK,location_details.php?id=47547,http://www.rvandtravelers.com/location_details.php?id=47547,RVer,exxon,,,TX 105,16244 TX-105,CONROE,TX,77306,936-264-2200 (TRAVEL CENTER),,,10,,,4,0,0,,,,,,,,,,,,,,,,
45,Texas,KWIK CHEK,location_details.php?id=12208,http://www.rvandtravelers.com/location_details.php?id=12208,RVer,exxon,,,US 69,101 TX 121,TRENTON,TX,75490,903-989-5303 (TRAVEL CENTER),903-989-5303 (KWIK CAFE),,30,0,0,4,0,0,,,,,,,,,,,,,,,,
45,Texas,KWIK PANTRY #102,location_details.php?id=54520,http://www.rvandtravelers.com/location_details.php?id=54520,RVer,ind_dealer_1,,,US 77,5402 S US HWY 77,KINGSVILLE,TX,78363,361-592-0293 (TRAVEL CENTER),,,0,0,0,1,0,0,,,,,,,,,,,,,,,,
45,Texas,KWIK-CHEK,location_details.php?id=3507,http://www.rvandtravelers.com/location_details.php?id=3507,RVer,exxon,,,I-20,2503 RANKIN HWY,MIDLAND,TX,79706,432-682-5024 (TRAVEL CENTER),,,10,0,0,4,0,0,136,,,,,,,,,,,,,,,
45,Texas,KYLE'S KWIK STOP,location_details.php?id=47672,http://www.rvandtravelers.com/location_details.php?id=47672,RVer,exxon,,,US 69,2015 S JACKSON ST,JACKSONVILLE,TX,75766,903-586-3933 (TRAVEL CENTER),,,10,0,0,3,0,0,,,,,,,,,,,,,,,,
45,Texas,KYLES KWIK STOP,location_details.php?id=47646,http://www.rvandtravelers.com/location_details.php?id=47646,RVer,exxon,,,I-20,15605 FM 968 W,LONGVIEW,TX,75602,903-234-8221 (TRAVEL CENTER),903-234-8221 (SONIC),,10,0,0,3,0,0,599,,,903-234-8566,,,,,,,,,,,,
