state_id,state,name,href,full_url,stop_type,Chain,Latitude,Longitude,Highway,Street Address,City,State,Postal Code,Phone,Fax,# of Parking Spots,# of Fuel Lanes,# of Showers,# of Truck Service Bays,# of Reserved Parking Spots,# of Paid Parking Spots,Exit,Phone 2,Phone 3,Diesel,Bulk Def,Unleaded,# of Men's Showers,Propane,Phone 4,Phone 5,Hours of Operation,Mile Marker,Road Name,https,Mailing Address
21,Michigan,NEXT DOOR STORE #18,location_details.php?id=11178,https://www.truckstopsandservices.com/location_details.php?id=11178,Trucker,marathon,45.644878,-84.470034,US 23,309 E STATE ST,CHEBOYGAN,MI,49721,231-627-7941 (TRAVEL CENTER),,0,2,0,0,0,0,,,,,,,,,,,,,,,
21,Michigan,NEXT DOOR STORE #5017,location_details.php?id=54737,https://www.truckstopsandservices.com/location_details.php?id=54737,Trucker,marathon,45.77853,-84.732796,I-75,308 S NICOLET ST,MACKINAW CITY,MI,49701,231-436-8911 (TRAVEL CENTER),,,4,,,,,338,,,,,,,,,,,,,,
21,Michigan,NEXT DOOR STORE #5039,location_details.php?id=54738,https://www.truckstopsandservices.com/location_details.php?id=54738,Trucker,marathon,43.61232,-84.747505,MI 20,5025 E PICKARD RD,MOUNT PLEASANT,MI,48858,989-773-1122 (TRAVEL CENTER),,0,3,0,0,0,0,,,,,,,,,,,,,,,
21,Michigan,NORDINE'S,location_details.php?id=11160,https://www.truckstopsandservices.com/location_details.php?id=11160,Trucker,ind_dealer_1,46.264042,-89.178262,US 2,4574 US 45,WATERSMEET,MI,49965,906-358-4717 (TRAVEL CENTER),906-358-4710,25,2,2,0,,,,906-358-2022 (ROADHOUSE GRILL),,,,,,,,,,,,,
21,Michigan,NORTH 141 TRAVEL PLAZA,location_details.php?id=11241,https://www.truckstopsandservices.com/location_details.php?id=11241,Trucker,marathon,46.545629,-88.536905,US 141,13352 STATE HWY M28,COVINGTON,MI,49919,906-355-2424 (TRAVEL CENTER),906-355-2489,35,2,2,0,,,,906-355-2424 (HARDWOOD CAFE),,,,,,,,,,,,,
21,Michigan,NORTH RIVER MOBIL,location_details.php?id=2139,https://www.truckstopsandservices.com/location_details.php?id=2139,Trucker,mobil_oil__type,42.593108,-82.85991,I-94,24701 N RIVER RD,MOUNT CLEMENS,MI,48043,586-468-2712 (TRAVEL CENTER),,5,4,0,0,0,0,237,,,,,,,,,,,,,,
21,Michigan,NORTHERN SPRINGS MOBIL,location_details.php?id=11224,https://www.truckstopsandservices.com/location_details.php?id=11224,Trucker,mobil_oil__type,43.174852,-85.580873,US 131,3620 14 MILE RD NE,CEDAR SPRINGS,MI,49319,616-863-0354 (TRAVEL CENTER),,0,3,0,0,,,101,,,,,,,,,,,,,,
21,Michigan,NORTHWIND TRAVEL CENTER,location_details.php?id=11236,https://www.truckstopsandservices.com/location_details.php?id=11236,Trucker,marathon,43.888287,-85.523045,US 131,5065 220TH AVE,REED CITY,MI,49677,231-832-1850 (TRAVEL CENTER),231-832-5450,25,4,1,0,,,153,,,,,,,,,,,,,,
21,Michigan,PANTRY RESTAURANT & TRUCK STOP,location_details.php?id=11159,https://www.truckstopsandservices.com/location_details.php?id=11159,Trucker,ind_dealer_1,45.924921,-86.982596,US 2,10455 BAY SHORE DR,RAPID RIVER,MI,49878,906-474-2117 (TRAVEL CENTER),906-474-2116,32,6,4,0,,,,,,,,,,,,,,,,,
21,Michigan,PARMA TRAVEL CENTER,location_details.php?id=2187,https://www.truckstopsandservices.com/location_details.php?id=2187,Trucker,bp-,42.267182,-84.624025,I-94,12301 W MICHIGAN AVE,PARMA,MI,49269,517-531-8800 (TRAVEL CENTER),517-531-8300,25,8,3,0,0,0,128,517-531-3044 (BURGER KING),,,,,,,,,,,,,
21,Michigan,PICKLEMAN'S 1 STOP,location_details.php?id=11122,https://www.truckstopsandservices.com/location_details.php?id=11122,Trucker,ind_dealer_1,46.303389,-85.511895,MI 28,14077 STATE HWY M28,NEWBERRY,MI,49868,906-293-5831 (TRAVEL CENTER),906-293-5881,15,3,1,0,,,,906-293-5856 (SUBWAY),906-293-3777 (M28 CAVERN & GRILL),,,,,,,,,,,,
21,Michigan,Pilot Travel Center,location_details.php?id=64488,https://www.truckstopsandservices.com/location_details.php?id=64488,Trucker,,42.74123,-86.07009,I-196,,Holland,MI,49423,616-741-6199,,,,,,,,,,,,,,,,,,,,,,
21,Michigan,PILOT TRAVEL CENTER #1021,location_details.php?id=47593,https://www.truckstopsandservices.com/location_details.php?id=47593,Trucker,pilot,42.740342,-86.071106,I-196,853 INTERCHANGE DR,HOLLAND,MI,49423,616-796-2240 (TRAVEL CENTER),616-796-2244,74,8,7,0,12,12,49,616-796-2240 (ARBY'S),,3.799,4.259,,,,,,,,,,
21,Michigan,PILOT TRAVEL CENTER #17,location_details.php?id=17443,https://www.truckstopsandservices.com/location_details.php?id=17443,Trucker,pilot,42.303607,-85.081859,I-94,15901 ELEVEN MILE RD,BATTLE CREEK,MI,49014,269-968-9949 (TRAVEL CENTER),269-968-9610,75,7,5,0,8,8,104,269-968-9949 (MCDONALD'S),,3.659,4.259,3.099,,,,,,,,,
21,Michigan,PILOT TRAVEL CENTER #21,location_details.php?id=17446,https://www.truckstopsandservices.com/location_details.php?id=17446,Trucker,pilot,42.301316,-83.877913,I-94,750 BAKER RD,DEXTER,MI,48130,734-426-4618 (TRAVEL CENTER),734-426-7836,80,5,3,0,0,0,167,734-426-7881 (SUBWAY),,3.499,4.259,3.239,,,,,,,,,
21,Michigan,PILOT TRAVEL CENTER #23,location_details.php?id=17449,https://www.truckstopsandservices.com/location_details.php?id=17449,Trucker,pilot,42.882695,-85.074679,I-96,7205 S STATE RD,IONIA,MI,48846,616-527-6520 (TRAVEL CENTER),616-527-5913,20,6,4,0,0,0,67,616-527-6500 (SUBWAY),,3.129,3.999,2.959,,,,,,,,,
21,Michigan,PILOT TRAVEL CENTER #24,location_details.php?id=17452,https://www.truckstopsandservices.com/location_details.php?id=17452,Trucker,pilot,41.924893,-83.366625,I-75,1100 N DIXIE HWY,MONROE,MI,48162,734-242-9650 (TRAVEL CENTER),734-242-6538,16,6,3,0,0,0,15,734-242-4458 (SUBWAY),,3.399,4.259,2.899,2,,,,,,,,
21,Michigan,PILOT TRAVEL CENTER #26,location_details.php?id=11182,https://www.truckstopsandservices.com/location_details.php?id=11182,Trucker,pilot,41.79815,-83.693378,US 23,6158 US-223,OTTAWA LAKE,MI,49267,734-854-1772 (TRAVEL CENTER),734-854-6912,170,10,8,0,5,5,5,734-854-1772 (MCDONALD'S),,3.559,4.259,3.059,,,,,,,,,
21,Michigan,PILOT TRAVEL CENTER #284,location_details.php?id=17457,https://www.truckstopsandservices.com/location_details.php?id=17457,Trucker,pilot,41.964056,-83.354402,I-75,1200 NADEAU RD,MONROE,MI,48161,734-457-3500 (TRAVEL CENTER),734-457-2835,60,8,5,0,5,5,18,734-457-3500 (TACO BELL),,3.399,4.259,2.899,,,,,,,,,
21,Michigan,PILOT TRAVEL CENTER #296,location_details.php?id=17461,https://www.truckstopsandservices.com/location_details.php?id=17461,Trucker,pilot,42.295781,-83.878244,I-94,195 BAKER RD,DEXTER,MI,48130,734-426-0065 (TRAVEL CENTER),734-426-0339,80,8,5,0,4,4,167,,,3.499,4.259,3.239,,,,,,,,,
21,Michigan,PILOT TRAVEL CENTER #596,location_details.php?id=37350,https://www.truckstopsandservices.com/location_details.php?id=37350,Trucker,pilot,42.976044,-82.543317,I-69,2424 WADHAMS RD,SMITHS CREEK,MI,48074,810-987-7823 (TRAVEL CENTER),810-987-7869,65,8,5,0,6,6,196,810-987-7859 (SUBWAY),810-987-7823 (CINNABON),3.859,4.259,,,,,,,,,,
21,Michigan,PILOT TRAVEL CENTER #666,location_details.php?id=1113,https://www.truckstopsandservices.com/location_details.php?id=1113,Trucker,pilot,42.090455,-86.412945,I-94,1860 E NAPIER AVE,BENTON HARBOR,MI,49022,269-925-7547 (TRAVEL CENTER),269-925-7508,135,10,6,0,10,10,30,269-925-6447 (WENDY'S),,3.599,4.259,2.939,,3.299,,,,,,,
21,Michigan,PINCONNING EXPRESS STOP,location_details.php?id=2599,https://www.truckstopsandservices.com/location_details.php?id=2599,Trucker,bp-,43.853862,-84.024636,I-75,520 E PINCONNING RD,PINCONNING,MI,48650,989-484-9627 (TRAVEL CENTER),989-879-5709,25,4,2,0,0,0,181,,,,,,,,,,,,,,
21,Michigan,PIONEER AUTO/TRUCK PLAZA,location_details.php?id=2603,https://www.truckstopsandservices.com/location_details.php?id=2603,Trucker,shell_,42.296115,-84.964829,I-94,15423 US HWY 27 N,MARSHALL,MI,49068,269-781-6900 (TRAVEL CENTER),269-781-3384,125,6,4,0,0,0,110,,,,,,,,,,,,,,
21,Michigan,POHL'S TRAVEL PLAZA,location_details.php?id=2633,https://www.truckstopsandservices.com/location_details.php?id=2633,Trucker,mobil_oil__type,42.79734,-84.737314,I-96,10945 W GRAND RIVER HWY,GRAND LEDGE,MI,48837,517-622-0770 (TRAVEL CENTER),,25,5,1,0,0,0,86,517-622-1630 (MCDONALD'S),,,,,,,,,,,,,
21,Michigan,PRAIRIEVILLE 66,location_details.php?id=11250,https://www.truckstopsandservices.com/location_details.php?id=11250,Trucker,ind_dealer_1,42.501183,-85.455033,NORRIS RD,10477 S NORRIS RD,DELTON,MI,49046,269-623-6577 (TRAVEL CENTER),,5,2,0,0,0,0,,,,,,,,,,,,,,,
21,Michigan,PRI MAR FUEL CENTER,location_details.php?id=2651,https://www.truckstopsandservices.com/location_details.php?id=2651,Trucker,bp-,42.077898,-86.416627,I-94,2215 S PIPESTONE RD,BENTON HARBOR,MI,49022,269-925-2929 (TRAVEL CENTER),269-925-7827,70,7,0,0,0,0,29,,,,,,,,,,,,,,
21,Michigan,PS FOOD MART,location_details.php?id=430,https://www.truckstopsandservices.com/location_details.php?id=430,Trucker,citgo,42.291773,-84.96332,I-94,15252 US HWY 27 N,MARSHALL,MI,49068,269-789-1982 (TRAVEL CENTER),269-789-2310,16,4,0,0,,,110,,,,,,,,,,,,,,
21,Michigan,RAPID RIVER MINI MART,location_details.php?id=11191,https://www.truckstopsandservices.com/location_details.php?id=11191,Trucker,mobil_oil__type,45.927933,-86.974705,US 2,7668 US-2,RAPID RIVER,MI,49878,906-474-6990 (TRAVEL CENTER),,0,4,0,0,,,,,,,,,,,,,,,,,
21,Michigan,ROAD HAWK TRAVEL CENTER,location_details.php?id=2758,https://www.truckstopsandservices.com/location_details.php?id=2758,Trucker,marathon,42.197265,-85.96622,I-94,60902 M-51,PAW PAW,MI,49079,269-657-7357 (TRAVEL CENTER),269-657-2056,50,3,3,0,0,0,56,,,,,,,,,,,,,,
21,Michigan,ROAD TRIP OASIS,location_details.php?id=2782,https://www.truckstopsandservices.com/location_details.php?id=2782,Trucker,sunoco,42.835463,-84.222142,I-69,3034 LANSING RD,PERRY,MI,48872,517-625-1112 (TRAVEL CENTER),517-625-1170,75,5,3,0,0,0,105,517-625-1181 (JERSEY GIANT SUBS),517-625-5566 (THE BEARS 105 DINER),,,,,,,,,,,,
21,Michigan,ROCKFORD MOBIL,location_details.php?id=11240,https://www.truckstopsandservices.com/location_details.php?id=11240,Trucker,mobil_oil__type,43.117055,-85.611793,US 131,8501 ALGOMA AVE NE,ROCKFORD,MI,49341,616-863-0999 (TRAVEL CENTER),,0,4,0,0,,,97,,,,,,,,,,,,,,
21,Michigan,S & K,location_details.php?id=11176,https://www.truckstopsandservices.com/location_details.php?id=11176,Trucker,marathon,43.84066,-84.767996,US 10,10197 S CLARE AVE,CLARE,MI,48617,989-386-2276 (TRAVEL CENTER),,22,6,0,0,,,,,,,,,,,,,,,,,
21,Michigan,S & K MARATHON,location_details.php?id=1211,https://www.truckstopsandservices.com/location_details.php?id=1211,Trucker,marathon,45.027625,-84.702692,I-75,1482 MI 32,GAYLORD,MI,49735,989-732-5009 (TRAVEL CENTER),989-731-0393,4,3,0,0,4,4,282,,,,,,,,,,,,,,
21,Michigan,SADDLE UP GAS & GROCERY,location_details.php?id=18673,https://www.truckstopsandservices.com/location_details.php?id=18673,Trucker,marathon,44.430387,-86.128737,US 31,12991 PLEASANTON HWY,BEAR LAKE,MI,49614,231-864-3060 (TRAVEL CENTER),,0,4,0,0,,,,,,,,,,,,,,,,,
21,Michigan,SAGOLA MINI MART,location_details.php?id=11149,https://www.truckstopsandservices.com/location_details.php?id=11149,Trucker,bp-,46.086833,-88.075549,MI 95,10096 M-95,SAGOLA,MI,49870,906-542-7272 (TRAVEL CENTER),,10,4,0,0,,,,,,,,,,,,,,,,,
21,Michigan,SCHARF'S DIESEL SHOP,location_details.php?id=54902,https://www.truckstopsandservices.com/location_details.php?id=54902,Trucker,marathon,42.47689,-83.037169,I-696,6650 E TEN MILE RD,CENTER LINE,MI,48015,586-757-2708 (TRAVEL CENTER),586-757-2708,0,2,0,0,0,0,22,,,,,,,,,,,,,,
21,Michigan,SCOTT'S QUIK STOP,location_details.php?id=11139,https://www.truckstopsandservices.com/location_details.php?id=11139,Trucker,ind_dealer_1,43.415574,-83.087431,MI 53,5 N VAN DYKE RD,MARLETTE,MI,48453,989-635-2066 (TRAVEL CENTER),,20,4,2,0,0,0,,,,,,,,,,,,,,,
21,Michigan,SETTLER'S CO-OP,location_details.php?id=11216,https://www.truckstopsandservices.com/location_details.php?id=11216,Trucker,cenex--300_0,46.535131,-89.178397,US 45,14043 US-45,BRUCE CROSSING,MI,49912,906-827-3515 (TRAVEL CENTER),906-827-3340,0,4,0,0,,,M28,,,,,,,,,,,,,,
21,Michigan,SHOP-N-GO,location_details.php?id=11188,https://www.truckstopsandservices.com/location_details.php?id=11188,Trucker,mobil_oil__type,44.294141,-83.436073,US 23,2099 US-23,EAST TAWAS,MI,48730,989-362-7551 (TRAVEL CENTER),989-362-9654,10,4,0,0,,,,,,,,,,,,,,,,,
21,Michigan,SHOPPER'S SAVE,location_details.php?id=18679,https://www.truckstopsandservices.com/location_details.php?id=18679,Trucker,citgo,44.740481,-85.174232,US 131,606 N CEDAR ST,KALKASKA,MI,49646,231-258-2330 (TRAVEL CENTER),,5,2,0,0,0,0,,,,,,,,,,,,,,,
