state_id,state,name,href,full_url,stop_type,Chain,Latitude,Longitude,Highway,Street Address,City,State,Postal Code,Phone,# of Parking Spots,# of Fuel Lanes,# of Showers,# of Truck Service Bays,# of Reserved Parking Spots,# of Paid Parking Spots,Phone 2,Fax,Exit,Phone 3,# of Men's Showers,Unleaded,Diesel,Bulk Def,Propane,Phone 4,https,Mailing Address,Phone 5,http,Mile Marker,Road Name,Hours of Operation
1,Alabama,HOBO PANTRY #21,location_details.php?id=54398,http://www.rvandtravelers.com/location_details.php?id=54398,RVer,marathon,,,US 231,1022 S US 231,OZARK,AL,36360,334-774-1355 (TRAVEL CENTER),0,2,0,0,0,0,334-774-1355 (HUNT BROTHERS PIZZA),,,,,,,,,,,,,,,,
1,Alabama,HOBO PANTRY #23,location_details.php?id=54399,http://www.rvandtravelers.com/location_details.php?id=54399,RVer,marathon,,,FLORALA HWY,707 FLORALA HWY,OPP,AL,36467,334-493-2654 (TRAVEL CENTER),5,4,0,0,0,0,,,,,,,,,,,,,,,,,
1,Alabama,HOLLYWOOD TRUCK STOP,location_details.php?id=10130,http://www.rvandtravelers.com/location_details.php?id=10130,RVer,ind_dealer_1,,,US 72,28646 US-72,HOLLYWOOD,AL,35752,256-259-1280,10,2,0,0,,,,,,,,,,,,,,,,,,,
1,Alabama,I-20 TRUCK STOP,location_details.php?id=1383,http://www.rvandtravelers.com/location_details.php?id=1383,RVer,ind_dealer_1,,,I-20,12089 STEMLEY RD,LINCOLN,AL,35096,205-763-7626 (TRAVEL CENTER),65,7,3,0,0,0,205-763-7626 (THE BROILER ROOM),205-763-2880,165,,,,,,,,,,,,,,
1,Alabama,I-20/59 TRAVEL CENTER,location_details.php?id=1384,http://www.rvandtravelers.com/location_details.php?id=1384,RVer,chevron,,,I-20/59,3597 JAYBIRD RD,BRIGHTON,AL,35020,205-428-6079 (TRAVEL CENTER),15,5,5,0,0,15,205-428-6079 (KRISPY KRUNCHY CHICKEN),205-428-6078,113,205-428-6079 (TACO TACO),4,,,,,,,,,,,,
1,Alabama,INLAND #650,location_details.php?id=44742,http://www.rvandtravelers.com/location_details.php?id=44742,RVer,ind_dealer_1,,,US 431,2357 REEVES ST,DOTHAN,AL,36303,334-712-4355 (TRAVEL CENTER),3,2,0,0,0,0,,,REEVES ST,,,,,,,,,,,,,,
1,Alabama,J & J OIL (MARATHON),location_details.php?id=184,http://www.rvandtravelers.com/location_details.php?id=184,RVer,marathon,,,I-65,101 HWY 55 E,FALKVILLE,AL,35622,256-784-5980 (TRAVEL CENTER),50,2,0,0,0,0,,,322,,,,,,,,,,,,,,
1,Alabama,J-MART #567,location_details.php?id=54454,http://www.rvandtravelers.com/location_details.php?id=54454,RVer,marathon,,,AL 67,1305 HWY 67,DECATUR,AL,35603,256-351-8928 (TRAVEL CENTER),,1,,,,,,,,,,,,,,,,,,,,,
1,Alabama,JACKS TRUCK STOP,location_details.php?id=1441,http://www.rvandtravelers.com/location_details.php?id=1441,RVer,shell_,,,I-65,1639 CO RD 437,CULLMAN,AL,35055,256-739-0220 (TRAVEL CENTER),80,8,5,3,0,0,256-739-0220 (JACK'S DELI),256-739-2680,304,,,,,,,,,,,,,,
1,Alabama,JASPER FOOD MART,location_details.php?id=10133,http://www.rvandtravelers.com/location_details.php?id=10133,RVer,citgo,,,US 78,9520 HWY 78 E,JASPER,AL,35501,205-483-6271,20,6,2,0,,,,,,,,,,,,,,,,,,,
1,Alabama,JEMISON EXXON,location_details.php?id=1458,http://www.rvandtravelers.com/location_details.php?id=1458,RVer,exxon,,,I-65,12820 CO RD 42,JEMISON,AL,35085,205-688-1022 (TRAVEL CENTER),50,5,2,0,0,0,205-688-1022 (SUBWAY),205-688-2690,219,,,,,,,,,,,,,,
1,Alabama,JET-PEP,location_details.php?id=47843,http://www.rvandtravelers.com/location_details.php?id=47843,RVer,ind_dealer_1,,,I-65,2689 AL 17,WALLACE,AL,36426,251-296-9141 (TRAVEL CENTER),12,5,0,0,,,251-296-9141 (SUBWAY),,69,,,,,,,,,,,,,,
1,Alabama,JOE'S GROCERY,location_details.php?id=1475,http://www.rvandtravelers.com/location_details.php?id=1475,RVer,ind_dealer_1,,,I-85,2104 W POINT PKWY,OPELIKA,AL,36801,334-749-9179,12,2,0,0,,,,,64,,,,,,,,,,,,,,
1,Alabama,JP'S GENERAL STORE,location_details.php?id=44594,http://www.rvandtravelers.com/location_details.php?id=44594,RVer,ind_dealer_1,,,AL 10,3679 AL 10,ABBEVILLE,AL,36310,334-585-0019 (TRAVEL CENTER),0,2,0,0,0,0,334-585-0019 (TRISHA'S DINER),,,,,,,,,,,,,,,,
1,Alabama,KANGAROO EXPRESS,location_details.php?id=2714,http://www.rvandtravelers.com/location_details.php?id=2714,RVer,shell_,,,I-65,25499 AL-41,RANGE,AL,36426,251-248-2948,10,3,0,0,,,,,77,,,,,,,,,,,,,,
1,Alabama,KANGAROO EXPRESS,location_details.php?id=10099,http://www.rvandtravelers.com/location_details.php?id=10099,RVer,ind_dealer_1,,,AL 69,6718 AL-69,TUSCALOOSA,AL,35405,205-345-3095,7,2,0,0,,,,,,,,,,,,,,,,,,,
1,Alabama,KANGAROO EXPRESS,location_details.php?id=18446,http://www.rvandtravelers.com/location_details.php?id=18446,RVer,shell_,,,US 31,901 W NASHVILLE AVE,ATMORE,AL,36502,251-368-5374 (TRAVEL CENTER),2,2,0,0,,,,,,,,,,,,,,,,,,,
1,Alabama,KANGAROO EXPRESS,location_details.php?id=18461,http://www.rvandtravelers.com/location_details.php?id=18461,RVer,shell_,,,I-65,13400 LA-113,BREWTON,AL,36426,251-296-7214,70,6,4,5,,,,251-296-7253,69,,,,,,,,,,,,,,
1,Alabama,KANGAROO EXPRESS #3904,location_details.php?id=10163,http://www.rvandtravelers.com/location_details.php?id=10163,RVer,ind_dealer_1,,,US 231,3934 US 231,OZARK,AL,36360,334-445-3999,50,8,4,0,0,0,,334-445-0960,,,,,,,,,,,,,,,
1,Alabama,KANGAROO EXPRESS/CIRCLE K,location_details.php?id=10189,http://www.rvandtravelers.com/location_details.php?id=10189,RVer,ind_dealer_1,,,US 431,4196 ROSS CLARK CIRCLE,DOTHAN,AL,36303,334-678-8699 (TRAVEL CENTER),15,5,0,0,0,0,,,HEADLAND AVE,,,,,,,,,,,,,,
1,Alabama,KILPATRICK QUICK MART,location_details.php?id=54472,http://www.rvandtravelers.com/location_details.php?id=54472,RVer,ind_dealer_1,,,AL 68,19174 AL 68,KILPATRICK,AL,35962,256-561-2484 (TRAVEL CENTER),0,4,0,0,0,0,,,,,,,,,,,,,,,,,
1,Alabama,LAKESIDE OIL COMPANY (TEXACO),location_details.php?id=44761,http://www.rvandtravelers.com/location_details.php?id=44761,RVer,texaco-,,,US 431,3281 US 431 S,EUFALA,AL,36027,334-687-0834 (TRAVEL CENTER),2,2,0,0,0,0,,,,,,,,,,,,,,,,,
1,Alabama,LILLIAN CHEVRON,location_details.php?id=10155,http://www.rvandtravelers.com/location_details.php?id=10155,RVer,chevron,,,US 98,33780 US-98,LILLIAN,AL,36549,251-962-3600 (TRAVEL CENTER),13,2,0,0,2,2,251-962-3600 (SUBWAY),251-962-4515,,,,,,,,,,,,,,,
1,Alabama,LOVE'S TRAVEL STOP #206,location_details.php?id=1869,http://www.rvandtravelers.com/location_details.php?id=1869,RVer,loves-travel-stops-country-stores_416x416,,,I-10,126 E FLYING K RD,LOXLEY,AL,36551,251-964-2090 (TRAVEL CENTER),92,6,7,2,0,0,251-964-2090 (ARBY'S),251-964-2092,44,,,2.999,3.549,3.949,0.019,,,,,,,,
1,Alabama,LOVE'S TRAVEL STOP #225,location_details.php?id=22287,http://www.rvandtravelers.com/location_details.php?id=22287,RVer,loves-travel-stops-country-stores_416x416,,,I-65,16101 US 84,EVERGREEN,AL,36401,251-578-4496 (TRAVEL CENTER),159,8,7,3,0,0,251-578-4496 (ARBY'S),251-578-4831,93,251-578-4496 (GODFATHER'S PIZZA),,2.999,3.549,3.949,3.999,,,,,,,,
1,Alabama,LOVE'S TRAVEL STOP #227,location_details.php?id=15473,http://www.rvandtravelers.com/location_details.php?id=15473,RVer,loves-travel-stops-country-stores_416x416,,,I-20/59,22183 AL 216,MCCALLA,AL,35111,205-477-9423 (TRAVEL CENTER),90,8,7,3,0,0,205-477-9423 (MCDONALD'S),205-477-9589,100,205-477-9423 (SUBWAY),,2.799,3.389,3.949,,,,,,,,,
1,Alabama,LOVE'S TRAVEL STOP #304,location_details.php?id=1910,http://www.rvandtravelers.com/location_details.php?id=1910,RVer,loves-travel-stops-country-stores_416x416,,,I-59,905 STEELE STATION RD,STEELE,AL,35987,256-538-1964 (TRAVEL CENTER),80,7,5,3,0,0,256-538-1964 (CHESTER'S FRIED CHICKEN),256-538-7226,174,256-538-1964 (SUBWAY),,2.809,3.549,3.949,4.299,256-538-1964 (GODFATHER'S PIZZA),,,,,,,
1,Alabama,LOVE'S TRAVEL STOP #368,location_details.php?id=14733,http://www.rvandtravelers.com/location_details.php?id=14733,RVer,loves-travel-stops-country-stores_416x416,,,I-65,300 ARBY DR,CLANTON,AL,35570,205-755-8104 (TRAVEL CENTER),80,8,5,3,0,0,205-755-8104 (ARBY'S),205-755-8694,208,,,2.899,3.389,3.949,3.999,,www.loves.com/locations/368,,,,,,
1,Alabama,LOVE'S TRAVEL STOP #381,location_details.php?id=14735,http://www.rvandtravelers.com/location_details.php?id=14735,RVer,loves-travel-stops-country-stores_416x416,,,I-65,64 E PIKE RD,FALKVILLE,AL,35622,256-784-6106 (TRAVEL CENTER),85,7,5,3,0,0,256-784-6106 (MCDONALD'S),256-784-6110,322,256-784-6106 (SUBWAY),,2.799,3.549,3.949,4.299,,,,,,,,
1,Alabama,LOVE'S TRAVEL STOP #466,location_details.php?id=37252,http://www.rvandtravelers.com/location_details.php?id=37252,RVer,loves-travel-stops-country-stores_416x416,,,I-22,83 CARL CANNON BLVD,JASPER,AL,35501,205-295-1706 (TRAVEL CENTER),65,6,5,3,0,0,205-295-1706 (MCDONALD'S),205-295-1709,65,205-295-1706 (SUBWAY),,,,,,,,,,,,,
1,Alabama,LOVE'S TRAVEL STOP #530,location_details.php?id=47838,http://www.rvandtravelers.com/location_details.php?id=47838,RVer,loves-travel-stops-country-stores_416x416,,,I-20,2625 KELLEY CREEK RD,MOODY,AL,35004,205-699-2977 (TRAVEL CENTER),97,7,7,3,0,0,205-699-2977 (MCDONALD'S),205-699-6252,147,205-699-2977 (SUBWAY),,2.759,3.549,3.949,3.999,,,,,,,,
1,Alabama,LOVE'S TRAVEL STOP #566,location_details.php?id=47840,http://www.rvandtravelers.com/location_details.php?id=47840,RVer,loves-travel-stops-country-stores_416x416,,,US 231,3771 S US 231,OZARK,AL,36360,334-445-0323 (TRAVEL CENTER),70,7,7,4,0,0,334-445-0323 (ARBY'S),334-445-0390,AL 231,,,,,,,,,,,,,,
1,Alabama,LOVE'S TRAVEL STOP #577,location_details.php?id=47848,http://www.rvandtravelers.com/location_details.php?id=47848,RVer,loves-travel-stops-country-stores_416x416,,,I-85,431 MAIN ST,SHORTER,AL,36075,334-725-1355 (TRAVEL CENTER),90,8,7,4,0,0,334-725-1355 (MCDONALD'S),334-725-1359,22,334-725-1355 (SUBWAY),,3.399,3.489,3.949,3.999,,,,,,,,
1,Alabama,LOVE'S TRAVEL STOP #580,location_details.php?id=47839,http://www.rvandtravelers.com/location_details.php?id=47839,RVer,loves-travel-stops-country-stores_416x416,,,US 72,2048 US 20,MUSCLE SHOALS,AL,35674,256-383-8889 (TRAVEL CENTER),80,6,7,2,0,0,256-383-8889 (MCDONALD'S),256-383-6216,,256-383-8889 (SUBWAY),,,,,,,,,,,,,
1,Alabama,LOVE'S TRAVEL STOP #624,location_details.php?id=47846,http://www.rvandtravelers.com/location_details.php?id=47846,RVer,loves-travel-stops-country-stores_416x416,,,I-65,2600 I-65 SERVICE RD N,PRICHARD,AL,36612,251-330-2991 (TRAVEL CENTER),75,7,7,4,0,0,251-330-2991 (SUBWAY),251-330-4859,8,251-330-2991 (CHESTER'S FRIED CHICKEN),,2.659,3.329,3.889,3.999,,,,,,,,
1,Alabama,LOVE'S TRAVEL STOP #718,location_details.php?id=47851,http://www.rvandtravelers.com/location_details.php?id=47851,RVer,loves-travel-stops-country-stores_416x416,,,I-65,1127 TYSON RD,HOPE HULL,AL,36043,334-280-0009 (TRAVEL CENTER),96,8,8,3,0,0,334-280-0009 (CHESTER'S FRIED CHICKEN),334-281-0083,158,334-280-0009 (SUBWAY),,,,,,334-280-0009 (GODFATHER'S PIZZA),,,,,,,
1,Alabama,LOVE'S TRAVEL STOP #773,location_details.php?id=52044,http://www.rvandtravelers.com/location_details.php?id=52044,RVer,loves-travel-stops-country-stores_416x416,,,I-20/59,7561 MESOPOTAMIA ST,EUTAW,AL,35462,205-372-9244 (TRAVEL CENTER),98,8,7,3,0,0,205-372-9244 (HARDEE'S),205-372-9248,40,205-372-9244 (CHESTER'S FRIED CHICKEN),,,,,,205-372-9244 (GODFATHER'S PIZZA),,,,,,,
1,Alabama,LOVE'S TRAVEL STOP #774,location_details.php?id=52876,http://www.rvandtravelers.com/location_details.php?id=52876,RVer,loves-travel-stops-country-stores_416x416,,,US 431,747 LEE RD 248,SMITHS STATION,AL,36877,334-291-3059 (TRAVEL CENTER),57,6,6,0,0,0,334-291-3059 (GODFATHER'S PIZZA),334-291-3442,CO RD 248 N,334-291-3059 (CHESTER'S FRIED CHICKEN),,,,,,,www.loves.com/en/location-and-fuel-price-search/locationsearchresults#?bounds=%7b%22south%22%3a32.4986239%2c%22west%22%3a-85.1293379%2c%22north%22%3a32.5586809%2c%22east%22%3a-85.058059%7d,,,,,,
1,Alabama,LOVE'S TRAVEL STOP #814,location_details.php?id=53837,http://www.rvandtravelers.com/location_details.php?id=53837,RVer,loves-travel-stops-country-stores_416x416,,,I-22,1126 CO HWY 35,HAMILTON,AL,35570,205-754-3100 (TRAVEL CENTER),81,8,7,4,0,0,205-754-3100 (ARBY'S),205-754-3101,14,,,,,,,,,,,,,,
1,Alabama,M&M GROCERY,location_details.php?id=54647,http://www.rvandtravelers.com/location_details.php?id=54647,RVer,marathon,,,AL 169,2010 CRAWFORD RD,OPELIKA,AL,36804,334-742-9605 (TRAVEL CENTER),0,4,0,0,0,0,,334-742-9605,,,,,,,,,,,,,,,
1,Alabama,M&M MARKET,location_details.php?id=54648,http://www.rvandtravelers.com/location_details.php?id=54648,RVer,chevron,,,AL 17,39329 AL 17,EMELLE,AL,35459,205-455-2820 (TRAVEL CENTER),4,5,0,0,0,0,,205-455-2346,,,,,,,,,,,,,,,
1,Alabama,MAC'S MINIT MART,location_details.php?id=54656,http://www.rvandtravelers.com/location_details.php?id=54656,RVer,texaco-,,,AL 17,44390 AL 17,VERNON,AL,35592,205-695-9765 (TRAVEL CENTER),0,2,0,0,0,0,205-695-9765 (HUNT BROTHERS PIZZA),,,,,,,,,,,,,,,,
1,Alabama,MARATHON,location_details.php?id=47836,http://www.rvandtravelers.com/location_details.php?id=47836,RVer,marathon,,,US 82/231,5705 TAYLOR RD,MONTGOMERY,AL,36116,334-281-8900 (TRAVEL CENTER),9,3,0,0,0,0,,,AL 271,,,,,,,,,,,,,,
1,Alabama,MARATHON #17,location_details.php?id=54378,http://www.rvandtravelers.com/location_details.php?id=54378,RVer,marathon,,,I-22,3374 AL 17,HAMILTON,AL,35570,205-921-1776 (TRAVEL CENTER),3,2,0,0,0,0,205-921-1776 (HUNT BROTHERS PIZZA),,11,,,,,,,,,,,,,,
1,Alabama,MARATHON 102,location_details.php?id=10188,http://www.rvandtravelers.com/location_details.php?id=10188,RVer,marathon,,,US 431,410 MARTIN LUTHER KING JR PKWY N,PHENIX CITY,AL,36867,334-291-1416,100,5,4,0,0,0,,334-214-9875,,,,,,,,,,,,,,,
1,Alabama,MARY'S TRAVEL CENTER,location_details.php?id=1985,http://www.rvandtravelers.com/location_details.php?id=1985,RVer,marathon,,,I-20/59,10902 COVERED BRIDGE RD,BROOKWOOD,AL,35444,205-633-2850 (TRAVEL CENTER),8,3,2,0,0,0,205-633-2850 (SUBWAY),,86,205-633-2850 (HUDDLE HOUSE),,,,,,,,,,,,,
1,Alabama,MCBRIDE TIRE & SERVICE CENTER,location_details.php?id=10081,http://www.rvandtravelers.com/location_details.php?id=10081,RVer,ind_dealer_1,,,AL 17,508 MOBILE RD SW,ALICEVILLE,AL,35442,205-373-8619 (TRAVEL CENTER),20,3,0,2,0,0,,205-373-8481,,,,,,,,,,,,,,,
1,Alabama,MERRI MART,location_details.php?id=47842,http://www.rvandtravelers.com/location_details.php?id=47842,RVer,shell_,,,AL 193,6630 RANGELINE RD,THEODORE,AL,36590,251-443-5656 (TRAVEL CENTER),39,4,0,0,0,0,,,CO RD 26,,,,,,,,,,,,,,
1,Alabama,MIDWAY TRUCK STOP,location_details.php?id=10116,http://www.rvandtravelers.com/location_details.php?id=10116,RVer,ind_dealer_1,,,US 43,11775 US 43,AXIS,AL,36505,251-679-1923 (TRAVEL CENTER),10,5,3,0,0,0,,251-679-1327,,,,,,,,,,,,,,,
1,Alabama,MINIT MAN,location_details.php?id=44610,http://www.rvandtravelers.com/location_details.php?id=44610,RVer,shell_,,,I-459,2178 EASTERN VALLEY RD,BESSEMER,AL,35022,205-425-3678 (TRAVEL CENTER),0,4,0,0,0,0,205-425-3678 (DUNKIN' DONUTS),,1,,,,,,,,,,,,,,
1,Alabama,MITCHELL EXXON,location_details.php?id=235,http://www.rvandtravelers.com/location_details.php?id=235,RVer,exxon,,,I-65,942 LAKE MITCHELL RD,CLANTON,AL,35045,205-755-8811 (TRAVEL CENTER),0,2,0,0,0,0,205-755-8811 (PITA),,208,,,,,,,,,,,,,,
1,Alabama,MOE'S TRAVEL PLAZA (TEXACO),location_details.php?id=10143,http://www.rvandtravelers.com/location_details.php?id=10143,RVer,texaco-,,,US 82,17945 US 82,ELROD,AL,35458,205-333-1979 (TRAVEL CENTER),8,4,0,0,0,0,,,,,,,,,,,,,,,,,
1,Alabama,MOORE'S SHELL SUPER STORE,location_details.php?id=10052,http://www.rvandtravelers.com/location_details.php?id=10052,RVer,shell_,,,I-22,5476 MILITARY ST S,HAMILTON,AL,35570,205-921-4713 (TRAVEL CENTER),25,4,0,0,0,0,205-921-4713 (HUNT BROTHERS PIZZA),205-921-2013,16,,,,,,,,,,,,,,
1,Alabama,MOORE'S SUGAR BEND,location_details.php?id=54721,http://www.rvandtravelers.com/location_details.php?id=54721,RVer,shell_,,,MARION COUNTY 49,4677 BEXAR AVE E,HAMILTON,AL,35570,205-921-7742 (TRAVEL CENTER),0,2,0,0,0,0,205-921-7742 (HUNT BROTHERS PIZZA),,,,,,,,,,,,,,,,
1,Alabama,MR ROYS CONVENIENCE STORE,location_details.php?id=10137,http://www.rvandtravelers.com/location_details.php?id=10137,RVer,citgo,,,US 80,1505 W HIGHLAND AVE,SELMA,AL,36701,334-875-9811,0,4,1,0,0,0,,,,,,,,,,,,,,,,,
1,Alabama,N & N FOOD MART,location_details.php?id=236,http://www.rvandtravelers.com/location_details.php?id=236,RVer,exxon,,,I-65,2264 CO RD 52 E,PELHAM,AL,35124,205-664-5604 (TRAVEL CENTER),20,2,0,0,5,5,205-664-5604 (KRISPY KRUNCHY CHICKEN),,242,205-664-5604 (HUNT BROTHERS PIZZA),,,,,,,,,,,,,
1,Alabama,NATURAL BRIDGE SHELL,location_details.php?id=54730,http://www.rvandtravelers.com/location_details.php?id=54730,RVer,shell_,,,US 278,2540 US 278,LYNN,AL,35575,205-486-0099 (TRAVEL CENTER),3,4,0,0,0,0,,205-486-0099,,,,,,,,,,,,,,,
1,Alabama,OASIS TRAVEL CENTER,location_details.php?id=42216,http://www.rvandtravelers.com/location_details.php?id=42216,RVer,oasis2016mariamariamaria2016,,,I-10,27801 CO RD 64 EXT,ROBERTSDALE,AL,36567,251-960-1150 (TRAVEL CENTER),150,10,8,3,0,0,251-960-1152 (DERAILED DINER),,53,,,,,,,,,,,,,,
1,Alabama,OC'S QUICK STOP,location_details.php?id=10120,http://www.rvandtravelers.com/location_details.php?id=10120,RVer,marathon,,,US 43,20270 US 43,MOUNT VERNON,AL,36560,251-829-9076,24,4,0,2,,,,,,,,,,,,,,,,,,,
1,Alabama,OWASSA MARATHON,location_details.php?id=2172,http://www.rvandtravelers.com/location_details.php?id=2172,RVer,marathon,,,I-65,4334 OWASSA RD,OWASSA,AL,36401,251-578-1555,10,4,0,0,0,0,,,101,,,,,,,,,,,,,,
1,Alabama,OWEN'S QUIK MART,location_details.php?id=10089,http://www.rvandtravelers.com/location_details.php?id=10089,RVer,66gas,,,AL 24,2808 GORDON TERRY PKWY,DECATUR,AL,35601,256-340-1000 (TRAVEL CENTER),25,5,0,0,0,0,256-340-1000 (PO BOY DELI),256-340-1054,,,,,,,,,,,,,,,
1,Alabama,PARR'S HIGHWAY 80 CHEVRON,location_details.php?id=10126,http://www.rvandtravelers.com/location_details.php?id=10126,RVer,chevron,,,US 80,510 US 80 E,DEMOPOLIS,AL,36732,334-289-3126 (TRAVEL CENTER),20,3,0,0,0,0,334-289-3126 (PARR'S DELI),,,,,,,,,,,,,,,,
1,Alabama,PETRO FOOD & GAS,location_details.php?id=10136,http://www.rvandtravelers.com/location_details.php?id=10136,RVer,marathon,,,US 80,4813 US-80 E,SELMA,AL,36701,334-872-6424,15,2,0,0,0,0,,,,,,,,,,,,,,,,,
1,Alabama,PETRO STOPPING CENTER #319,location_details.php?id=2275,http://www.rvandtravelers.com/location_details.php?id=2275,RVer,petro,,,I-20/59,22526 HWY 216,MCCALLA,AL,35111,205-477-9178 (TRAVEL CENTER),255,12,14,5,15,15,205-477-6533 (IRON SKILLET),205-477-0124,100,205-477-6533 (POPEYE'S),,,,,,,www.ta-petro.com/location/al/petro-bucksville,,,,,,
1,Alabama,PETRO STOPPING CENTER #348,location_details.php?id=2212,http://www.rvandtravelers.com/location_details.php?id=2212,RVer,petro,,,I-85,428 MAIN ST,SHORTER,AL,35453,334-727-3354 (TRAVEL CENTER),50,4,6,0,20,20,334-727-3354 (CHARLEYS CHEESESTEAKS),334-727-3576,22,,,,,,,,www.ta-petro.com/location/al/petro-shorter,PO BOX 378,,,,,
1,Alabama,PETRO STOPPING CENTER #352,location_details.php?id=2207,http://www.rvandtravelers.com/location_details.php?id=2207,RVer,petro,,,I-59,1724 W GRAND AVE,GADSDEN,AL,35904,256-413-7135 (TRAVEL CENTER),162,11,9,6,14,14,256-442-0955 (POPEYE'S),256-413-7330,181,256-413-7135 (STARBUCKS),,,,,,256-413-7135 (HUNT BROTHERS PIZZA),,,,,,,
1,Alabama,PETRO STOPPING CENTER #397,location_details.php?id=44739,http://www.rvandtravelers.com/location_details.php?id=44739,RVer,petro,,,I-65,426 AL 69 S,HANCEVILLE,AL,35077,256-287-1299 (TRAVEL CENTER),312,10,10,6,10,10,256-287-1299 (IRON SKILLET),256-287-2249,299,256-287-1299 (POPEYE'S),,,,,,256-287-1299 (BURGER KING),www.ta-petro.com/location/al/petro-dodge-city,,256-287-1299 (PAPA JOHN'S),,,,
1,Alabama,PILOT TRAVEL CENTER # 1550,location_details.php?id=44640,http://www.rvandtravelers.com/location_details.php?id=44640,RVer,pilot,,,I-65,1600 CO RD 437,GOOD HOPE,AL,35055,256-255-5638 (TRAVEL CENTER),100,8,6,0,10,10,256-255-5638 (WENDY'S),256-255-5649,304,,,,,,,,pilotflyingj.com/stores/1550,,,,,,
