state_id,state,name,href,full_url,stop_type,Chain,Latitude,Longitude,Highway,Exit,Street Address,City,State,Postal Code,Phone,Phone 2,Fax,https,# of Parking Spots,# of Reserved Parking Spots,# of Paid Parking Spots,# of Fuel Lanes,# of Showers,# of Truck Service Bays,# of Men's Showers,Mile Marker,Phone 3,Unleaded,Diesel,Bulk Def,Propane,Phone 4,Phone 5,Road Name,Hours of Operation,Mailing Address,http
15,Kansas,24/7 TRAVEL STORE,location_details.php?id=178,http://www.rvandtravelers.com/location_details.php?id=178,RVer,conoco,,,I-135,92,671 WESTPORT BLVD,SALINA,KS,67401,785-827-8271 (TRAVEL CENTER),,785-827-2023,,75,0,0,4,3,0,,,,,,,,,,,,,
15,Kansas,24/7 TRAVEL STORE,location_details.php?id=1967,http://www.rvandtravelers.com/location_details.php?id=1967,RVer,ind_dealer_1,,,I-70,341,32981 WINDY HILL RD,MAPLE HILL,KS,66507,785-256-4211 (TRAVEL CENTER),785-256-4211 (SUBWAY),785-256-4321,,87,0,0,4,3,0,,,,,,,,,,,,,
15,Kansas,5 CORNERS MINI MART,location_details.php?id=10866,http://www.rvandtravelers.com/location_details.php?id=10866,RVer,ind_dealer_1,,,US 69,,1122 S CLARK ST,FORT SCOTT,KS,66701,620-223-3926 (TRAVEL CENTER),,,,3,0,0,2,0,0,,,,,,,,,,,,,
15,Kansas,54 TRUCK STOP,location_details.php?id=10860,http://www.rvandtravelers.com/location_details.php?id=10860,RVer,cenex--300_0,,,US 54,MAIN ST,403 S MAIN ST,MULLINVILLE,KS,66524,620-548-2202 (TRAVEL CENTER),,620-548-2302,,30,0,0,3,2,0,1,,,,,,,,,,,,
15,Kansas,7 ELEVEN,location_details.php?id=3032,http://www.rvandtravelers.com/location_details.php?id=3032,RVer,cenex--300_0,,,I-35,215,1550 S HAMILTON CIRCLE,OLATHE,KS,66061,913-780-2009 (TRAVEL CENTER),,913-780-0406,,83,0,0,8,3,0,,,,,,,,,,,,,
15,Kansas,"AKAS, INC.",location_details.php?id=46022,http://www.rvandtravelers.com/location_details.php?id=46022,RVer,conoco,,,US 75,US 160,3024 W MAIN ST,INDEPENDENCE,KS,67301,620-331-2022 (TRAVEL CENTER),,620-331-2022,,10,0,0,2,0,0,,,,,,,,,,,,,
15,Kansas,ALL STAR CONVIENCE STORE,location_details.php?id=46845,http://www.rvandtravelers.com/location_details.php?id=46845,RVer,ind_dealer_1,,,US 75,,1781 FRONTAGE RD,SABETHA,KS,66534,785-284-2811 (TRAVEL CENTER),785-284-2811 (HUNT BROTHERS PIZZA),785-264-2667,,49,0,0,3,1,0,,,,,,,,,,,,,
15,Kansas,ALTA CONVENIENCE,location_details.php?id=53924,http://www.rvandtravelers.com/location_details.php?id=53924,RVer,ind_dealer_1,,,I-70,107,1301 CASTLE ROCK ST,QUINTER,KS,67752,785-754-3330 (TRAVEL CENTER),,,,,,,2,,,,,,,,,,,,,,,
15,Kansas,AMPRIDE,location_details.php?id=10821,http://www.rvandtravelers.com/location_details.php?id=10821,RVer,cenex--300_0,,,KS 156,,1402 FOSTER DR,ELLSWORTH,KS,67439,785-472-4782 (TRAVEL CENTER),785-472-4782 (AMPRIDE DELI),,,8,0,0,2,0,0,,,,,,,,,,,,,
15,Kansas,AMPRIDE,location_details.php?id=10862,http://www.rvandtravelers.com/location_details.php?id=10862,RVer,cenex--300_0,,,US 56,KS 96,2300 10TH ST,GREAT BEND,KS,67530,620-792-5037 (TRAVEL CENTER),,620-792-5907,,2,0,0,2,0,0,,,,,,,,,,,,,
15,Kansas,AMPRIDE,location_details.php?id=10872,http://www.rvandtravelers.com/location_details.php?id=10872,RVer,cenex--300_0,,,US 75,,1111 S OLD US 75,SABETHA,KS,66534,785-284-3451 (TRAVEL CENTER),,,,0,0,0,3,0,0,,,,,,,,,,,,,
15,Kansas,AMPRIDE,location_details.php?id=18561,http://www.rvandtravelers.com/location_details.php?id=18561,RVer,cenex--300_0,,,US 281,,916 S MAIN ST,PRATT,KS,67124,620-672-6761 (TRAVEL CENTER),,,,3,0,0,2,0,0,,,,,,,,,,,,,
15,Kansas,APCO,location_details.php?id=45724,http://www.rvandtravelers.com/location_details.php?id=45724,RVer,valero,,,US 77,US 166,804 E MADISON AVE,ARKANSAS CITY,KS,67005,620-442-2430 (TRAVEL CENTER),620-442-2430 (CAROLINE'S CAFE),,,30,0,0,2,0,0,,,,,,,,,,,,,
15,Kansas,BELLE PLAINE SERVICE AREA,location_details.php?id=2291,http://www.rvandtravelers.com/location_details.php?id=2291,RVer,66gas,,,I-35,,770 N I-35,BELLE PLAINE,KS,67013,620-326-5781 (TRAVEL CENTER),620-326-5781 (MCDONALD'S),620-326-5705,,50,0,0,5,0,0,,MM 26,,,,,,,,,,,
15,Kansas,BERT'S TRAVEL PLAZA,location_details.php?id=53963,http://www.rvandtravelers.com/location_details.php?id=53963,RVer,shell_,,,I-35,198,1021 POPLAR ST,WELLSVILLE,KS,66092,785-816-7006 (TRAVEL CENTER),785-816-7006 (CHAMP'S CHICKEN),,,65,0,0,6,4,0,,,785-816-7006 (BLUE TACO),,,,,,,,,,
15,Kansas,BOSSELMAN TRAVEL CENTER - GARDEN CITY,location_details.php?id=10840,http://www.rvandtravelers.com/location_details.php?id=10840,RVer,bosselman,,,US 50,US 83,1265 SOLAR AVE,GARDEN CITY,KS,67846,620-275-4404 (TRAVEL CENTER),620-275-4404 (LITTLE CAESARS),620-275-1005,,150,0,0,6,10,2,,,620-275-4404 (CINNABON),,,,,,,,,,
15,Kansas,BP,location_details.php?id=53995,http://www.rvandtravelers.com/location_details.php?id=53995,RVer,bp-,,,US 59,,11373 US HWY 59,ATCHISON,KS,66002,913-370-8244 (TRAVEL CENTER),,,,25,0,0,2,0,0,,,,,,,,,,,,,
15,Kansas,C & M SUPPLY,location_details.php?id=10875,http://www.rvandtravelers.com/location_details.php?id=10875,RVer,sinclair_oil_.svg,,,US 81,,1747 ASH RD,SOUTH CHESTER,KS,68327,785-326-8254 (TRAVEL CENTER),,785-326-5001,,8,0,0,3,0,0,,,,,,,,,,,,,
15,Kansas,CAMERON CORNER STORE,location_details.php?id=10893,http://www.rvandtravelers.com/location_details.php?id=10893,RVer,ind_dealer_1,,,US 283,US 24,405 W MAIN ST,HILL CITY,KS,67642,785-421-2612 (TRAVEL CENTER),,,,0,0,0,2,0,0,,,,,,,,,,,,,
15,Kansas,CARM N DALE'S,location_details.php?id=10865,http://www.rvandtravelers.com/location_details.php?id=10865,RVer,66gas,,,US 69,US 166,1029 MAPLE ST,CHETOPA,KS,67336,620-236-4260 (TRAVEL CENTER),,,,12,0,0,2,0,0,,,,,,,,,,,,,
15,Kansas,CASEY'S,location_details.php?id=10823,http://www.rvandtravelers.com/location_details.php?id=10823,RVer,caseys-general-store-,,,US 24,KS 124,3132 US 24,BELOIT,KS,67420,785-738-4000 (TRAVEL CENTER),785-738-4000 (CASEY'S KITCHEN),,,10,0,0,4,0,0,,,,,,,,,,,,,
15,Kansas,CASEY'S,location_details.php?id=10884,http://www.rvandtravelers.com/location_details.php?id=10884,RVer,caseys-general-store-,,,US 160,,1400 E 16TH ST,WELLINGTON,KS,67152,620-326-3121 (TRAVEL CENTER),620-326-3121 (CASEY'S KITCHEN),620-326-3121,,20,0,0,4,1,0,,,,,,,,,,,,,
15,Kansas,CASEY'S,location_details.php?id=48382,http://www.rvandtravelers.com/location_details.php?id=48382,RVer,caseys-general-store-,,,US 69,,21659 E 1100TH RD,PLEASANTON,KS,66075,913-352-8706 (TRAVEL CENTER),913-352-8706 (CASEY'S KITCHEN),,,15,0,0,2,0,0,,,,,,,,,,,,,
15,Kansas,CASEY'S GENERAL STORE,location_details.php?id=10879,http://www.rvandtravelers.com/location_details.php?id=10879,RVer,caseys-general-store-,,,US 160,US 281,314 S LLIFF ST,MEDICINE LODGE,KS,67104,620-886-3527 (TRAVEL CENTER),620-886-3527 (CASEY'S KITCHEN),620-886-3527,,7,0,0,2,0,0,,,,,,,,,,,,,
15,Kansas,CASEY'S GENERAL STORE,location_details.php?id=18557,http://www.rvandtravelers.com/location_details.php?id=18557,RVer,caseys-general-store-,,,I-135,40,724 E LINCOLN BLVD,HESSTON,KS,67062,620-327-2479 (TRAVEL CENTER),620-327-2479 (CASEY'S KITCHEN),620-327-0577,,75,0,0,6,3,0,,,,,,,,,,,,,
15,Kansas,CASEY'S GENERAL STORE,location_details.php?id=46020,http://www.rvandtravelers.com/location_details.php?id=46020,RVer,caseys-general-store-,,,US 36,US 73,915 S 1ST ST,HIAWATHA,KS,66434,785-742-7132 (TRAVEL CENTER),785-742-7132 (CASEY'S KITCHEN),,,20,0,0,3,0,0,,,,,,,,,,,,,
15,Kansas,CASEY'S GENERAL STORE,location_details.php?id=54033,http://www.rvandtravelers.com/location_details.php?id=54033,RVer,caseys-general-store-,,,US 54,KS 60,1900 E 1ST ST,PRATT,KS,67124,620-672-2605 (TRAVEL CENTER),620-672-2605 (CASEY'S KITCHEN),620-672-2602,,50,0,0,4,5,0,,,,,,,,,,,,,
15,Kansas,CIRCLE K,location_details.php?id=2649,http://www.rvandtravelers.com/location_details.php?id=2649,RVer,circle_k__3774,,,I-135,14,6115 N AIR CAP DR,PARK CITY,KS,67219,316-744-2045 (TRAVEL CENTER),,,,124,0,0,7,4,0,,,,,,,,,,,,,
15,Kansas,CIRCLE K,location_details.php?id=2650,http://www.rvandtravelers.com/location_details.php?id=2650,RVer,circle_k__3774,,,I-70,17,2510 COMMERCE RD,GOODLAND,KS,67735,785-899-7527 (TRAVEL CENTER),,,,15,0,0,3,2,0,,,,,,,,,,,,,
15,Kansas,CIRCLE K,location_details.php?id=10863,http://www.rvandtravelers.com/location_details.php?id=10863,RVer,circle_k__3774,,,US 56,,500 W TEXCOCO ST,MONTEZUMA,KS,67867,620-846-2833 (TRAVEL CENTER),,,,24,0,0,2,0,0,,,,,,,,,,,,,
15,Kansas,CIRCLE K,location_details.php?id=10894,http://www.rvandtravelers.com/location_details.php?id=10894,RVer,circle_k__3774,,,US 400,,2615 E TRAIL ST,DODGE CITY,KS,67801,620-227-2625 (TRAVEL CENTER),,,,10,0,0,3,0,0,,,,,,,,,,,,,
15,Kansas,CJ EXPRESS,location_details.php?id=10831,http://www.rvandtravelers.com/location_details.php?id=10831,RVer,ind_dealer_1,,,US 36,,1202 11TH RD,MARYSVILLE,KS,66508,785-562-1463 (TRAVEL CENTER),,,,3,0,0,2,0,0,,,,,,,,,,,,,
15,Kansas,CROSS ROADS EXPRESS,location_details.php?id=10832,http://www.rvandtravelers.com/location_details.php?id=10832,RVer,66gas,,,US 36,,602 W FRONTIER PKWY,OBERLIN,KS,67749,785-475-1075 (TRAVEL CENTER),785-475-1075 (CROSS ROADS DELI),785-475-1080,,22,0,0,4,1,0,,,,,,,,,,,,,
15,Kansas,D & S CONVENIENCE STOP,location_details.php?id=616,http://www.rvandtravelers.com/location_details.php?id=616,RVer,conoco,,,I-70,219,275 KS 14,ELLSWORTH,KS,67439,785-472-5106 (TRAVEL CENTER),,785-472-4739,,0,0,0,2,0,0,,,,,,,,,,,,,
15,Kansas,D'S MINI MART,location_details.php?id=10868,http://www.rvandtravelers.com/location_details.php?id=10868,RVer,ind_dealer_1,,,US 69,,21356 KS 239,PRESCOTT,KS,66767,913-471-4611 (TRAVEL CENTER),913-471-4611 (ON THE GO),913-471-4611,,30,0,0,2,1,0,,,,,,,,,,,,,
15,Kansas,EAGLE,location_details.php?id=10880,http://www.rvandtravelers.com/location_details.php?id=10880,RVer,cenex--300_0,,,US 160,KS 27,402 E VAN METER,JOHNSON,KS,67855,620-492-1638 (TRAVEL CENTER),620-492-1638 (CHESTER'S FRIED CHICKEN),620-492-1737,,35,0,0,4,1,0,,,,,,,,,,,,,
15,Kansas,EAGLE,location_details.php?id=18563,http://www.rvandtravelers.com/location_details.php?id=18563,RVer,cenex--300_0,,,US 50,,204 US 50,SYRACUSE,KS,67878,620-384-5033 (TRAVEL CENTER),620-384-5033 (CHESTER'S FRIED CHICKEN),,,6,0,0,6,0,0,,,,,,,,,,,,,
15,Kansas,EAGLE STAR,location_details.php?id=10818,http://www.rvandtravelers.com/location_details.php?id=10818,RVer,cenex--300_0,,,KS 25,KS 96,101 S 4TH ST,LEOTI,KS,67861,620-375-2290 (TRAVEL CENTER),,,,6,0,0,2,0,0,,,,,,,,,,,,,
15,Kansas,EASY GO 71,location_details.php?id=3346,http://www.rvandtravelers.com/location_details.php?id=3346,RVer,66gas,,,I-70,,I-70 MM 187,TOPEKA,KS,66616,785-379-0417,,,,90,,,8,0,0,,MM 187,,,,,,,,,,,
15,Kansas,EMPORIA SERVICE AREA,location_details.php?id=2294,http://www.rvandtravelers.com/location_details.php?id=2294,RVer,66gas,,,I-335,,132 W KANSAS AVE,EMPORIA,KS,66801,620-343-8211 (TRAVEL CENTER),,,,32,0,0,8,0,0,,MM 132,,,,,,,,,,,
15,Kansas,EZ-GO,location_details.php?id=45734,http://www.rvandtravelers.com/location_details.php?id=45734,RVer,66gas,,,I-70,,I-70 MM 209,LAWRENCE,KS,66044,785-843-2547 (TRAVEL CENTER),,785-843-0025,,50,0,0,5,0,0,,MM 209,,,,,,,,,,,
15,Kansas,FAIRFAX 66,location_details.php?id=882,http://www.rvandtravelers.com/location_details.php?id=882,RVer,66gas,,,FAIRFAX TRAFFICWAY,,2701 FAIRFAX TRAFFICWAY,KANSAS CITY,KS,66115,913-342-3473 (TRAVEL CENTER),,,,6,0,0,2,0,0,,,,,,,,,,,,,
15,Kansas,FINISH LINE,location_details.php?id=10888,http://www.rvandtravelers.com/location_details.php?id=10888,RVer,ind_dealer_1,,,US 183,,1409 MAIN ST,LACROSSE,KS,67548,785-222-3443 (TRAVEL CENTER),,,,6,,,2,0,0,,,,,,,,,,,,,
15,Kansas,FLINT HILLS ONE STOP,location_details.php?id=10847,http://www.rvandtravelers.com/location_details.php?id=10847,RVer,66gas,,,US 50,,500 E 7TH ST,STRONG CITY,KS,66869,620-273-8343 (TRAVEL CENTER),620-273-8343 (SUBWAY),,,26,0,0,3,0,0,,,,,,,,,,,,,
15,Kansas,FLYING EAGLE TRUCK STOP,location_details.php?id=1631,http://www.rvandtravelers.com/location_details.php?id=1631,RVer,ind_dealer_1,,,I-235,4,3405 S WEST ST,WICHITA,KS,67217,316-942-9800 (TRAVEL CENTER),,,,28,0,0,3,1,0,,,,,,,,,,,,,
15,Kansas,FLYING J TRAVEL CENTER #657,location_details.php?id=17274,http://www.rvandtravelers.com/location_details.php?id=17274,RVer,flying-j-,,,US 400,US 283,2524 E WYATT EARP BLVD,DODGE CITY,KS,67801,620-338-8888 (TRAVEL CENTER),,620-338-8829,pilotflyingj.com/stores/657,50,5,5,4,4,0,,,,2.969,3.399,3.959,,,,,,,
15,Kansas,FLYING J TRAVEL CENTER #658,location_details.php?id=17278,http://www.rvandtravelers.com/location_details.php?id=17278,RVer,flying-j-,,,I-35,127,4215 W US 50,EMPORIA,KS,66801,620-343-2717 (TRAVEL CENTER),620-343-2717 (HUDDLE HOUSE),620-343-3692,pilotflyingj.com/stores/658,74,16,16,8,7,0,,,,2.969,3.359,3.959,3.699,,,,,,
15,Kansas,FLYING J TRAVEL CENTER #659,location_details.php?id=17281,http://www.rvandtravelers.com/location_details.php?id=17281,RVer,flying-j-,,,I-70,253,2250 N OHIO ST,SALINA,KS,67401,785-825-5300 (TRAVEL CENTER),785-825-5300 (HUDDLE HOUSE),785-452-9221,pilotflyingj.com/stores/659/,120,7,7,8,9,0,,,,2.889,3.439,3.959,3.699,,,,,,
15,Kansas,FRONTIER AG CENEX,location_details.php?id=1151,http://www.rvandtravelers.com/location_details.php?id=1151,RVer,cenex--300_0,,,I-70,17,1202 W US 24,GOODLAND,KS,67735,785-899-3681 (TRAVEL CENTER),,,,0,0,0,3,0,0,,,,,,,,,,,,,
15,Kansas,FUEL EXPRESSO - OTTAWA,location_details.php?id=53531,http://www.rvandtravelers.com/location_details.php?id=53531,RVer,66gas,,,I-35,187,2518 E LOGAN ST,OTTAWA,KS,66067,785-242-5314 (TRAVEL CENTER),785-242-5314 (KRISPY KRUNCHY CHICKEN),785-242-3480,,5,0,0,4,0,0,,,785-242-5314 (HUNT BROTHERS PIZZA),,,,,,,,,,
15,Kansas,FUEL EXPRESSO 11 - LEBO,location_details.php?id=421,http://www.rvandtravelers.com/location_details.php?id=421,RVer,conoco,,,I-35,155,2754 US 75,LEBO,KS,66856,620-256-6280 (TRAVEL CENTER),620-256-6280 (SUBWAY),620-256-6910,,80,0,0,5,2,2,,,,,,,,,,,,,
15,Kansas,GOLDEN OX TRUCK STOP,location_details.php?id=3591,http://www.rvandtravelers.com/location_details.php?id=3591,RVer,valero,,,I-70,159,3610 VINE ST,HAYS,KS,67601,785-625-8921 (TRAVEL CENTER),785-625-8921 (SUBWAY),785-625-9556,,50,0,0,7,0,0,,,,,,,,,,,,,
15,Kansas,GREAT WESTERN TIRE,location_details.php?id=10876,http://www.rvandtravelers.com/location_details.php?id=10876,RVer,ind_dealer_1,,,US 83,,1503 S MAIN ST,SCOTT CITY,KS,67861,620-872-3393 (TRAVEL CENTER),,,,0,0,0,3,0,3,,,,,,,,,,,,,
15,Kansas,INDIAN COUNTRY MINI MART,location_details.php?id=46021,http://www.rvandtravelers.com/location_details.php?id=46021,RVer,ind_dealer_1,,,US 75,,20330 US 75,HOLTON,KS,66436,785-364-4223 (TRAVEL CENTER),,,,0,0,0,4,0,0,,,,,,,,,,,,,
15,Kansas,J-J OIL CO,location_details.php?id=10882,http://www.rvandtravelers.com/location_details.php?id=10882,RVer,sinclair_oil_.svg,,,US 160,,820 E OKLAHOMA AVE,ULYSSES,KS,67880,620-356-4144 (TRAVEL CENTER),,,,0,0,0,4,0,0,,,,,,,,,,,,,
15,Kansas,JJ TRAVEL STOP,location_details.php?id=1435,http://www.rvandtravelers.com/location_details.php?id=1435,RVer,cenex--300_0,,,I-70,70,465 US 83,OAKLEY,KS,67748,785-672-3900 (TRAVEL CENTER),,785-672-3422,,75,0,0,7,2,0,,,,,,,,,,,,,
15,Kansas,JOHNSON'S GENERAL STORE,location_details.php?id=10839,http://www.rvandtravelers.com/location_details.php?id=10839,RVer,66gas,,,US 50,,800 W 5TH ST,FLORENCE,KS,66851,620-878-4611 (TRAVEL CENTER),620-878-4611 (HUNT BROTHERS PIZZA),,,12,0,0,3,2,0,,,,,,,,,,,,,
15,Kansas,JUMP START TRAVEL CENTER,location_details.php?id=45732,http://www.rvandtravelers.com/location_details.php?id=45732,RVer,conoco,,,US 169,US 54,1700 EAST ST,LOLA,KS,66749,620-365-8280 (TRAVEL CENTER),,,,30,0,0,7,2,0,,,,,,,,,,,,,
15,Kansas,JUMPSTART,location_details.php?id=45727,http://www.rvandtravelers.com/location_details.php?id=45727,RVer,66gas,,,US 169,W MAIN ST,1036 W MAIN ST,CHERRYVILLE,KS,67335,620-336-2900 (TRAVEL CENTER),620-336-2900 (SUBWAY),620-336-8070,,20,0,0,2,0,0,,,620-336-2900 (SIMPLE SIMON),,,,,,,,,,
15,Kansas,KANZA SHORT STOP,location_details.php?id=10891,http://www.rvandtravelers.com/location_details.php?id=10891,RVer,cenex--300_0,,,US 281,,434 N US 281,ST. JOHN,KS,67576,620-549-3425 (TRAVEL CENTER),620-549-3425 (SHORT STOP DELI),,,16,0,0,2,0,0,,,,,,,,,,,,,
15,Kansas,KAPS,location_details.php?id=2012,http://www.rvandtravelers.com/location_details.php?id=2012,RVer,cenex--300_0,,,US 183,US 56,1035 W KANSAS AVE,MCPHERSON,KS,67460,620-241-5521 (TRAVEL CENTER),,,,3,0,0,2,0,0,,,,,,,,,,,,,
15,Kansas,KJK COUNTRY CORNER,location_details.php?id=10837,http://www.rvandtravelers.com/location_details.php?id=10837,RVer,cenex--300_0,,,US 50,KS 20,700 W US 50,DEERFIELD,KS,67838,620-426-8331 (TRAVEL CENTER),,620-426-8361,,28,0,0,4,0,0,,,,,,,,,,,,,
15,Kansas,LEON GROCERY,location_details.php?id=10897,http://www.rvandtravelers.com/location_details.php?id=10897,RVer,cenex--300_0,,,US 400,,1530 US 400,LEON,KS,67074,316-745-3575 (TRAVEL CENTER),,,,10,,,2,0,0,,,,,,,,,,,,,
15,Kansas,LEROY'S DIAMOND SHAMROCK,location_details.php?id=10887,http://www.rvandtravelers.com/location_details.php?id=10887,RVer,diamondshamrock,,,US 183,,1509 VINE ST,HAYS,KS,67601,785-628-3711 (TRAVEL CENTER),,,,0,0,0,2,0,0,,,,,,,,,,,,,
15,Kansas,LOVE'S TRAVEL STOP #258,location_details.php?id=37632,http://www.rvandtravelers.com/location_details.php?id=37632,RVer,loves-travel-stops-country-stores_416x416,,,I-35,183,203 E 27TH ST,OTTAWA,KS,66067,785-242-2882 (TRAVEL CENTER),785-242-2882 (HARDEE'S),785-242-2608,,68,0,0,8,5,3,,,,2.999,3.349,3.949,3.999,,,,,,
15,Kansas,LOVE'S TRAVEL STOP #455,location_details.php?id=823,http://www.rvandtravelers.com/location_details.php?id=823,RVer,loves-travel-stops-country-stores_416x416,,,I-70,145,200 WASHINGTON ST,ELLIS,KS,67637,785-726-2528 (TRAVEL CENTER),785-726-2528 (DAIRY QUEEN),785-726-2529,,45,0,0,4,4,0,,,785-726-2528 (SUBWAY),2.899,3.389,3.949,,785-726-2528 (GODFATHER'S PIZZA),,,,,
15,Kansas,LOVE'S TRAVEL STOP #58,location_details.php?id=45729,http://www.rvandtravelers.com/location_details.php?id=45729,RVer,loves-travel-stops-country-stores_416x416,,,US 400,,2505 E TRAIL ST,DODGE CITY,KS,67801,620-227-5380 (TRAVEL CENTER),620-227-5380 (CHESTER'S FRIED CHICKEN),620-227-5387,,92,0,0,6,5,0,,,,2.979,,,,,,,,,
15,Kansas,LOVE'S TRAVEL STOP #60,location_details.php?id=46848,http://www.rvandtravelers.com/location_details.php?id=46848,RVer,loves-travel-stops-country-stores_416x416,,,US 36,,303 W HOLME ST,NORTON,KS,67654,785-877-5494 (TRAVEL CENTER),785-877-5494 (CHESTER'S FRIED CHICKEN),785-877-5494,,0,0,0,3,0,0,,,785-877-5494 (GODFATHER'S PIZZA),2.789,3.149,3.989,,785-877-5494 (BIG BOSS SUBS),,,,,
15,Kansas,LOVE'S TRAVEL STOP #608,location_details.php?id=45736,http://www.rvandtravelers.com/location_details.php?id=45736,RVer,loves-travel-stops-country-stores_416x416,,,I-135,60,2400 E KANSAS AVE,MCPHERSON,KS,67460,620-241-4078 (TRAVEL CENTER),620-241-4078 (HARDEE'S),620-241-4149,,97,0,0,7,7,2,,,,2.859,3.389,3.949,3.999,,,,,,
15,Kansas,LOVE'S TRAVEL STOP #632,location_details.php?id=45735,http://www.rvandtravelers.com/location_details.php?id=45735,RVer,loves-travel-stops-country-stores_416x416,,,US 54,US 83,100 E PANCAKE AVE,LIBERAL,KS,67901,620-626-5409 (TRAVEL CENTER),,620-626-5448,,55,0,0,5,4,0,,,,3.059,3.289,3.949,3.999,,,,,,
15,Kansas,LOVE'S TRAVEL STOP #647,location_details.php?id=45725,http://www.rvandtravelers.com/location_details.php?id=45725,RVer,loves-travel-stops-country-stores_416x416,,,US 81,7TH ST,1356 US 81,BELLEVILLE,KS,66935,785-527-2472 (TRAVEL CENTER),785-527-2472 (SUBWAY),785-527-2493,,65,0,0,5,2,0,,,,2.899,3.249,3.949,,,,,,,
15,Kansas,LOVE'S TRAVEL STOP #655,location_details.php?id=46847,http://www.rvandtravelers.com/location_details.php?id=46847,RVer,loves-travel-stops-country-stores_416x416,,,US 83,,1720 S MAIN ST,SCOTT CITY,KS,67871,620-872-5727 (TRAVEL CENTER),620-872-5727 (SONIC),620-872-5739,,53,0,0,4,2,0,,,,2.859,3.349,3.789,,,,,,,
15,Kansas,LOVE'S TRAVEL STOP #692,location_details.php?id=46849,http://www.rvandtravelers.com/location_details.php?id=46849,RVer,loves-travel-stops-country-stores_416x416,,,US 169,,3301 N BLUE COMET DR,CHANUTE,KS,66720,620-431-0703 (TRAVEL CENTER),620-431-0703 (ARBY'S),620-431-0295,,30,0,0,3,2,0,,,,,,,,,,,,,
